Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,93.68,93.06,10.0,93.66,0.04424959793686867,93.5,93.66,10.0,13.77,0.9825107455253601
0.7,93.68,93.09,10.0,93.66,0.04428652301430702,93.4,93.66,10.0,13.66,0.9825327396392822
0.7,93.68,93.24,10.0,93.66,0.04426930844783783,93.45,93.66,10.0,13.65,0.9825291037559509
0.7,93.68,93.33,10.0,93.66,0.04425468668341637,93.52,93.66,10.0,13.48,0.9825223088264465
0.7,93.68,93.22,10.0,93.66,0.04426686093211174,93.47,93.66,10.0,13.57,0.9825265407562256
0.7,93.68,93.39,10.0,93.66,0.0442865714430809,93.7,93.66,10.0,13.53,0.9825141429901123
0.7,93.68,93.37,10.0,93.66,0.044314466416835785,93.43,93.66,10.0,13.64,0.9825363159179688
0.7,93.68,93.24,10.0,93.66,0.0442521907389164,93.48,93.66,10.0,13.64,0.9825354814529419
0.7,93.68,93.0,10.0,93.66,0.04428607225418091,93.44,93.66,10.0,13.67,0.9825373291969299
0.7,93.68,93.39,10.0,93.66,0.04422764107584953,93.42,93.66,10.0,13.68,0.9825342893600464
