Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,6.27,2.25,1.0,70.8,0.7046816945075989,70.68,71.43,1.0,1.0,0.9911475777626038
0.95,6.27,2.7,1.0,70.79,0.704633355140686,70.69,71.43,1.0,1.0,0.9911578297615051
0.95,6.27,3.08,1.0,70.79,0.7045760750770569,70.65,71.43,1.0,1.0,0.991144597530365
0.95,6.27,3.24,1.0,70.8,0.7045638561248779,70.67,71.43,1.0,1.0,0.9911391139030457
0.95,6.27,3.17,1.0,70.79,0.7046902775764465,70.75,71.43,1.0,1.0,0.991153359413147
0.95,6.27,3.56,1.0,70.79,0.704667866230011,70.95,71.43,1.0,1.0,0.9911440014839172
0.95,6.27,1.59,1.0,70.78,0.7046897411346436,70.88,71.43,1.0,1.0,0.9911640882492065
0.95,6.27,2.54,1.0,70.79,0.7046455144882202,70.95,71.43,1.0,1.0,0.9911640882492065
0.95,6.27,2.52,1.0,70.78,0.7046542763710022,70.85,71.43,1.0,1.0,0.9911630153656006
0.95,6.27,3.36,1.0,70.8,0.7046308517456055,70.65,71.43,1.0,1.0,0.9911559224128723
