Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,1.08,1.01,1.0,6.37,0.8470541834831238,71.34,71.43,1.0,1.0,0.9285579919815063
0.9,1.08,1.19,1.0,6.41,0.847042977809906,71.4,71.43,1.0,1.0,0.9285752177238464
0.9,1.08,1.39,1.0,6.38,0.8470773696899414,71.2,71.43,1.0,1.0,0.9285951256752014
0.9,1.08,1.36,1.0,6.34,0.847111701965332,71.36,71.43,1.0,1.0,0.9285715222358704
0.9,1.08,1.24,1.0,6.35,0.8471044301986694,71.31,71.43,1.0,1.0,0.9285640716552734
0.9,1.08,1.19,1.0,6.35,0.8471061587333679,71.41,71.43,1.0,1.0,0.9285736083984375
0.9,1.08,1.21,1.0,6.41,0.8470298647880554,71.27,71.43,1.0,1.0,0.9285634160041809
0.9,1.08,1.22,1.0,6.41,0.8470369577407837,71.4,71.43,1.0,1.0,0.9285691976547241
0.9,1.08,1.15,1.0,6.35,0.8470889925956726,71.22,71.43,1.0,1.0,0.9285927414894104
0.9,1.08,1.04,1.0,6.39,0.8470484018325806,71.45,71.43,1.0,1.0,0.9285893440246582
