Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,93.65,93.62,10.0,93.66,0.0014690735843032598,93.64,93.66,10.0,10.76,0.9746856093406677
0.5,93.65,93.49,10.0,93.66,0.0014925759751349688,93.51,93.66,10.0,10.0,0.9746662378311157
0.5,93.65,93.34,10.0,93.66,0.0014645326882600784,93.36,93.66,10.0,10.0,0.974668025970459
0.5,93.65,93.38,10.0,93.66,0.0014879353111609817,93.52,93.66,10.0,10.13,0.9747093915939331
0.5,93.65,93.43,10.0,93.66,0.0014641834422945976,93.54,93.66,10.0,10.82,0.9746802449226379
0.5,93.65,93.51,10.0,93.66,0.0014949211617931724,93.59,93.66,10.0,10.13,0.9747093915939331
0.5,93.65,93.5,10.0,93.66,0.0014818477211520076,93.63,93.66,10.0,10.82,0.9746802449226379
0.5,93.65,93.52,10.0,93.66,0.00148563995026052,93.47,93.66,10.0,10.03,0.9746935963630676
0.5,93.65,93.67,10.0,93.66,0.0014844423858448863,93.7,93.66,10.0,10.0,0.9746723175048828
0.5,93.65,93.52,10.0,93.66,0.0014756103046238422,93.56,93.66,10.0,10.13,0.9747103452682495
