Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,93.58,93.6,10.0,93.66,0.14320680499076843,93.68,93.66,10.0,92.54,0.8821752667427063
0.7,93.58,93.55,10.0,93.66,0.1432262659072876,93.65,93.66,10.0,92.54,0.8821598887443542
0.7,93.58,93.62,10.0,93.66,0.1432824432849884,93.68,93.66,10.0,92.57,0.882099986076355
0.7,93.58,93.56,10.0,93.66,0.1431659311056137,93.66,93.66,10.0,92.54,0.8821618556976318
0.7,93.58,93.52,10.0,93.66,0.14326542615890503,93.6,93.66,10.0,92.54,0.8821567893028259
0.7,93.58,93.65,10.0,93.66,0.14321368932724,93.65,93.66,10.0,92.54,0.8822105526924133
0.7,93.58,93.61,10.0,93.66,0.14320974051952362,93.68,93.66,10.0,92.56,0.88214510679245
0.7,93.58,93.57,10.0,93.66,0.14327247440814972,93.66,93.66,10.0,92.54,0.8821581602096558
0.7,93.58,93.6,10.0,93.66,0.1432010680437088,93.71,93.66,10.0,92.54,0.8821651935577393
0.7,93.58,93.54,10.0,93.66,0.14337511360645294,93.67,93.66,10.0,92.54,0.8821476101875305
