Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,80.56,81.11,10.0,93.63,0.6468061208724976,93.68,93.66,10.0,10.0,0.9574437737464905
0.9,80.56,81.34,10.0,93.63,0.6468079686164856,93.62,93.66,10.0,10.0,0.9574259519577026
0.9,80.56,81.02,10.0,93.63,0.6466980576515198,93.64,93.66,10.0,10.0,0.957466721534729
0.9,80.56,80.72,10.0,93.63,0.6467810273170471,93.54,93.66,10.0,10.0,0.9574553966522217
0.9,80.56,81.13,10.0,93.63,0.6465775966644287,93.61,93.66,10.0,10.0,0.9574441313743591
0.9,80.56,80.53,10.0,93.63,0.6467860341072083,93.55,93.66,10.0,10.0,0.9574351906776428
0.9,80.56,82.09,10.0,93.63,0.6467151641845703,93.64,93.66,10.0,10.0,0.9574419260025024
0.9,80.56,80.92,10.0,93.63,0.6467249393463135,93.69,93.66,10.0,10.0,0.9574457406997681
0.9,80.56,80.65,10.0,93.63,0.6466888189315796,93.73,93.66,10.0,10.0,0.9574264883995056
0.9,80.56,80.69,10.0,93.63,0.6467756032943726,93.61,93.66,10.0,10.0,0.9574405550956726
