Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,95.26,95.25,95.28,95.4,0.3946314752101898,95.36,95.4,94.56,94.52,0.7320322394371033
0.6,95.26,95.24,95.29,95.4,0.39475229382514954,95.35,95.4,94.57,94.52,0.7320172190666199
0.6,95.26,95.25,95.3,95.39,0.39481163024902344,95.38,95.4,94.55,94.52,0.7320001721382141
0.6,95.26,95.35,95.29,95.4,0.39473655819892883,95.39,95.4,94.47,94.49,0.7319828867912292
0.6,95.26,95.27,95.34,95.4,0.3947489857673645,95.33,95.4,94.52,94.49,0.7319464683532715
0.6,95.26,95.27,95.37,95.4,0.39468812942504883,95.38,95.4,94.49,94.53,0.7320519089698792
0.6,95.26,95.29,95.3,95.4,0.39458513259887695,95.34,95.4,94.65,94.5,0.7319748401641846
0.6,95.26,95.25,95.23,95.4,0.39456722140312195,95.39,95.4,94.6,94.49,0.7319478392601013
0.6,95.26,95.27,95.27,95.39,0.3948083221912384,95.34,95.4,94.39,94.53,0.7320213317871094
0.6,95.26,95.26,95.37,95.4,0.3945962190628052,95.41,95.4,94.59,94.53,0.7320447564125061
