Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,6.24,8.83,2.98,75.58,0.5526134371757507,76.47,76.93,1.36,1.0,0.984079122543335
0.9,6.24,7.09,3.63,75.57,0.552651047706604,76.14,76.93,1.0,1.0,0.9840683341026306
0.9,6.24,11.57,1.69,75.56,0.5526003837585449,76.26,76.93,1.0,1.0,0.984068751335144
0.9,6.24,4.99,2.52,75.59,0.5526939630508423,75.78,76.93,1.0,1.0,0.9840558767318726
0.9,6.24,8.23,1.49,75.58,0.5526535511016846,76.43,76.93,1.0,1.0,0.9840784668922424
0.9,6.24,4.0,2.4,75.57,0.5526344180107117,76.16,76.93,1.0,1.0,0.9840630888938904
0.9,6.24,8.42,3.98,75.52,0.552585244178772,76.16,76.93,1.0,1.0,0.9840644598007202
0.9,6.24,5.93,3.16,75.54,0.5525494813919067,76.27,76.93,1.0,1.0,0.9840863943099976
0.9,6.24,8.92,3.6,75.53,0.5525463819503784,75.97,76.93,1.0,1.0,0.9840589761734009
0.9,6.24,12.06,1.26,75.55,0.5526288151741028,76.29,76.93,1.0,1.0,0.9840808510780334
