Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,3.1534290313720703,19.32,3.1633963584899902,19.06
0,3499728000.0,2.127549409866333,27.6,2.1437554359436035,25.07
10,38497008000.0,0.26493382453918457,97.16,0.2521609961986542,92.05
20,73494288000.0,0.2674809992313385,97.6,0.2551986873149872,92.2
30,108491568000.0,0.25185850262641907,98.14,0.2437162548303604,92.41
40,143488848000.0,0.1521538645029068,98.86,0.18393702805042267,92.75
50,178486128000.0,0.10360335558652878,98.9,0.14480729401111603,92.97
60,213483408000.0,0.0957576185464859,99.0,0.14556671679019928,92.99
70,248480688000.0,0.08878745138645172,98.84,0.14089292287826538,93.0
80,283477968000.0,0.0673583373427391,99.12,0.1260087788105011,93.04
90,318475248000.0,0.05190538242459297,99.1,0.13040782511234283,93.07
100,353472528000.0,0.053574349731206894,99.0,0.13451917469501495,93.05
101,353472528000.0,0.059863943606615067,99.16,0.13451917469501495,93.05
