9.485967159271240234e-01,8.919890522956848145e-01,8.864302039146423340e-01,4.644433557987213135e-01,7.935249805450439453e-01,5.185458660125732422e-01,6.667059659957885742e-01,4.517453014850616455e-01,5.786361098289489746e-01,4.731383919715881348e-01,4.425319731235504150e-01,2.917808294296264648e-01,3.685695827007293701e-01,2.826364338397979736e-01,2.016314268112182617e-01,1.951725035905838013e-01,1.886747479438781738e-01
8.919890522956848145e-01,6.785690784454345703e-01,7.150670289993286133e-01,4.529370665550231934e-01,7.351880073547363281e-01,6.989458799362182617e-01,7.439202070236206055e-01,5.791342854499816895e-01,6.994557380676269531e-01,6.461613774299621582e-01,6.267837882041931152e-01,4.805853664875030518e-01,5.207231044769287109e-01,4.015419483184814453e-01,2.864412069320678711e-01,2.613419592380523682e-01,2.353338599205017090e-01
8.864302039146423340e-01,7.150670289993286133e-01,7.571005821228027344e-01,4.832587838172912598e-01,7.760693430900573730e-01,7.382494211196899414e-01,7.947132587432861328e-01,6.209462285041809082e-01,7.588177323341369629e-01,7.200868725776672363e-01,7.035782337188720703e-01,5.519994497299194336e-01,5.897305011749267578e-01,4.608877003192901611e-01,3.329351544380187988e-01,3.031434714794158936e-01,2.732663452625274658e-01
4.644433557987213135e-01,4.529370665550231934e-01,4.832587838172912598e-01,4.489913880825042725e-01,5.898693203926086426e-01,6.728513240814208984e-01,6.771686673164367676e-01,6.835622787475585938e-01,7.290241718292236328e-01,7.392652630805969238e-01,7.450680136680603027e-01,6.889226436614990234e-01,6.559495925903320312e-01,4.968326985836029053e-01,3.513102531433105469e-01,2.969717085361480713e-01,2.488378882408142090e-01
7.935249805450439453e-01,7.351880073547363281e-01,7.760693430900573730e-01,5.898693203926086426e-01,7.533219456672668457e-01,7.402850985527038574e-01,8.063576817512512207e-01,6.653358936309814453e-01,7.919345498085021973e-01,7.689526081085205078e-01,7.670893669128417969e-01,6.388443112373352051e-01,6.710376143455505371e-01,5.349228978157043457e-01,3.982492685317993164e-01,3.578874170780181885e-01,3.182056844234466553e-01
5.185458660125732422e-01,6.989458799362182617e-01,7.382494211196899414e-01,6.728513240814208984e-01,7.402850985527038574e-01,6.935921311378479004e-01,7.283840179443359375e-01,6.246165633201599121e-01,7.462666034698486328e-01,7.603066563606262207e-01,7.857488393783569336e-01,6.958609223365783691e-01,7.206062078475952148e-01,6.090681552886962891e-01,4.728959500789642334e-01,4.201458394527435303e-01,3.672206699848175049e-01
6.667059659957885742e-01,7.439202070236206055e-01,7.947132587432861328e-01,6.771686673164367676e-01,8.063576817512512207e-01,7.283840179443359375e-01,6.921256780624389648e-01,5.834614038467407227e-01,7.060449719429016113e-01,7.286719679832458496e-01,7.828242182731628418e-01,7.088578343391418457e-01,7.595487236976623535e-01,6.864377260208129883e-01,5.830276012420654297e-01,5.249354243278503418e-01,4.640430808067321777e-01
4.517453014850616455e-01,5.791342854499816895e-01,6.209462285041809082e-01,6.835622787475585938e-01,6.653358936309814453e-01,6.246165633201599121e-01,5.834614038467407227e-01,4.973057508468627930e-01,5.673879384994506836e-01,6.006700992584228516e-01,6.648133397102355957e-01,6.798005700111389160e-01,7.190033197402954102e-01,6.839147210121154785e-01,5.946807861328125000e-01,5.149611234664916992e-01,4.205277562141418457e-01
5.786361098289489746e-01,6.994557380676269531e-01,7.588177323341369629e-01,7.290241718292236328e-01,7.919345498085021973e-01,7.462666034698486328e-01,7.060449719429016113e-01,5.673879384994506836e-01,5.918494462966918945e-01,6.231797337532043457e-01,6.971936821937561035e-01,6.824918985366821289e-01,7.645336389541625977e-01,7.688741683959960938e-01,7.276767492294311523e-01,6.650162935256958008e-01,5.739647746086120605e-01
4.731383919715881348e-01,6.461613774299621582e-01,7.200868725776672363e-01,7.392652630805969238e-01,7.689526081085205078e-01,7.603066563606262207e-01,7.286719679832458496e-01,6.006700992584228516e-01,6.231797337532043457e-01,4.631429612636566162e-01,5.522759556770324707e-01,5.509520769119262695e-01,6.587295532226562500e-01,7.365116477012634277e-01,8.008428812026977539e-01,7.498903870582580566e-01,6.630331277847290039e-01
4.425319731235504150e-01,6.267837882041931152e-01,7.035782337188720703e-01,7.450680136680603027e-01,7.670893669128417969e-01,7.857488393783569336e-01,7.828242182731628418e-01,6.648133397102355957e-01,6.971936821937561035e-01,5.522759556770324707e-01,4.423905014991760254e-01,4.406257271766662598e-01,5.590379238128662109e-01,6.654707789421081543e-01,7.540671229362487793e-01,7.780671715736389160e-01,7.450442314147949219e-01
2.917808294296264648e-01,4.805853664875030518e-01,5.519994497299194336e-01,6.889226436614990234e-01,6.388443112373352051e-01,6.958609223365783691e-01,7.088578343391418457e-01,6.798005700111389160e-01,6.824918985366821289e-01,5.509520769119262695e-01,4.406257271766662598e-01,1.930375769734382629e-02,8.619476854801177979e-02,3.540105745196342468e-02,1.078554466366767883e-01,6.509426981210708618e-02,2.542022168636322021e-01
