9.881618022918701172e-01,9.733345508575439453e-01,8.935313820838928223e-01,7.675710916519165039e-01,7.577945590019226074e-01,7.759988307952880859e-01,7.448135614395141602e-01,7.418982982635498047e-01,6.864963769912719727e-01,7.062757611274719238e-01,7.073616385459899902e-01,7.174801230430603027e-01,7.315946817398071289e-01,7.211836576461791992e-01,7.245685458183288574e-01,7.334623336791992188e-01
9.733345508575439453e-01,9.563934803009033203e-01,9.426344037055969238e-01,8.799076676368713379e-01,8.608167767524719238e-01,8.565515875816345215e-01,8.299126625061035156e-01,8.103976249694824219e-01,7.685719132423400879e-01,7.803138494491577148e-01,7.764359712600708008e-01,7.780284881591796875e-01,7.852308154106140137e-01,7.785074114799499512e-01,7.761394977569580078e-01,7.872564196586608887e-01
8.935313820838928223e-01,9.426344037055969238e-01,9.625473618507385254e-01,9.265336990356445312e-01,9.191629886627197266e-01,9.083613753318786621e-01,8.897812962532043457e-01,8.679987192153930664e-01,8.360313177108764648e-01,8.447894454002380371e-01,8.395715951919555664e-01,8.353694081306457520e-01,8.386917114257812500e-01,8.338418602943420410e-01,8.304748535156250000e-01,8.391852378845214844e-01
7.675710916519165039e-01,8.799076676368713379e-01,9.265336990356445312e-01,9.504933953285217285e-01,9.377333521842956543e-01,9.249389171600341797e-01,9.098618626594543457e-01,8.889977335929870605e-01,8.639187216758728027e-01,8.696737885475158691e-01,8.645148277282714844e-01,8.586488366127014160e-01,8.587814569473266602e-01,8.555007576942443848e-01,8.495463728904724121e-01,8.568912744522094727e-01
7.577945590019226074e-01,8.608167767524719238e-01,9.191629886627197266e-01,9.377333521842956543e-01,9.584754705429077148e-01,9.389271736145019531e-01,9.276439547538757324e-01,8.997212648391723633e-01,8.949077129364013672e-01,8.980551958084106445e-01,8.869563937187194824e-01,8.731576800346374512e-01,8.677412867546081543e-01,8.665075898170471191e-01,8.584136962890625000e-01,8.669118285179138184e-01
7.759988307952880859e-01,8.565515875816345215e-01,9.083613753318786621e-01,9.249389171600341797e-01,9.389271736145019531e-01,9.373968839645385742e-01,9.254453778266906738e-01,8.988940715789794922e-01,8.977850675582885742e-01,9.020471572875976562e-01,8.892826437950134277e-01,8.757485151290893555e-01,8.711152672767639160e-01,8.693702816963195801e-01,8.616027832031250000e-01,8.709546923637390137e-01
7.448135614395141602e-01,8.299126625061035156e-01,8.897812962532043457e-01,9.098618626594543457e-01,9.276439547538757324e-01,9.254453778266906738e-01,9.147078394889831543e-01,8.852734565734863281e-01,8.923810720443725586e-01,8.950001001358032227e-01,8.797470927238464355e-01,8.619958162307739258e-01,8.550716638565063477e-01,8.532204031944274902e-01,8.441981077194213867e-01,8.532811999320983887e-01
7.418982982635498047e-01,8.103976249694824219e-01,8.679987192153930664e-01,8.889977335929870605e-01,8.997212648391723633e-01,8.988940715789794922e-01,8.852734565734863281e-01,9.135401248931884766e-01,9.150443077087402344e-01,9.166029095649719238e-01,9.053370356559753418e-01,8.925896286964416504e-01,8.879379034042358398e-01,8.850969672203063965e-01,8.782732486724853516e-01,8.831018209457397461e-01
6.864963769912719727e-01,7.685719132423400879e-01,8.360313177108764648e-01,8.639187216758728027e-01,8.949077129364013672e-01,8.977850675582885742e-01,8.923810720443725586e-01,9.150443077087402344e-01,9.048206806182861328e-01,9.041074514389038086e-01,8.888008594512939453e-01,8.711642026901245117e-01,8.642660975456237793e-01,8.623892664909362793e-01,8.539189696311950684e-01,8.577026724815368652e-01
7.062757611274719238e-01,7.803138494491577148e-01,8.447894454002380371e-01,8.696737885475158691e-01,8.980551958084106445e-01,9.020471572875976562e-01,8.950001001358032227e-01,9.166029095649719238e-01,9.041074514389038086e-01,9.066280126571655273e-01,8.924459218978881836e-01,8.756535053253173828e-01,8.684616684913635254e-01,8.666784167289733887e-01,8.573372960090637207e-01,8.547532558441162109e-01
