9.514478445053100586e-01,7.425765991210937500e-01,8.236163854598999023e-01,3.524867594242095947e-01,7.578845024108886719e-01,3.803051710128784180e-01,7.593682408332824707e-01,5.605899095535278320e-01,5.869666337966918945e-01,4.084456562995910645e-01,3.877753317356109619e-01,2.646842896938323975e-01,3.057325482368469238e-01,2.316662818193435669e-01,1.648935377597808838e-01,1.621210575103759766e-01,1.615600585937500000e-01
7.425765991210937500e-01,8.860729336738586426e-01,9.114778041839599609e-01,5.666930079460144043e-01,8.437834978103637695e-01,5.068675279617309570e-01,7.264990210533142090e-01,6.268424391746520996e-01,6.559278368949890137e-01,4.994752705097198486e-01,4.653287231922149658e-01,3.456924259662628174e-01,3.812461197376251221e-01,2.733731567859649658e-01,1.796569675207138062e-01,1.680851131677627563e-01,1.606473624706268311e-01
8.236163854598999023e-01,9.114778041839599609e-01,9.698088765144348145e-01,6.735620498657226562e-01,9.154678583145141602e-01,6.235417127609252930e-01,7.545785307884216309e-01,6.460457444190979004e-01,7.277295589447021484e-01,5.895541310310363770e-01,5.490862131118774414e-01,4.216661155223846436e-01,4.521075487136840820e-01,3.284062147140502930e-01,2.171563506126403809e-01,1.989696025848388672e-01,1.870620846748352051e-01
3.524867594242095947e-01,5.666930079460144043e-01,6.735620498657226562e-01,9.508530497550964355e-01,7.889404892921447754e-01,6.615509986877441406e-01,4.946744740009307861e-01,5.017094612121582031e-01,5.919402241706848145e-01,5.517327189445495605e-01,4.998368322849273682e-01,4.429810047149658203e-01,4.368450343608856201e-01,2.975869178771972656e-01,1.718434095382690430e-01,1.403463631868362427e-01,1.157070398330688477e-01
7.578845024108886719e-01,8.437834978103637695e-01,9.154678583145141602e-01,7.889404892921447754e-01,9.727675318717956543e-01,7.961584329605102539e-01,8.172626495361328125e-01,7.373247146606445312e-01,8.269332647323608398e-01,7.131488323211669922e-01,6.580343842506408691e-01,5.294978022575378418e-01,5.452138185501098633e-01,3.955101072788238525e-01,2.582322061061859131e-01,2.309206873178482056e-01,2.122763097286224365e-01
3.803051710128784180e-01,5.068675279617309570e-01,6.235417127609252930e-01,6.615509986877441406e-01,7.961584329605102539e-01,9.689049720764160156e-01,8.057138323783874512e-01,7.756169438362121582e-01,8.890135884284973145e-01,8.432005047798156738e-01,7.791011929512023926e-01,6.511238217353820801e-01,6.407897472381591797e-01,4.732919037342071533e-01,3.176762759685516357e-01,2.770977318286895752e-01,2.520081102848052979e-01
7.593682408332824707e-01,7.264990210533142090e-01,7.545785307884216309e-01,4.946744740009307861e-01,8.172626495361328125e-01,8.057138323783874512e-01,9.234066605567932129e-01,8.691607713699340820e-01,9.550774693489074707e-01,8.698647618293762207e-01,8.121310472488403320e-01,6.616656780242919922e-01,6.646487712860107422e-01,4.987916946411132812e-01,3.450369536876678467e-01,3.083104193210601807e-01,2.849156260490417480e-01
5.605899095535278320e-01,6.268424391746520996e-01,6.460457444190979004e-01,5.017094612121582031e-01,7.373247146606445312e-01,7.756169438362121582e-01,8.691607713699340820e-01,8.847623467445373535e-01,8.777816891670227051e-01,8.503533005714416504e-01,7.885366678237915039e-01,7.061774134635925293e-01,6.704850792884826660e-01,4.790201783180236816e-01,3.167852461338043213e-01,2.633196413516998291e-01,2.269306182861328125e-01
5.869666337966918945e-01,6.559278368949890137e-01,7.277295589447021484e-01,5.919402241706848145e-01,8.269332647323608398e-01,8.890135884284973145e-01,9.550774693489074707e-01,8.777816891670227051e-01,9.621566534042358398e-01,9.343484044075012207e-01,8.834081292152404785e-01,7.565097212791442871e-01,7.469222545623779297e-01,5.579817891120910645e-01,3.855672478675842285e-01,3.340027630329132080e-01,2.995788455009460449e-01
4.084456562995910645e-01,4.994752705097198486e-01,5.895541310310363770e-01,5.517327189445495605e-01,7.131488323211669922e-01,8.432005047798156738e-01,8.698647618293762207e-01,8.503533005714416504e-01,9.343484044075012207e-01,9.529966711997985840e-01,9.246807098388671875e-01,8.168288469314575195e-01,8.017694950103759766e-01,6.171057820320129395e-01,4.394786357879638672e-01,3.761200308799743652e-01,3.331458568572998047e-01
3.877753317356109619e-01,4.653287231922149658e-01,5.490862131118774414e-01,4.998368322849273682e-01,6.580343842506408691e-01,7.791011929512023926e-01,8.121310472488403320e-01,7.885366678237915039e-01,8.834081292152404785e-01,9.246807098388671875e-01,9.496673941612243652e-01,8.802284598350524902e-01,8.693615198135375977e-01,7.090529203414916992e-01,5.424099564552307129e-01,4.681345522403717041e-01,4.147667884826660156e-01
2.646842896938323975e-01,3.456924259662628174e-01,4.216661155223846436e-01,4.429810047149658203e-01,5.294978022575378418e-01,6.511238217353820801e-01,6.616656780242919922e-01,7.061774134635925293e-01,7.565097212791442871e-01,8.168288469314575195e-01,8.802284598350524902e-01,9.122837185859680176e-01,8.817450404167175293e-01,7.404118180274963379e-01,5.846769213676452637e-01,4.820692241191864014e-01,3.965637981891632080e-01
3.057325482368469238e-01,3.812461197376251221e-01,4.521075487136840820e-01,4.368450343608856201e-01,5.452138185501098633e-01,6.407897472381591797e-01,6.646487712860107422e-01,6.704850792884826660e-01,7.469222545623779297e-01,8.017694950103759766e-01,8.693615198135375977e-01,8.817450404167175293e-01,9.295193552970886230e-01,8.463671803474426270e-01,7.156053781509399414e-01,6.143143773078918457e-01,5.168961882591247559e-01
2.316662818193435669e-01,2.733731567859649658e-01,3.284062147140502930e-01,2.975869178771972656e-01,3.955101072788238525e-01,4.732919037342071533e-01,4.987916946411132812e-01,4.790201783180236816e-01,5.579817891120910645e-01,6.171057820320129395e-01,7.090529203414916992e-01,7.404118180274963379e-01,8.463671803474426270e-01,9.179267287254333496e-01,8.630552291870117188e-01,7.777478098869323730e-01,6.509954333305358887e-01
1.648935377597808838e-01,1.796569675207138062e-01,2.171563506126403809e-01,1.718434095382690430e-01,2.582322061061859131e-01,3.176762759685516357e-01,3.450369536876678467e-01,3.167852461338043213e-01,3.855672478675842285e-01,4.394786357879638672e-01,5.424099564552307129e-01,5.846769213676452637e-01,7.156053781509399414e-01,8.630552291870117188e-01,9.440625309944152832e-01,8.800565600395202637e-01,7.560549378395080566e-01
1.621210575103759766e-01,1.680851131677627563e-01,1.989696025848388672e-01,1.403463631868362427e-01,2.309206873178482056e-01,2.770977318286895752e-01,3.083104193210601807e-01,2.633196413516998291e-01,3.340027630329132080e-01,3.761200308799743652e-01,4.681345522403717041e-01,4.820692241191864014e-01,6.143143773078918457e-01,7.777478098869323730e-01,8.800565600395202637e-01,9.498176574707031250e-01,8.851072192192077637e-01
1.615600585937500000e-01,1.606473624706268311e-01,1.870620846748352051e-01,1.157070398330688477e-01,2.122763097286224365e-01,2.520081102848052979e-01,2.849156260490417480e-01,2.269306182861328125e-01,2.995788455009460449e-01,3.331458568572998047e-01,4.147667884826660156e-01,3.965637981891632080e-01,5.168961882591247559e-01,6.509954333305358887e-01,7.560549378395080566e-01,8.851072192192077637e-01,9.597641229629516602e-01
