9.731482863426208496e-01,9.371694922447204590e-01,8.055931925773620605e-01,7.178819179534912109e-01,6.039091944694519043e-01,5.678468346595764160e-01,4.561190009117126465e-01,4.396922886371612549e-01,3.777880072593688965e-01,3.774886727333068848e-01,3.886900544166564941e-01,3.893606066703796387e-01,3.783987462520599365e-01,3.863559365272521973e-01,3.855642080307006836e-01,3.808322548866271973e-01
9.371694922447204590e-01,9.533196687698364258e-01,8.565090298652648926e-01,7.785681486129760742e-01,6.728142499923706055e-01,6.383468508720397949e-01,5.366940498352050781e-01,5.217511653900146484e-01,4.598307311534881592e-01,4.600227475166320801e-01,4.706832170486450195e-01,4.714651405811309814e-01,4.621862471103668213e-01,4.700097143650054932e-01,4.696393907070159912e-01,4.659057855606079102e-01
8.055931925773620605e-01,8.565090298652648926e-01,9.420710802078247070e-01,8.968046307563781738e-01,8.241057395935058594e-01,7.949498295783996582e-01,7.127892971038818359e-01,7.002807259559631348e-01,6.400250792503356934e-01,6.404823660850524902e-01,6.490972638130187988e-01,6.491301655769348145e-01,6.424068212509155273e-01,6.492488384246826172e-01,6.493915319442749023e-01,6.471192836761474609e-01
7.178819179534912109e-01,7.785681486129760742e-01,8.968046307563781738e-01,8.849454522132873535e-01,8.454037308692932129e-01,8.194333910942077637e-01,7.669786810874938965e-01,7.584984898567199707e-01,7.039582729339599609e-01,7.023405432701110840e-01,7.101613879203796387e-01,7.062838673591613770e-01,7.034537792205810547e-01,7.081729769706726074e-01,7.058437466621398926e-01,7.041777968406677246e-01
6.039091944694519043e-01,6.728142499923706055e-01,8.241057395935058594e-01,8.454037308692932129e-01,8.837102055549621582e-01,8.648918867111206055e-01,8.287976980209350586e-01,8.215113878250122070e-01,7.782287597656250000e-01,7.749599218368530273e-01,7.807486653327941895e-01,7.755882143974304199e-01,7.732785940170288086e-01,7.760418057441711426e-01,7.731048464775085449e-01,7.716272473335266113e-01
5.678468346595764160e-01,6.383468508720397949e-01,7.949498295783996582e-01,8.194333910942077637e-01,8.648918867111206055e-01,8.986326456069946289e-01,8.612347245216369629e-01,8.553460240364074707e-01,8.134140372276306152e-01,8.112927079200744629e-01,8.161284923553466797e-01,8.127416968345642090e-01,8.108070492744445801e-01,8.141204118728637695e-01,8.124561905860900879e-01,8.105558753013610840e-01
4.561190009117126465e-01,5.366940498352050781e-01,7.127892971038818359e-01,7.669786810874938965e-01,8.287976980209350586e-01,8.612347245216369629e-01,8.674569129943847656e-01,8.625094294548034668e-01,8.258529305458068848e-01,8.237596750259399414e-01,8.282794356346130371e-01,8.249465823173522949e-01,8.239473104476928711e-01,8.271033763885498047e-01,8.257087469100952148e-01,8.241205811500549316e-01
4.396922886371612549e-01,5.217511653900146484e-01,7.002807259559631348e-01,7.584984898567199707e-01,8.215113878250122070e-01,8.553460240364074707e-01,8.625094294548034668e-01,8.718626499176025391e-01,8.390563726425170898e-01,8.370072841644287109e-01,8.408264517784118652e-01,8.376656174659729004e-01,8.374306559562683105e-01,8.399773836135864258e-01,8.385795950889587402e-01,8.368122577667236328e-01
3.777880072593688965e-01,4.598307311534881592e-01,6.400250792503356934e-01,7.039582729339599609e-01,7.782287597656250000e-01,8.134140372276306152e-01,8.258529305458068848e-01,8.390563726425170898e-01,8.384260535240173340e-01,8.369197845458984375e-01,8.398729562759399414e-01,8.376039862632751465e-01,8.370856046676635742e-01,8.394470214843750000e-01,8.383882045745849609e-01,8.355656266212463379e-01
3.774886727333068848e-01,4.600227475166320801e-01,6.404823660850524902e-01,7.023405432701110840e-01,7.749599218368530273e-01,8.112927079200744629e-01,8.237596750259399414e-01,8.370072841644287109e-01,8.369197845458984375e-01,8.358765840530395508e-01,8.387202024459838867e-01,8.367575407028198242e-01,8.357097506523132324e-01,8.380304574966430664e-01,8.365486264228820801e-01,8.305585980415344238e-01
