9.977533817291259766e-01,9.715898633003234863e-01,9.519705772399902344e-01,9.779719710350036621e-01,8.589408993721008301e-01,8.052541613578796387e-01,9.734578728675842285e-01,9.390553832054138184e-01,8.958694934844970703e-01,9.720136523246765137e-01,9.163176417350769043e-01,7.886027097702026367e-01,8.918247818946838379e-01,8.135746717453002930e-01,7.230623364448547363e-01,8.831802606582641602e-01,8.236629962921142578e-01,8.181530237197875977e-01,8.786169886589050293e-01,8.700855374336242676e-01,8.665642738342285156e-01,8.724544048309326172e-01,8.247172832489013672e-01,7.961800098419189453e-01,8.190911412239074707e-01,7.071619033813476562e-01,6.754205822944641113e-01,8.116670250892639160e-01,7.439334988594055176e-01,6.386299133300781250e-01,8.022639155387878418e-01,7.570706009864807129e-01,6.712028384208679199e-01,7.961128354072570801e-01,7.615702748298645020e-01,7.066218852996826172e-01,7.908000349998474121e-01,7.409930229187011719e-01,6.680889129638671875e-01,7.863847613334655762e-01,7.213313579559326172e-01,6.107153296470642090e-01,6.496836543083190918e-01,5.979533195495605469e-01,5.684304237365722656e-01,6.436555981636047363e-01,6.163223981857299805e-01,5.764943361282348633e-01,6.386406421661376953e-01
9.715898633003234863e-01,9.696676135063171387e-01,9.845309853553771973e-01,9.807133674621582031e-01,9.415867924690246582e-01,9.072738289833068848e-01,9.821647405624389648e-01,9.820351600646972656e-01,9.337468147277832031e-01,9.825083613395690918e-01,9.532022476196289062e-01,8.692892193794250488e-01,9.468284249305725098e-01,9.134488105773925781e-01,8.466225862503051758e-01,9.428808689117431641e-01,8.968575596809387207e-01,9.002825617790222168e-01,9.408183097839355469e-01,9.392684102058410645e-01,9.363583922386169434e-01,9.368450641632080078e-01,8.934247493743896484e-01,8.842700719833374023e-01,8.964691758155822754e-01,8.199024200439453125e-01,7.976890802383422852e-01,8.913768529891967773e-01,8.434338569641113281e-01,7.666316628456115723e-01,8.851734995841979980e-01,8.505822420120239258e-01,7.848800420761108398e-01,8.809182047843933105e-01,8.610004782676696777e-01,8.203347921371459961e-01,8.774001598358154297e-01,8.342198133468627930e-01,7.828864455223083496e-01,8.742690682411193848e-01,8.295406699180603027e-01,7.403268218040466309e-01,7.452450990676879883e-01,7.075452208518981934e-01,6.821746230125427246e-01,7.406600713729858398e-01,7.196134924888610840e-01,6.885933279991149902e-01,7.368435859680175781e-01
9.519705772399902344e-01,9.845309853553771973e-01,9.559671282768249512e-01,9.304948449134826660e-01,9.541180133819580078e-01,9.171803593635559082e-01,9.370964169502258301e-01,9.641692042350769043e-01,9.445778727531433105e-01,9.384715557098388672e-01,9.587841629981994629e-01,9.327101111412048340e-01,9.596924185752868652e-01,9.526235461235046387e-01,9.243282675743103027e-01,9.593855142593383789e-01,9.357752203941345215e-01,9.211426377296447754e-01,9.594549536705017090e-01,9.572212696075439453e-01,9.385422468185424805e-01,9.582772850990295410e-01,9.359804391860961914e-01,9.233286380767822266e-01,9.362878799438476562e-01,8.887158632278442383e-01,8.809309601783752441e-01,9.337720870971679688e-01,9.050208926200866699e-01,8.513114452362060547e-01,9.307947754859924316e-01,9.125095009803771973e-01,8.736637830734252930e-01,9.286310076713562012e-01,9.202594757080078125e-01,8.997380733489990234e-01,9.272063970565795898e-01,9.060528874397277832e-01,8.779233098030090332e-01,9.256811738014221191e-01,9.029953479766845703e-01,8.418844342231750488e-01,8.170753121376037598e-01,7.880814671516418457e-01,7.725145220756530762e-01,8.140840530395507812e-01,8.040434122085571289e-01,7.869848608970642090e-01,8.117543458938598633e-01
9.779719710350036621e-01,9.807133674621582031e-01,9.304948449134826660e-01,9.937599897384643555e-01,9.345124363899230957e-01,8.884590864181518555e-01,9.936751127243041992e-01,9.804089665412902832e-01,9.496535658836364746e-01,9.933264851570129395e-01,9.631704092025756836e-01,8.732603788375854492e-01,9.495136141777038574e-01,8.915072679519653320e-01,8.240468502044677734e-01,9.440975189208984375e-01,9.019136428833007812e-01,8.965815305709838867e-01,9.411619901657104492e-01,9.334592819213867188e-01,9.232552051544189453e-01,9.368666410446166992e-01,9.004049301147460938e-01,8.839895725250244141e-01,8.951670527458190918e-01,8.098350763320922852e-01,7.871119379997253418e-01,8.897048234939575195e-01,8.370897769927978516e-01,7.532643675804138184e-01,8.829293847084045410e-01,8.499229550361633301e-01,7.821688652038574219e-01,8.783268928527832031e-01,8.495391011238098145e-01,8.097433447837829590e-01,8.743624091148376465e-01,8.341946601867675781e-01,7.766502499580383301e-01,8.710022568702697754e-01,8.211913108825683594e-01,7.263914942741394043e-01,7.401103377342224121e-01,6.979468464851379395e-01,6.747956871986389160e-01,7.352368831634521484e-01,7.117176651954650879e-01,6.809215545654296875e-01,7.311787605285644531e-01
8.589408993721008301e-01,9.415867924690246582e-01,9.541180133819580078e-01,9.345124363899230957e-01,9.302360415458679199e-01,8.860624432563781738e-01,8.803491592407226562e-01,9.076539874076843262e-01,9.467023015022277832e-01,8.819718360900878906e-01,9.516384601593017578e-01,9.836031794548034668e-01,9.624810814857482910e-01,9.476339221000671387e-01,9.605442881584167480e-01,9.644139409065246582e-01,9.731872677803039551e-01,9.186867475509643555e-01,9.655424356460571289e-01,9.516798257827758789e-01,9.014208316802978516e-01,9.673965573310852051e-01,9.787980318069458008e-01,9.445680975914001465e-01,9.677036404609680176e-01,9.414396286010742188e-01,9.400846958160400391e-01,9.680089950561523438e-01,9.511607885360717773e-01,9.044831395149230957e-01,9.680172204971313477e-01,9.695827364921569824e-01,9.538508653640747070e-01,9.679693579673767090e-01,9.613831639289855957e-01,9.583601951599121094e-01,9.684818983078002930e-01,9.751663208007812500e-01,9.588941335678100586e-01,9.686067104339599609e-01,9.625497460365295410e-01,9.233990907669067383e-01,8.890253901481628418e-01,8.645703196525573730e-01,8.564402461051940918e-01,8.876217603683471680e-01,8.851293325424194336e-01,8.772491812705993652e-01,8.866481184959411621e-01
8.052541613578796387e-01,9.072738289833068848e-01,9.171803593635559082e-01,8.884590864181518555e-01,8.860624432563781738e-01,8.917450904846191406e-01,9.080902934074401855e-01,9.304572939872741699e-01,9.596644043922424316e-01,9.093878865242004395e-01,9.674137830734252930e-01,9.835227727890014648e-01,9.719037413597106934e-01,9.530246257781982422e-01,9.586248397827148438e-01,9.726364612579345703e-01,9.756917357444763184e-01,9.258143901824951172e-01,9.733132719993591309e-01,9.603502750396728516e-01,9.198422431945800781e-01,9.743416905403137207e-01,9.784840941429138184e-01,9.397924542427062988e-01,9.686298370361328125e-01,9.303576350212097168e-01,9.304242134094238281e-01,9.680159091949462891e-01,9.433068037033081055e-01,8.900701999664306641e-01,9.668897986412048340e-01,9.634386301040649414e-01,9.439806342124938965e-01,9.662538766860961914e-01,9.600078463554382324e-01,9.553806781768798828e-01,9.662379026412963867e-01,9.677963852882385254e-01,9.503777027130126953e-01,9.659088850021362305e-01,9.520014524459838867e-01,9.069706797599792480e-01,8.744857907295227051e-01,8.466631174087524414e-01,8.385537266731262207e-01,8.725726008415222168e-01,8.692967295646667480e-01,8.618196249008178711e-01,8.712024688720703125e-01
9.734578728675842285e-01,9.821647405624389648e-01,9.370964169502258301e-01,9.936751127243041992e-01,8.803491592407226562e-01,9.080902934074401855e-01,9.936228990554809570e-01,9.830394387245178223e-01,9.514058232307434082e-01,9.934593439102172852e-01,9.651842117309570312e-01,8.790571093559265137e-01,9.534817934036254883e-01,8.991980552673339844e-01,8.332161903381347656e-01,9.484965205192565918e-01,9.073741436004638672e-01,9.036221504211425781e-01,9.457741975784301758e-01,9.390793442726135254e-01,9.290858507156372070e-01,9.416727423667907715e-01,9.059332013130187988e-01,8.915684223175048828e-01,9.011195898056030273e-01,8.190450072288513184e-01,7.963840961456298828e-01,8.958615660667419434e-01,8.453612327575683594e-01,7.638798356056213379e-01,8.893695473670959473e-01,8.571008443832397461e-01,7.904968261718750000e-01,8.849325180053710938e-01,8.573357462882995605e-01,8.182284832000732422e-01,8.810970187187194824e-01,8.412736654281616211e-01,7.852123975753784180e-01,8.778366446495056152e-01,8.297485113143920898e-01,7.366514205932617188e-01,7.478153705596923828e-01,7.071098089218139648e-01,6.841799616813659668e-01,7.430642843246459961e-01,7.198475599288940430e-01,6.895035505294799805e-01,7.391054630279541016e-01
9.390553832054138184e-01,9.820351600646972656e-01,9.641692042350769043e-01,9.804089665412902832e-01,9.076539874076843262e-01,9.304572939872741699e-01,9.830394387245178223e-01,9.383674263954162598e-01,9.319158196449279785e-01,9.011823534965515137e-01,9.502117037773132324e-01,9.717169404029846191e-01,9.672847390174865723e-01,9.763348698616027832e-01,9.694925546646118164e-01,9.706513285636901855e-01,9.709373712539672852e-01,9.563488364219665527e-01,9.725262522697448730e-01,9.729002118110656738e-01,9.443331360816955566e-01,9.737644791603088379e-01,9.694596529006958008e-01,9.676026701927185059e-01,9.698711633682250977e-01,9.545335769653320312e-01,9.460852146148681641e-01,9.697937369346618652e-01,9.640215039253234863e-01,9.284503459930419922e-01,9.700168371200561523e-01,9.649673700332641602e-01,9.401174783706665039e-01,9.697081446647644043e-01,9.691035747528076172e-01,9.550870060920715332e-01,9.695413708686828613e-01,9.599937200546264648e-01,9.438250064849853516e-01,9.692758917808532715e-01,9.631522893905639648e-01,9.212084412574768066e-01,8.817131519317626953e-01,8.658958077430725098e-01,8.534420132637023926e-01,8.801673054695129395e-01,8.725143074989318848e-01,8.595989942550659180e-01,8.789963722229003906e-01
8.958694934844970703e-01,9.337468147277832031e-01,9.445778727531433105e-01,9.496535658836364746e-01,9.467023015022277832e-01,9.596644043922424316e-01,9.514058232307434082e-01,9.319158196449279785e-01,9.440832734107971191e-01,9.139330983161926270e-01,9.554788470268249512e-01,9.640152454376220703e-01,9.641478061676025391e-01,9.629647135734558105e-01,9.566893577575683594e-01,9.658175706863403320e-01,9.679328799247741699e-01,9.456382989883422852e-01,9.669675827026367188e-01,9.621255397796630859e-01,9.324258565902709961e-01,9.674966931343078613e-01,9.609491825103759766e-01,9.513382315635681152e-01,9.593560099601745605e-01,9.293164014816284180e-01,9.248772859573364258e-01,9.585627317428588867e-01,9.398190975189208984e-01,8.954240083694458008e-01,9.576647877693176270e-01,9.515618085861206055e-01,9.248113632202148438e-01,9.569081664085388184e-01,9.532576203346252441e-01,9.437032341957092285e-01,9.565158486366271973e-01,9.472667574882507324e-01,9.279490113258361816e-01,9.559032320976257324e-01,9.431262016296386719e-01,8.938657045364379883e-01,8.601239323616027832e-01,8.375681638717651367e-01,8.264710903167724609e-01,8.581135869026184082e-01,8.514903187751770020e-01,8.409416079521179199e-01,8.566448092460632324e-01
9.720136523246765137e-01,9.825083613395690918e-01,9.384715557098388672e-01,9.933264851570129395e-01,8.819718360900878906e-01,9.093878865242004395e-01,9.934593439102172852e-01,9.011823534965515137e-01,9.139330983161926270e-01,9.934397935867309570e-01,9.685928225517272949e-01,8.865944743156433105e-01,9.577459096908569336e-01,9.053755998611450195e-01,8.419552445411682129e-01,9.530428051948547363e-01,9.137887954711914062e-01,9.087231159210205078e-01,9.504777789115905762e-01,9.437542557716369629e-01,9.324985742568969727e-01,9.465839266777038574e-01,9.123156070709228516e-01,8.976743221282958984e-01,9.074393510818481445e-01,8.274594545364379883e-01,8.054698705673217773e-01,9.023768901824951172e-01,8.531427383422851562e-01,7.729524970054626465e-01,8.961230516433715820e-01,8.650430440902709961e-01,8.001141548156738281e-01,8.918440937995910645e-01,8.650504946708679199e-01,8.271225094795227051e-01,8.881585001945495605e-01,8.497198224067687988e-01,7.950264215469360352e-01,8.850136399269104004e-01,8.383922576904296875e-01,7.469282746315002441e-01,7.562160491943359375e-01,7.161377072334289551e-01,6.935881972312927246e-01,7.515759468078613281e-01,7.290347218513488770e-01,6.994248628616333008e-01,7.477177381515502930e-01
