9.824497699737548828e-01,9.116139411926269531e-01,8.467915058135986328e-01,7.606322169303894043e-01,5.945846438407897949e-01,6.247857809066772461e-01,5.941534042358398438e-01,5.671882629394531250e-01,4.814872145652770996e-01,4.856414496898651123e-01,4.845875501632690430e-01,4.851990640163421631e-01,4.884907305240631104e-01,4.766227304935455322e-01,4.671759307384490967e-01,4.663717746734619141e-01
9.116139411926269531e-01,8.594637513160705566e-01,8.096508383750915527e-01,7.461371421813964844e-01,6.113669872283935547e-01,6.477028131484985352e-01,6.167841553688049316e-01,5.805241465568542480e-01,5.088682174682617188e-01,5.119840502738952637e-01,5.120304822921752930e-01,5.126185417175292969e-01,5.171446800231933594e-01,5.092074275016784668e-01,4.956827163696289062e-01,4.951063692569732666e-01
8.467915058135986328e-01,8.096508383750915527e-01,8.785268664360046387e-01,8.484376668930053711e-01,7.802944183349609375e-01,8.068156838417053223e-01,7.831167578697204590e-01,7.494755983352661133e-01,6.952408552169799805e-01,6.947506666183471680e-01,6.937968134880065918e-01,6.939638853073120117e-01,6.960605978965759277e-01,6.912058591842651367e-01,6.774113774299621582e-01,6.758020520210266113e-01
7.606322169303894043e-01,7.461371421813964844e-01,8.484376668930053711e-01,8.255603313446044922e-01,7.716144919395446777e-01,8.006872534751892090e-01,7.763133049011230469e-01,7.406601309776306152e-01,6.930221319198608398e-01,6.919628381729125977e-01,6.916108131408691406e-01,6.917649507522583008e-01,6.933771371841430664e-01,6.896187067031860352e-01,6.748601198196411133e-01,6.728231310844421387e-01
5.945846438407897949e-01,6.113669872283935547e-01,7.802944183349609375e-01,7.716144919395446777e-01,8.030012249946594238e-01,8.341330885887145996e-01,8.168816566467285156e-01,7.761613726615905762e-01,7.590904831886291504e-01,7.558774948120117188e-01,7.587294578552246094e-01,7.571111917495727539e-01,7.578363418579101562e-01,7.585167288780212402e-01,7.420387268066406250e-01,7.400986552238464355e-01
6.247857809066772461e-01,6.477028131484985352e-01,8.068156838417053223e-01,8.006872534751892090e-01,8.341330885887145996e-01,8.215317726135253906e-01,8.081194162368774414e-01,7.655944824218750000e-01,7.649241089820861816e-01,7.614098787307739258e-01,7.658764719963073730e-01,7.636216878890991211e-01,7.645344734191894531e-01,7.680041790008544922e-01,7.515316605567932129e-01,7.500460147857666016e-01
5.941534042358398438e-01,6.167841553688049316e-01,7.831167578697204590e-01,7.763133049011230469e-01,8.168816566467285156e-01,8.081194162368774414e-01,7.797430753707885742e-01,7.335176467895507812e-01,7.397797107696533203e-01,7.369243502616882324e-01,7.430617213249206543e-01,7.405660152435302734e-01,7.425130009651184082e-01,7.474469542503356934e-01,7.296925187110900879e-01,7.286037206649780273e-01
5.671882629394531250e-01,5.805241465568542480e-01,7.494755983352661133e-01,7.406601309776306152e-01,7.761613726615905762e-01,7.655944824218750000e-01,7.335176467895507812e-01,7.236009240150451660e-01,7.325534224510192871e-01,7.316710352897644043e-01,7.382805943489074707e-01,7.356932759284973145e-01,7.390534877777099609e-01,7.445853352546691895e-01,7.272299528121948242e-01,7.266982197761535645e-01
4.814872145652770996e-01,5.088682174682617188e-01,6.952408552169799805e-01,6.930221319198608398e-01,7.590904831886291504e-01,7.649241089820861816e-01,7.397797107696533203e-01,7.325534224510192871e-01,7.089880704879760742e-01,7.085084915161132812e-01,7.167074680328369141e-01,7.143071889877319336e-01,7.178007960319519043e-01,7.257606387138366699e-01,7.080710530281066895e-01,7.081088423728942871e-01
4.856414496898651123e-01,5.119840502738952637e-01,6.947506666183471680e-01,6.919628381729125977e-01,7.558774948120117188e-01,7.614098787307739258e-01,7.369243502616882324e-01,7.316710352897644043e-01,7.085084915161132812e-01,7.070983648300170898e-01,7.153555154800415039e-01,7.130973935127258301e-01,7.168046236038208008e-01,7.250773906707763672e-01,7.076188325881958008e-01,7.060676813125610352e-01
