Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,158442112.0,0.4712751805782318,1.6066086345745134e-06,77.08,0.4694463908672333,2.024377636189456e-06,76.58
0,4911705472.0,0.40506675839424133,1.5920250007184222e-06,82.22,0.4027145206928253,1.7040716784322285e-06,80.76
10,52444339072.0,0.21169866621494293,6.497931508420152e-07,92.36,0.22066858410835266,7.838355031708488e-07,88.61
20,99976972672.0,0.2070237547159195,6.991706413828069e-07,91.82,0.21361462771892548,8.475863069179468e-07,88.62
30,147509606272.0,0.20233413577079773,7.616020525347267e-07,91.92,0.20482566952705383,9.913791245708126e-07,88.73
40,195042239872.0,0.17753668129444122,1.9281412733107572e-06,92.02,0.1828017234802246,1.6707856502762297e-06,88.64
50,242574873472.0,0.14889532327651978,1.6317725339831668e-06,92.48,0.16283439099788666,2.427781737424084e-06,88.75
60,290107507072.0,0.1483963131904602,2.8120532533648657e-06,92.14,0.15973122417926788,2.5660692699602805e-06,88.73
70,337640140672.0,0.13954104483127594,2.355517835894716e-06,92.06,0.1572437733411789,2.899922037613578e-06,88.72
80,385172774272.0,0.12369304895401001,3.467380338406656e-06,92.32,0.14438240230083466,4.3053987610619515e-06,88.95
90,432705407872.0,0.11043696850538254,4.623622317012632e-06,92.8,0.14035844802856445,5.663792308041593e-06,89.15
