Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,44959187200.0,14.193944931030273,30.24,14.453750610351562,33.94
0,58444167040.0,5.220235824584961,73.16,5.426990985870361,69.18
10,193293965440.0,3.866365671157837,85.08,5.112308979034424,80.28
20,328143763840.0,2.8947560787200928,89.12,5.461791038513184,83.76
30,462993562240.0,2.5597028732299805,91.84,4.393431663513184,86.17
40,597843360640.0,3.0684382915496826,93.96,4.319372177124023,87.91
50,732693159040.0,3.2841575145721436,95.12,4.9704132080078125,89.0
60,867542957440.0,2.677386999130249,96.5,4.125762462615967,89.67
70,1002392755840.0,2.5919981002807617,97.22,4.951175689697266,89.9
80,1137242554240.0,1.4342938661575317,97.76,3.4317626953125,90.41
90,1272092352640.0,1.9411513805389404,97.98,3.6737515926361084,90.55
100,1393457171200.0,1.8102983236312866,98.14,3.5431432723999023,90.59
