Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,8.761141777038574,19.18,8.795565605163574,18.31
0,4065391200.0,2.5158400535583496,43.66,2.372056245803833,42.18
10,44719303200.0,0.6423753499984741,68.98,1.0065683126449585,59.68
20,85373215200.0,0.5100107192993164,69.26,0.9903124570846558,60.35
30,126027127200.0,0.4297233819961548,71.32,1.0199311971664429,61.01
40,166681039200.0,0.39334020018577576,74.2,1.0556913614273071,63.01
50,207334951200.0,0.32087165117263794,77.0,1.087569236755371,64.0
60,247988863200.0,0.3004928529262543,76.64,1.085591435432434,64.13
70,288642775200.0,0.3102344870567322,77.42,1.1050958633422852,64.34
80,329296687200.0,0.41000837087631226,78.6,1.1507402658462524,65.13
90,369950599200.0,0.29379186034202576,80.3,1.1207568645477295,65.73
100,410604511200.0,0.27985548973083496,79.86,1.1310970783233643,65.69
101,410604511200.0,0.28732573986053467,80.48,1.1310969591140747,65.69
