Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,164388016.0,0.6090723872184753,5.210373501540744e-07,43.66,0.567751407623291,5.452956202134374e-07,45.84
0,5096028496.0,0.5375781655311584,4.728948965748714e-07,49.52,0.496142715215683,5.457103497974458e-07,52.32
10,54412433296.0,0.21288546919822693,5.723987896999461e-07,81.26,0.22582599520683289,6.965715328988153e-07,79.57
20,103728838096.0,0.2132231742143631,5.179776962904725e-07,81.8,0.22593891620635986,7.497489491470333e-07,79.92
30,153045242896.0,0.20539607107639313,8.426820841123117e-07,81.6,0.2291932851076126,8.910437827580608e-07,79.98
40,202361647696.0,0.1949245184659958,1.1524557521624956e-06,82.82,0.23289044201374054,1.6162431393240695e-06,81.09
50,251678052496.0,0.17377783358097076,1.7352584791296977e-06,83.22,0.23718610405921936,2.650246642588172e-06,81.51
60,300994457296.0,0.16932059824466705,2.328252321603941e-06,82.8,0.23990005254745483,2.8445012958400184e-06,81.53
70,350310862096.0,0.16342784464359283,2.940962303910055e-06,83.3,0.23996783792972565,3.2273285341943847e-06,81.54
80,399627266896.0,0.14765052497386932,4.509061909629963e-06,83.34,0.24834898114204407,4.71964267489966e-06,81.84
90,448943671696.0,0.1327805370092392,4.727195573650533e-06,84.46,0.2526150345802307,6.38054052615189e-06,82.54
