Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,105519328.0,0.5633276104927063,1.388830810356012e-06,74.62,0.5269100069999695,1.9037273659705534e-06,75.14
0,3271099168.0,0.4929281175136566,1.202403495881299e-06,80.56,0.45413288474082947,1.645296038077504e-06,80.24
10,34926897568.0,0.22150592505931854,5.704058025912673e-07,92.44,0.22653312981128693,7.743234391455189e-07,88.93
20,66582695968.0,0.21190203726291656,7.198777893790975e-07,92.46,0.22106365859508514,7.903013852228469e-07,89.07
30,98238494368.0,0.2051900327205658,5.190805154597911e-07,93.22,0.21336022019386292,8.100258241938718e-07,89.15
40,129894292768.0,0.18479637801647186,1.2696133353529149e-06,92.18,0.19538742303848267,1.1562948429855169e-06,89.12
50,161550091168.0,0.16790349781513214,1.407018089594203e-06,92.66,0.17569589614868164,1.6919586869335035e-06,89.12
60,193205889568.0,0.16142204403877258,1.328536995970353e-06,92.38,0.17265015840530396,1.813194671740348e-06,89.16
70,224861687968.0,0.1568191647529602,1.575065425640787e-06,92.76,0.16677288711071014,2.071158633043524e-06,89.22
80,256517486368.0,0.13690751791000366,2.1970072339172475e-06,92.46,0.14969633519649506,3.0448311463260325e-06,89.22
90,288173284768.0,0.11725547164678574,3.2656830626365263e-06,92.8,0.14691615104675293,4.193054792267503e-06,89.38
