Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,34603003200.0,41.548912048339844,19.44,41.32979202270508,19.35
0,44986503360.0,6.022833824157715,25.96,5.857152462005615,24.23
10,148821504960.0,2.9250309467315674,92.8,3.21162748336792,86.89
20,252656506560.0,4.485658168792725,91.08,5.194550037384033,83.76
30,356491508160.0,3.8170056343078613,95.86,7.680186748504639,88.62
40,460326509760.0,2.926297426223755,97.42,2.2824599742889404,90.29
50,564161511360.0,1.3458267450332642,98.32,3.244270086288452,90.67
60,667996512960.0,1.1147434711456299,98.88,3.449337959289551,91.12
70,771831514560.0,1.1191821098327637,98.7,2.93567156791687,91.37
80,875666516160.0,0.8499704599380493,99.16,2.5384294986724854,91.71
90,979501517760.0,0.5904561281204224,99.2,3.995542526245117,91.5
100,1072953019200.0,0.6829766631126404,99.42,2.4239795207977295,91.86
