Epoch,test accuracy,training accuracy
0,29.26,"(24.952, 12476, 50000)"
1,28.12,"(33.034, 16517, 50000)"
2,41.56,"(41.672, 20836, 50000)"
3,52.09,"(52.686, 26343, 50000)"
4,51.14,"(57.464, 28732, 50000)"
5,43.62,"(61.024, 30512, 50000)"
6,54.3,"(63.732, 31866, 50000)"
7,58.53,"(64.432, 32216, 50000)"
8,64.72,"(66.818, 33409, 50000)"
9,60.65,"(66.92, 33460, 50000)"
10,64.13,"(67.76, 33880, 50000)"
11,59.03,"(67.808, 33904, 50000)"
12,56.76,"(68.594, 34297, 50000)"
13,65.01,"(67.374, 33687, 50000)"
14,65.98,"(69.074, 34537, 50000)"
15,63.59,"(69.162, 34581, 50000)"
16,46.13,"(69.708, 34854, 50000)"
17,67.43,"(68.792, 34396, 50000)"
18,69.77,"(70.274, 35137, 50000)"
19,68.99,"(69.966, 34983, 50000)"
20,45.21,"(70.306, 35153, 50000)"
21,62.14,"(68.77, 34385, 50000)"
22,71.0,"(69.132, 34566, 50000)"
23,58.88,"(69.998, 34999, 50000)"
24,70.22,"(69.666, 34833, 50000)"
25,69.16,"(71.194, 35597, 50000)"
26,70.39,"(73.634, 36817, 50000)"
27,73.3,"(76.47, 38235, 50000)"
28,70.34,"(76.332, 38166, 50000)"
29,74.74,"(76.482, 38241, 50000)"
30,69.31,"(76.622, 38311, 50000)"
31,66.14,"(77.29, 38645, 50000)"
32,74.31,"(76.742, 38371, 50000)"
33,69.57,"(77.408, 38704, 50000)"
34,67.49,"(77.854, 38927, 50000)"
35,71.81,"(77.856, 38928, 50000)"
36,75.34,"(77.88, 38940, 50000)"
37,76.27,"(78.152, 39076, 50000)"
38,74.55,"(78.53, 39265, 50000)"
39,72.74,"(78.472, 39236, 50000)"
40,75.81,"(78.622, 39311, 50000)"
41,62.34,"(79.132, 39566, 50000)"
42,69.58,"(78.726, 39363, 50000)"
43,76.05,"(78.916, 39458, 50000)"
44,77.83,"(79.228, 39614, 50000)"
45,70.05,"(79.63, 39815, 50000)"
46,74.19,"(79.388, 39694, 50000)"
47,76.72,"(79.242, 39621, 50000)"
48,72.99,"(79.792, 39896, 50000)"
