Epoch,test accuracy,training accuracy
0,19.04,"(18.986, 9493, 50000)"
1,32.26,"(28.302, 14151, 50000)"
2,37.48,"(37.972, 18986, 50000)"
3,44.9,"(44.25, 22125, 50000)"
4,45.96,"(48.844, 24422, 50000)"
5,50.53,"(52.38, 26190, 50000)"
6,57.67,"(54.42, 27210, 50000)"
7,56.74,"(56.564, 28282, 50000)"
8,49.83,"(58.328, 29164, 50000)"
9,51.04,"(59.134, 29567, 50000)"
10,49.67,"(59.698, 29849, 50000)"
11,49.32,"(59.742, 29871, 50000)"
12,55.88,"(60.074, 30037, 50000)"
13,44.27,"(60.434, 30217, 50000)"
14,58.64,"(60.648, 30324, 50000)"
15,54.73,"(60.898, 30449, 50000)"
16,43.12,"(60.662, 30331, 50000)"
17,59.3,"(61.71, 30855, 50000)"
18,62.36,"(65.626, 32813, 50000)"
19,64.0,"(67.588, 33794, 50000)"
20,52.98,"(68.416, 34208, 50000)"
21,62.94,"(68.898, 34449, 50000)"
22,48.52,"(68.784, 34392, 50000)"
23,63.49,"(69.338, 34669, 50000)"
24,67.42,"(69.392, 34696, 50000)"
25,67.15,"(70.052, 35026, 50000)"
26,63.4,"(70.598, 35299, 50000)"
27,64.06,"(70.764, 35382, 50000)"
28,58.36,"(70.828, 35414, 50000)"
29,64.15,"(71.334, 35667, 50000)"
30,55.19,"(71.286, 35643, 50000)"
31,63.86,"(71.176, 35588, 50000)"
32,63.28,"(71.816, 35908, 50000)"
33,65.77,"(71.762, 35881, 50000)"
34,62.55,"(72.248, 36124, 50000)"
35,65.54,"(72.134, 36067, 50000)"
36,62.26,"(71.732, 35866, 50000)"
37,60.5,"(72.314, 36157, 50000)"
38,58.94,"(72.31, 36155, 50000)"
39,54.18,"(72.258, 36129, 50000)"
40,72.55,"(72.33, 36165, 50000)"
41,71.03,"(72.446, 36223, 50000)"
42,49.67,"(72.894, 36447, 50000)"
43,58.87,"(72.676, 36338, 50000)"
44,65.77,"(72.818, 36409, 50000)"
45,65.5,"(72.756, 36378, 50000)"
46,61.68,"(73.252, 36626, 50000)"
47,61.04,"(72.744, 36372, 50000)"
48,65.79,"(73.374, 36687, 50000)"
49,51.18,"(73.536, 36768, 50000)"
50,62.68,"(73.678, 36839, 50000)"
51,70.78,"(73.254, 36627, 50000)"
52,52.24,"(73.894, 36947, 50000)"
53,49.85,"(73.7, 36850, 50000)"
54,65.18,"(73.504, 36752, 50000)"
55,62.12,"(73.82, 36910, 50000)"
56,63.89,"(73.766, 36883, 50000)"
57,70.76,"(74.244, 37122, 50000)"
58,48.28,"(74.124, 37062, 50000)"
59,61.78,"(74.37, 37185, 50000)"
60,63.26,"(74.326, 37163, 50000)"
61,52.06,"(74.47, 37235, 50000)"
62,70.89,"(74.382, 37191, 50000)"
63,61.59,"(74.6, 37300, 50000)"
64,54.31,"(74.674, 37337, 50000)"
65,71.63,"(74.644, 37322, 50000)"
66,66.95,"(74.872, 37436, 50000)"
67,62.52,"(74.792, 37396, 50000)"
68,65.05,"(74.848, 37424, 50000)"
69,68.07,"(74.62, 37310, 50000)"
70,62.41,"(75.162, 37581, 50000)"
71,64.86,"(75.328, 37664, 50000)"
72,70.07,"(75.138, 37569, 50000)"
73,47.76,"(75.428, 37714, 50000)"
74,48.52,"(75.562, 37781, 50000)"
75,69.09,"(75.464, 37732, 50000)"
76,34.86,"(75.886, 37943, 50000)"
77,65.34,"(75.666, 37833, 50000)"
78,70.41,"(76.09, 38045, 50000)"
79,69.76,"(75.754, 37877, 50000)"
80,36.79,"(76.024, 38012, 50000)"
81,72.16,"(76.246, 38123, 50000)"
82,64.7,"(76.136, 38068, 50000)"
83,67.33,"(76.434, 38217, 50000)"
84,68.23,"(76.208, 38104, 50000)"
85,67.78,"(76.356, 38178, 50000)"
86,71.21,"(76.766, 38383, 50000)"
87,49.18,"(76.62, 38310, 50000)"
88,33.82,"(76.85, 38425, 50000)"
89,58.58,"(76.662, 38331, 50000)"
90,68.23,"(76.946, 38473, 50000)"
91,70.6,"(77.358, 38679, 50000)"
92,62.49,"(77.044, 38522, 50000)"
93,72.65,"(77.052, 38526, 50000)"
94,58.99,"(77.43, 38715, 50000)"
95,57.4,"(77.632, 38816, 50000)"
96,67.37,"(77.794, 38897, 50000)"
97,50.47,"(77.634, 38817, 50000)"
98,68.18,"(77.758, 38879, 50000)"
99,74.48,"(78.034, 39017, 50000)"
100,70.11,"(77.974, 38987, 50000)"
101,54.65,"(78.554, 39277, 50000)"
102,71.45,"(78.48, 39240, 50000)"
103,47.56,"(78.33, 39165, 50000)"
104,51.07,"(78.436, 39218, 50000)"
105,77.2,"(78.726, 39363, 50000)"
106,74.47,"(78.918, 39459, 50000)"
107,72.2,"(78.71, 39355, 50000)"
108,63.65,"(79.388, 39694, 50000)"
109,66.19,"(78.886, 39443, 50000)"
110,72.92,"(79.436, 39718, 50000)"
111,66.24,"(79.39, 39695, 50000)"
112,76.13,"(79.376, 39688, 50000)"
113,68.83,"(79.23, 39615, 50000)"
114,59.1,"(79.694, 39847, 50000)"
115,79.0,"(79.826, 39913, 50000)"
116,75.53,"(79.898, 39949, 50000)"
117,76.81,"(80.368, 40184, 50000)"
118,71.01,"(80.09, 40045, 50000)"
119,59.25,"(80.27, 40135, 50000)"
120,67.32,"(80.734, 40367, 50000)"
121,73.47,"(80.458, 40229, 50000)"
122,53.39,"(81.008, 40504, 50000)"
123,61.31,"(81.104, 40552, 50000)"
124,68.2,"(81.08, 40540, 50000)"
125,71.03,"(81.162, 40581, 50000)"
126,77.03,"(81.258, 40629, 50000)"
127,74.52,"(81.3, 40650, 50000)"
128,74.38,"(81.572, 40786, 50000)"
129,78.25,"(81.848, 40924, 50000)"
130,77.98,"(82.038, 41019, 50000)"
131,75.62,"(81.93, 40965, 50000)"
132,77.3,"(82.222, 41111, 50000)"
133,71.98,"(82.302, 41151, 50000)"
134,62.31,"(82.502, 41251, 50000)"
135,70.17,"(82.952, 41476, 50000)"
136,80.06,"(82.886, 41443, 50000)"
137,78.15,"(83.146, 41573, 50000)"
138,70.4,"(83.068, 41534, 50000)"
139,78.91,"(83.452, 41726, 50000)"
140,75.45,"(83.572, 41786, 50000)"
141,79.67,"(83.914, 41957, 50000)"
142,78.75,"(84.072, 42036, 50000)"
143,69.69,"(83.932, 41966, 50000)"
144,73.61,"(84.698, 42349, 50000)"
145,72.0,"(84.438, 42219, 50000)"
146,66.45,"(84.746, 42373, 50000)"
147,67.84,"(84.748, 42374, 50000)"
148,81.0,"(84.988, 42494, 50000)"
149,80.8,"(85.122, 42561, 50000)"
150,81.03,"(85.688, 42844, 50000)"
151,78.18,"(85.592, 42796, 50000)"
152,81.62,"(85.596, 42798, 50000)"
153,81.06,"(85.924, 42962, 50000)"
154,81.24,"(86.314, 43157, 50000)"
155,81.26,"(86.348, 43174, 50000)"
156,82.9,"(86.312, 43156, 50000)"
157,77.94,"(86.98, 43490, 50000)"
158,81.24,"(87.156, 43578, 50000)"
159,82.26,"(87.328, 43664, 50000)"
160,83.34,"(87.468, 43734, 50000)"
161,80.65,"(88.058, 44029, 50000)"
162,82.12,"(87.884, 43942, 50000)"
163,82.52,"(88.098, 44049, 50000)"
164,83.45,"(88.466, 44233, 50000)"
165,84.03,"(88.61, 44305, 50000)"
166,83.71,"(88.86, 44430, 50000)"
167,83.32,"(89.166, 44583, 50000)"
168,84.45,"(89.238, 44619, 50000)"
169,84.24,"(89.864, 44932, 50000)"
170,84.17,"(89.83, 44915, 50000)"
171,84.41,"(90.262, 45131, 50000)"
172,84.33,"(90.576, 45288, 50000)"
173,83.96,"(90.714, 45357, 50000)"
174,83.91,"(90.764, 45382, 50000)"
175,84.16,"(91.158, 45579, 50000)"
176,84.53,"(91.516, 45758, 50000)"
177,85.32,"(91.524, 45762, 50000)"
178,85.46,"(92.008, 46004, 50000)"
179,84.77,"(92.338, 46169, 50000)"
180,85.06,"(92.566, 46283, 50000)"
181,85.09,"(92.712, 46356, 50000)"
182,85.29,"(93.048, 46524, 50000)"
183,85.11,"(93.058, 46529, 50000)"
184,85.2,"(93.326, 46663, 50000)"
185,85.59,"(93.492, 46746, 50000)"
186,85.35,"(93.968, 46984, 50000)"
187,85.51,"(93.896, 46948, 50000)"
188,85.92,"(94.404, 47202, 50000)"
189,85.64,"(94.414, 47207, 50000)"
190,85.97,"(94.496, 47248, 50000)"
191,86.11,"(94.626, 47313, 50000)"
192,86.05,"(94.59, 47295, 50000)"
193,86.01,"(94.74, 47370, 50000)"
194,85.97,"(94.908, 47454, 50000)"
195,85.87,"(95.122, 47561, 50000)"
196,86.12,"(95.154, 47577, 50000)"
197,86.12,"(95.226, 47613, 50000)"
198,86.1,"(95.106, 47553, 50000)"
199,86.01,"(95.118, 47559, 50000)"
