Epoch,test accuracy,training accuracy
0,34.04,"(26.504, 13252, 50000)"
1,48.95,"(43.652, 21826, 50000)"
2,60.97,"(56.71, 28355, 50000)"
3,63.07,"(63.464, 31732, 50000)"
4,64.57,"(69.182, 34591, 50000)"
5,70.75,"(72.304, 36152, 50000)"
6,69.77,"(74.626, 37313, 50000)"
7,71.14,"(76.328, 38164, 50000)"
8,72.96,"(77.172, 38586, 50000)"
9,76.37,"(77.954, 38977, 50000)"
10,74.87,"(78.798, 39399, 50000)"
11,74.07,"(79.268, 39634, 50000)"
12,69.73,"(79.948, 39974, 50000)"
13,76.09,"(80.464, 40232, 50000)"
14,73.65,"(80.712, 40356, 50000)"
15,73.23,"(81.106, 40553, 50000)"
16,70.11,"(81.784, 40892, 50000)"
17,74.35,"(81.824, 40912, 50000)"
18,76.79,"(82.142, 41071, 50000)"
19,77.88,"(82.252, 41126, 50000)"
20,79.71,"(82.514, 41257, 50000)"
21,65.97,"(83.0, 41500, 50000)"
22,78.03,"(82.658, 41329, 50000)"
23,80.02,"(83.044, 41522, 50000)"
24,77.53,"(83.238, 41619, 50000)"
25,78.41,"(83.282, 41641, 50000)"
26,76.23,"(83.768, 41884, 50000)"
27,76.99,"(83.606, 41803, 50000)"
28,77.39,"(83.908, 41954, 50000)"
29,69.29,"(84.144, 42072, 50000)"
30,75.73,"(84.036, 42018, 50000)"
31,73.87,"(84.036, 42018, 50000)"
32,77.11,"(84.112, 42056, 50000)"
33,78.58,"(84.518, 42259, 50000)"
34,82.09,"(84.652, 42326, 50000)"
35,76.06,"(84.446, 42223, 50000)"
36,74.56,"(84.786, 42393, 50000)"
37,77.22,"(85.004, 42502, 50000)"
38,75.26,"(84.784, 42392, 50000)"
39,75.17,"(84.4, 42200, 50000)"
40,79.1,"(85.038, 42519, 50000)"
41,75.08,"(85.252, 42626, 50000)"
42,81.61,"(85.124, 42562, 50000)"
43,78.92,"(85.458, 42729, 50000)"
44,77.94,"(85.738, 42869, 50000)"
45,79.47,"(85.476, 42738, 50000)"
46,80.93,"(85.674, 42837, 50000)"
47,80.08,"(85.756, 42878, 50000)"
48,76.66,"(85.89, 42945, 50000)"
49,76.27,"(86.03, 43015, 50000)"
50,78.74,"(85.95, 42975, 50000)"
51,79.24,"(86.02, 43010, 50000)"
52,75.18,"(86.14, 43070, 50000)"
53,76.46,"(86.31, 43155, 50000)"
54,82.79,"(86.408, 43204, 50000)"
55,76.33,"(86.472, 43236, 50000)"
56,80.05,"(86.73, 43365, 50000)"
57,81.88,"(86.716, 43358, 50000)"
58,83.25,"(87.096, 43548, 50000)"
59,80.23,"(86.932, 43466, 50000)"
60,79.64,"(86.844, 43422, 50000)"
61,80.56,"(87.11, 43555, 50000)"
62,80.97,"(87.35, 43675, 50000)"
63,74.17,"(87.124, 43562, 50000)"
64,81.48,"(87.37, 43685, 50000)"
65,82.87,"(87.424, 43712, 50000)"
66,83.73,"(87.23, 43615, 50000)"
67,81.55,"(87.608, 43804, 50000)"
68,80.59,"(87.67, 43835, 50000)"
69,70.16,"(87.762, 43881, 50000)"
70,81.07,"(87.936, 43968, 50000)"
71,82.37,"(87.858, 43929, 50000)"
72,79.17,"(87.834, 43917, 50000)"
73,85.06,"(88.054, 44027, 50000)"
74,85.38,"(88.262, 44131, 50000)"
75,78.76,"(88.624, 44312, 50000)"
76,83.37,"(88.166, 44083, 50000)"
77,83.76,"(88.55, 44275, 50000)"
78,77.68,"(88.576, 44288, 50000)"
79,84.24,"(88.54, 44270, 50000)"
80,86.43,"(88.976, 44488, 50000)"
81,83.52,"(88.658, 44329, 50000)"
82,80.25,"(89.014, 44507, 50000)"
83,81.9,"(89.128, 44564, 50000)"
84,82.19,"(88.94, 44470, 50000)"
85,81.15,"(89.654, 44827, 50000)"
86,81.08,"(89.134, 44567, 50000)"
87,81.86,"(89.72, 44860, 50000)"
88,76.16,"(89.448, 44724, 50000)"
89,84.15,"(89.81, 44905, 50000)"
90,76.96,"(89.572, 44786, 50000)"
91,85.48,"(89.984, 44992, 50000)"
92,79.43,"(89.992, 44996, 50000)"
93,84.31,"(90.02, 45010, 50000)"
94,81.24,"(90.038, 45019, 50000)"
95,85.22,"(90.324, 45162, 50000)"
96,84.82,"(90.274, 45137, 50000)"
97,83.59,"(90.53, 45265, 50000)"
98,80.57,"(90.734, 45367, 50000)"
99,83.54,"(90.546, 45273, 50000)"
100,84.52,"(90.87, 45435, 50000)"
101,86.45,"(90.964, 45482, 50000)"
102,83.78,"(91.084, 45542, 50000)"
103,85.87,"(91.118, 45559, 50000)"
104,86.64,"(91.44, 45720, 50000)"
105,85.68,"(91.502, 45751, 50000)"
