Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,158095936.0,0.4639759361743927,1.5031693010314484e-06,83.26,0.46967774629592896,1.5483716424569138e-06,81.51
0,4900974016.0,0.42283499240875244,1.4160696082399227e-06,86.92,0.43487125635147095,1.4913440509189968e-06,83.85
10,52329754816.0,0.20770010352134705,9.06066020434082e-07,92.1,0.22972458600997925,9.612538178771501e-07,88.53
20,99758535616.0,0.20409400761127472,8.664200095154229e-07,91.76,0.22404614090919495,1.0584795973045402e-06,88.55
30,147187316416.0,0.19354838132858276,8.696191571289091e-07,92.14,0.21227751672267914,1.2046043593727518e-06,88.6
40,194616097216.0,0.1644289195537567,1.6120728787427652e-06,92.38,0.18384519219398499,1.922049932545633e-06,88.78
50,242044878016.0,0.143862783908844,2.2932472347747535e-06,92.36,0.166826531291008,2.7351832159183687e-06,88.81
60,289473658816.0,0.14016571640968323,2.4746914277784526e-06,91.92,0.16514316201210022,2.93521929961571e-06,88.84
70,336902439616.0,0.13763049244880676,3.191721589246299e-06,92.44,0.1617523580789566,3.269331728006364e-06,88.93
80,384331220416.0,0.11670468747615814,2.6919226456811884e-06,92.88,0.1568979173898697,4.5573456191050354e-06,89.17
90,431760001216.0,0.10539127141237259,5.7161719269060995e-06,92.86,0.14621758460998535,5.766377853433369e-06,89.4
