Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,16.80885887145996,1.54,17.19036865234375,1.62
0,5631840000.0,0.7860958576202393,12.42,0.7630650997161865,13.58
10,61950240000.0,0.9352455735206604,29.2,1.2254810333251953,30.14
20,118268640000.0,1.368013620376587,36.74,1.7171705961227417,35.78
30,174587040000.0,1.1199253797531128,43.02,1.580720067024231,40.86
40,230905440000.0,1.4671642780303955,45.52,1.7480792999267578,43.8
50,287223840000.0,1.3371212482452393,48.5,1.6809419393539429,46.45
60,343542240000.0,1.9208190441131592,50.72,2.560417652130127,46.4
70,399860640000.0,1.3681493997573853,54.18,1.7910126447677612,49.39
80,456179040000.0,1.3620939254760742,56.26,1.8670796155929565,50.52
90,512497440000.0,1.518210530281067,58.48,1.7558289766311646,51.68
100,568815840000.0,1.2923972606658936,60.6,1.605695128440857,53.11
101,568815840000.0,1.2794438600540161,60.36,1.605695128440857,53.11
