Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,24410035200.0,13.946825981140137,15.72,16.265682220458984,14.72
0,31733045760.0,12.571971893310547,31.32,13.875335693359375,32.23
10,104963151360.0,8.522007942199707,57.48,13.95821475982666,51.97
20,178193256960.0,6.67755651473999,66.84,11.093477249145508,56.17
30,251423362560.0,7.430075645446777,71.14,14.368189811706543,58.01
40,324653468160.0,7.613168716430664,74.44,11.768884658813477,60.34
50,397883573760.0,6.980298042297363,77.06,11.783740043640137,61.12
60,471113679360.0,8.283265113830566,78.76,17.13985824584961,61.46
70,544343784960.0,8.098966598510742,80.9,17.372726440429688,62.03
80,617573890560.0,6.815932273864746,83.02,12.116294860839844,63.03
90,690803996160.0,8.523195266723633,84.0,16.678085327148438,63.05
100,756711091200.0,7.71966552734375,85.12,17.121736526489258,63.26
