Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,152891008.0,0.48463261127471924,1.762973170116311e-06,85.72,0.45455607771873474,1.915583197842352e-06,84.42
0,4739621248.0,0.4049378037452698,1.4969378980822512e-06,89.4,0.3834191858768463,1.8701114186114864e-06,87.37
10,50606923648.0,0.19323350489139557,9.204870821122313e-07,94.5,0.21304714679718018,1.024936864268966e-06,90.12
20,96474226048.0,0.18514466285705566,1.24697385217587e-06,94.24,0.2054298222064972,1.0864729347304092e-06,90.21
30,142341528448.0,0.17451182007789612,1.0169366078116582e-06,94.2,0.1935812532901764,1.2130179811720154e-06,90.28
40,188208830848.0,0.13867294788360596,3.0294183943624375e-06,94.12,0.17473462224006653,1.976856765395496e-06,90.32
50,234076133248.0,0.11630123108625412,3.6528474538499722e-06,94.36,0.16263751685619354,2.820083864207845e-06,90.5
60,279943435648.0,0.11342570930719376,2.252473450425896e-06,94.4,0.16649961471557617,2.9435238957375987e-06,90.56
70,325810738048.0,0.10898840427398682,3.1982444852474146e-06,94.68,0.1613733470439911,3.2618254408589564e-06,90.64
80,371678040448.0,0.09162965416908264,4.8434653763251845e-06,94.54,0.17074577510356903,4.251375685271341e-06,90.67
90,417545342848.0,0.08538234233856201,6.032337751094019e-06,94.84,0.16265077888965607,5.1192996579629835e-06,90.83
