Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy
0,1.6010694850097085,2.144233096347239,5.112685396939356,4.390572531940895,13.222244441305333,14.66015431879922,36.298276817702366,2.4199999908447265,3.1399999908447267,8.379999992370605,8.009999992370606,17.27999998779297,21.849999978637694,40.35999999389649
1,2.503184244391012,3.575827113357255,7.428499247189839,9.2095706279828,16.692807292367025,23.074979735885936,45.86258802314657,2.54,3.6499999994277954,7.409999998092651,9.369999998092652,16.94,23.10999998474121,41.749999963378905
2,2.4705523211817564,3.921093905830016,7.652712133736644,10.373793408181008,16.955967957406866,23.860251159353954,47.55839535345746,2.4499999988555907,3.670000003051758,7.3599999877929685,10.919999993896484,16.969999990844727,23.949999969482423,42.00000000610351
3,2.5284476674485594,3.584248255312554,7.100074737553526,9.945367845595852,16.77596605942763,23.704460048353294,47.862609084151245,2.5099999994277953,3.759999993133545,7.829999992370605,11.219999978637695,17.32999998779297,24.27999998474121,42.26000000610352
4,2.505289529104968,3.483194559962814,7.556921652057831,10.935904588298692,17.213865408958988,24.257097442368032,47.99629469502806,2.63,4.489999990844726,8.389999989318847,11.719999992370605,17.489999981689454,23.619999993896485,42.11999995117188
5,2.5737113020134195,3.6979336625750507,7.399025252380402,10.584321940577288,16.975968168567842,23.631827704834862,48.213139083265276,2.51,3.780000001525879,6.85999999923706,9.469999981689453,16.44999997253418,22.409999981689452,42.58999997558594
6,2.560026947393582,3.7589869366092286,7.673764986809126,10.535900377075535,16.99596837738978,23.610774848193593,48.18892830599421,2.6,3.7599999980926513,8.08,11.39999998626709,17.63999996948242,22.850000009155274,41.98999994506836
7,2.54423730771345,3.69688101970484,7.421130748995693,10.841166747668051,16.992810448126626,23.43498352409447,48.261560650375976,2.669999999809265,4.470000001525879,8.129999993896485,10.429999993896484,17.550000012207033,23.30999997558594,42.579999981689454
8,2.640027789881654,3.9842524660463217,7.494815735805963,10.732744555476891,16.711754857646156,23.512879082194846,47.96471541829796,2.58,3.839999998474121,8.039999994659423,10.209999999237061,16.779999992370605,22.85999999847412,42.2
9,2.577921873092712,3.701091590505556,7.697975767553615,10.687480919817803,17.029652943986243,23.55814271697052,48.24998157204755,2.639999999809265,4.209999997711182,8.54999999923706,12.13999998474121,16.910000006103516,23.279999966430665,42.43999995117188
