Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,6757515520.0,74.85488891601562,10.92,75.35249328613281,10.66
0,27030062080.0,7.40831995010376,51.34,8.14731502532959,51.38
10,229755527680.0,5.6590495109558105,82.28,7.9652910232543945,80.18
20,432480993280.0,6.299294948577881,88.52,8.115557670593262,84.82
30,635206458880.0,5.909503936767578,91.22,7.401330471038818,86.61
40,837931924480.0,5.747165203094482,92.88,7.615015983581543,87.71
50,1040657390080.0,3.999643325805664,94.14,5.5893449783325195,88.18
60,1243382855680.0,3.140591859817505,95.12,5.892545223236084,88.98
70,1446108321280.0,4.141794204711914,95.4,5.946866512298584,89.19
80,1648833786880.0,4.754640579223633,96.1,9.491473197937012,89.05
90,1851559252480.0,3.487996816635132,96.96,8.10824966430664,89.35
100,2054284718080.0,3.799565315246582,97.26,6.720764636993408,89.75
110,2257010183680.0,4.795510768890381,97.44,7.988986015319824,89.62
120,2459735649280.0,3.519901752471924,97.8,8.589993476867676,89.81
130,2662461114880.0,3.192809581756592,98.16,9.137472152709961,89.99
140,2865186580480.0,2.6302833557128906,98.42,7.475991249084473,89.86
150,3067912046080.0,2.0054469108581543,98.62,8.359889030456543,89.87
160,3270637511680.0,2.6294994354248047,98.84,8.596898078918457,90.11
170,3473362977280.0,1.9120770692825317,98.94,8.612801551818848,89.82
180,3676088442880.0,3.032778263092041,98.66,10.826774597167969,89.88
190,3878813908480.0,4.395886421203613,98.98,12.012142181396484,89.86
200,4061266827520.0,3.2365636825561523,99.2,12.357108116149902,89.83
