Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Final test accuracy
20,2.4979210307276145,2.9168728091272325,4.8063663827638745,4.073727091844047,10.58011136955321,12.450657375260484,60.15537005668753,2.57,2.93,5.02,3.74,10.97,13.08,55.62,59.49
21,2.4673943936051184,2.962136443541511,5.007421130748745,4.157938504615838,11.015905430563402,12.449604732661319,60.20694954651609,2.51,3.34,5.51,3.77,11.53,13.28,55.46,59.49
22,2.43476247116383,2.9484520889693577,5.070579690312529,4.31899283150349,10.859061674333415,12.845398372574293,59.88905146337838,2.48,3.58,6.03,5.98,11.17,15.58,55.55,59.49
23,2.4537100390530426,3.2000336845651005,5.170580742935112,4.183201928441352,11.109590627229606,12.819082306069305,59.84694575756469,2.64,4.18,7.43,6.44,14.37,18.42,55.77,59.49
24,2.456867967031232,3.1316119116641787,5.0484741943848945,4.089516731694839,11.30327687651839,13.78540826735506,59.80378740844913,2.24,3.07,6.02,4.78,11.86,16.95,55.71,59.49
25,2.4926578174306324,3.042137285635561,5.116895967285816,4.3179401887637825,10.994852577295164,12.869609153640024,60.07957978521099,2.43,3.46,4.79,4.14,11.5,16.7,55.55,59.49
26,2.505289529363467,2.9347677343972043,5.071632332971926,3.893725197107338,10.706428488700857,12.087495657828953,59.822734975836404,2.68,3.99,6.21,4.12,11.44,12.8,55.58,59.49
27,2.4905525321319173,3.010558005873746,4.981105064263835,4.343203612629452,10.92748344711387,13.141190959784376,60.320634952767186,2.36,2.85,4.05,4.05,12.52,16.56,55.54,59.49
28,2.4526573963735685,3.191612543269852,5.251634227708635,4.511626438152956,11.511700123078882,14.034884577652086,60.04589521962844,2.75,3.2,5.89,3.53,13.95,15.86,55.52,59.49
29,2.465289108226093,2.990557795305059,5.226370803842967,4.265308055834117,11.234855103657624,13.401193696675367,59.901683174889584,2.67,4.41,7.92,6.63,13.54,14.89,55.3,59.49
30,2.5200265265749393,2.985294582048232,4.8937357235138546,4.232676133412906,10.926430804454474,12.569605995772278,60.116422277808006,2.64,3.63,6.61,4.57,13.36,15.82,55.3,59.49
31,2.4758155349003674,3.0810850640533056,5.083211402185132,4.166359645870932,11.031695070414193,12.571711281091071,60.07115864305241,2.65,3.54,5.81,5.59,14.38,16.03,55.03,59.49
32,2.4379203991620964,2.952662659566788,5.07479026090996,4.495836798241932,11.623280244994978,12.941188854539211,60.261686964403154,2.43,3.97,5.37,4.21,12.06,15.18,55.82,59.49
33,2.42002547393228,2.949504731628754,4.9937367761565135,3.9147780502551113,10.918009663179303,12.132759292102689,60.21010747409273,2.47,3.03,6.24,5.71,13.2,17.08,55.44,59.49
34,2.390551479489258,3.1052958452194233,5.154791103064243,4.252676343961515,11.463278560806879,13.638038295099793,60.15326477136874,2.13,2.82,4.42,4.2,11.0,14.38,55.54,59.49
35,2.4494994683953792,2.793713618018007,4.791629385552402,3.80951378431547,10.605374793338568,12.160128001307227,60.020631795321066,2.47,3.36,5.93,4.78,11.27,13.69,55.88,59.49
36,2.442130969799682,3.2295076790081225,5.244265729072783,4.5021526542183885,11.225381319723056,13.576985020794568,60.11536963518876,2.57,2.88,6.17,4.91,10.97,14.94,55.03,59.49
37,2.518973883915543,3.0768744933956427,5.166370172297526,4.095832587651217,11.083274560724618,12.487499868359436,60.15326477144905,2.57,2.87,5.0,4.11,9.65,12.89,54.8,59.49
38,2.4979210307276145,3.1358224823419194,5.272687080876486,4.480047158330908,11.38538300397139,13.565405951561287,60.30379267122072,2.41,4.14,5.99,4.38,12.76,16.08,55.07,59.49
39,2.4621311803081363,3.0042421498972898,5.175843956232094,4.33057190075685,10.97274708152815,12.96961020638307,60.22800239978433,2.55,2.98,4.57,2.86,9.44,9.6,55.58,59.49
40,2.411604332677186,2.8768723881304012,4.911630648743671,4.111622227562241,11.047484710325216,13.32329813990011,60.05852693162151,2.61,4.6,5.78,5.63,11.59,13.53,55.79,59.49
41,2.5126580279390867,3.1137169864945946,5.137948820493823,4.347414183287115,11.239065674335365,13.220139159319418,60.069053357733615,2.57,3.23,6.49,4.13,12.91,16.03,55.05,59.49
42,2.4379203991620964,2.8695038894744713,4.954788997718691,4.093727302372579,10.950641585600515,12.41170959682266,60.148001558071755,2.49,3.97,5.7,3.59,11.6,12.03,55.53,59.49
43,2.476868177519609,3.0116106485130647,5.015842272003838,3.871619701239936,10.926430804394242,12.466447014589257,60.160633269502654,2.47,4.43,6.96,6.85,12.83,18.46,55.11,59.49
44,2.4884472467930467,2.926346593122033,5.139001463133141,4.417941241466675,11.214854893169248,13.193823092794352,60.013263297267464,2.38,3.41,5.53,4.27,11.31,14.95,56.06,59.49
45,2.5452899504205306,3.1684544047832084,5.261108011643203,4.252676343961515,11.261171170142534,12.515921220183216,60.00905272671019,2.28,3.36,4.76,3.6,12.23,14.41,55.48,59.49
46,2.514763313277957,3.25161317483537,5.250581585049239,4.05899009459242,11.213802250469696,12.439078306007122,60.046947862328,2.39,3.36,6.19,6.31,12.56,14.79,55.62,59.49
47,2.4421309697796048,2.7747660501087164,5.161106958960389,4.281097695745141,11.162222760139194,12.911714860035957,60.11852756360866,2.49,3.16,5.5,4.49,11.11,15.1,55.18,59.49
48,2.424236044589943,2.9526626596069434,5.010579058726934,4.228465562795398,10.941167801746257,12.565395425194925,60.019579153223845,2.55,3.43,4.38,3.88,10.65,14.3,55.36,59.49
49,2.494763102769503,3.1084537731775352,5.115843324586265,4.346361540567486,11.194854682580482,13.502247391977424,60.30695059915875,2.54,3.79,6.64,5.56,12.46,16.43,55.8,59.49
