Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Final test accuracy
0,1.8852830029789787,2.1642333077190288,3.995831535028635,2.680028210803194,9.180096632515822,8.350614216911447,50.67421762262061,2.31,3.44,5.96,3.78,12.35,10.38,54.49,59.49
1,2.335814061200644,3.041084642996242,4.944262571164883,4.110569584922922,10.989589364058414,11.681175591241704,59.084832471679825,2.5,3.07,6.2,5.19,13.93,15.92,56.13,59.49
2,2.4737102495815746,2.782134548784724,4.947420499163149,3.70530216107538,10.931694017811688,12.45592058859762,59.844840471683725,2.47,3.31,4.66,3.17,11.12,10.6,56.25,59.49
3,2.469499678903834,2.9400309476741087,4.990578848178324,3.873724986578806,10.821166538554987,13.025400267270848,60.05747428892196,2.35,2.25,5.1,4.31,12.45,14.71,55.52,59.49
4,2.4873946041336503,2.816871756504651,5.094790471398337,3.9621469699480274,11.058011136838871,12.549605785163436,60.174317624155115,2.2,3.14,5.9,6.86,13.79,17.3,55.71,59.49
5,2.472657606922178,3.1516121222328657,5.126369751220384,4.224254992137735,11.038010926370571,12.802240023498886,60.04273729116839,2.43,3.38,5.94,4.93,11.74,14.08,55.66,59.49
6,2.4358151138232262,3.0189791471489174,4.970578637649792,4.194780997674635,10.692744134088548,12.486447225720116,60.32800345282854,2.65,2.93,4.77,4.74,11.32,13.82,55.16,59.49
7,2.4979210307476922,3.0368740723185015,5.068474404973659,4.171622859167914,10.969589153489727,13.360140632978984,59.90905167342505,2.6,4.13,5.66,6.02,11.79,15.76,55.26,59.49
8,2.4558153243718355,2.9842419393888355,5.095843114138043,4.494784155602614,11.325382372446025,13.308561142708715,60.034316150415236,2.44,3.33,5.03,5.06,13.95,15.29,55.63,59.49
9,2.484236676155461,2.983189296729439,4.8684722996883405,3.880040842515107,11.166433330837013,12.720133896126198,60.00589479816983,2.69,4.3,6.56,5.65,12.27,16.88,55.28,59.49
10,2.5368688091453593,3.140033052979505,5.176896598911568,4.520047579448205,11.287487236647522,13.852777397616663,59.90589374592872,2.26,3.3,5.63,5.66,11.85,17.19,55.21,59.49
11,2.4558153243718355,3.1231907704090847,5.126369751240462,4.136885651407832,10.97169443880852,12.866451225681912,60.07115864305241,2.46,3.56,6.1,4.91,11.7,16.35,55.69,59.49
12,2.4884472467930467,3.1305592690047823,5.215844377249002,4.471626017075814,11.011694859825429,12.976978704938613,60.24168675431633,2.67,3.67,4.82,4.19,11.64,14.24,55.89,59.49
13,2.494763102769503,3.0916114906271925,5.051632122403239,4.603206349500367,11.725386582916276,13.588564090068006,60.213265402512626,2.42,3.34,6.11,7.1,13.1,16.79,56.17,59.49
14,2.4200254739523572,3.010558005873746,5.1063695407320076,4.575837640396215,11.182222970687803,13.31171907056644,60.20273897491479,2.33,3.52,5.01,2.75,10.25,14.79,55.09,59.49
15,2.4884472468131245,2.9558205875851327,4.837945662565844,4.071621806545332,10.575900798915624,13.041189907242105,59.94484152444685,2.77,3.68,6.44,3.21,10.95,14.45,56.02,59.49
16,2.5063421720228636,3.2842450972967363,5.331635069802686,4.192675712355842,10.976957652125579,13.080137685599617,60.03642143577419,2.63,3.3,6.41,3.54,12.07,16.33,55.94,59.49
17,2.5737113022041562,2.9895051526657404,4.834787734587655,4.081095590439745,10.951694228300067,13.275929220247349,60.12694870440197,2.69,4.31,5.73,4.76,11.65,15.61,55.42,59.49
18,2.5305529531689035,3.0716112801187383,4.887419867557476,4.066358593228272,10.87906188474148,12.424341308735418,60.16273855385772,2.44,3.31,4.96,4.37,10.49,13.65,55.44,59.49
19,2.4463415404372677,2.997926293960989,5.057947978399772,4.229518205414639,11.30854008983545,13.34119306510985,60.24905525337381,2.46,3.5,5.53,5.2,11.79,16.59,54.89,59.49
