Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,164412352.0,1.073055624961853,7.099009167177428e-07,24.48,1.0525110960006714,7.013829304014507e-07,25.31
0,5096782912.0,0.8706570267677307,6.24444965069415e-07,33.32,0.8498662710189819,7.536108910244366e-07,33.39
10,54420488512.0,0.24470794200897217,1.527163476566784e-06,83.1,0.25074630975723267,1.5916339179966599e-06,81.41
20,103744194112.0,0.2345850169658661,1.663916123106901e-06,83.44,0.2457793653011322,1.7612569536140654e-06,81.36
30,153067899712.0,0.23220768570899963,2.0349871192593127e-06,82.94,0.2392871081829071,2.1239331999822753e-06,81.4
40,202391605312.0,0.18852250277996063,2.1962050595902838e-06,83.52,0.21319091320037842,3.59296245733276e-06,81.27
50,251715310912.0,0.17619480192661285,3.381993110451731e-06,83.3,0.20589306950569153,5.174896159587661e-06,81.24
60,301039016512.0,0.16771887242794037,4.4085236368118785e-06,84.0,0.20407699048519135,5.539723588299239e-06,81.33
70,350362722112.0,0.16461136937141418,4.933331638312666e-06,83.88,0.2025836855173111,6.068887614674168e-06,81.55
80,399686427712.0,0.1501353234052658,5.232972853264073e-06,83.82,0.19753915071487427,8.180878467101138e-06,81.93
90,449010133312.0,0.13664670288562775,5.869879714737181e-06,85.02,0.20527327060699463,9.69400025496725e-06,82.38
