Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,1895860640.0,512.1627807617188,1.06,501.3255615234375,1.0
0,7583442560.0,7.561985492706299,0.88,7.405946254730225,0.99
10,64459261760.0,1.2022325992584229,1.2,1.4792304039001465,1.13
20,121335080960.0,0.8052451014518738,1.18,1.1211045980453491,1.13
30,178210900160.0,0.6379881501197815,1.7,1.0099858045578003,1.57
40,235086719360.0,0.5779502987861633,1.44,0.9608166217803955,1.28
50,291962538560.0,0.5902394652366638,1.8,1.097307562828064,1.9
60,348838357760.0,0.5745055079460144,1.96,0.9907118678092957,1.95
70,405714176960.0,0.5753825306892395,1.96,1.1258249282836914,1.93
80,462589996160.0,0.6944326162338257,1.92,1.402908205986023,2.09
90,519465815360.0,0.8067923188209534,2.08,1.6052603721618652,2.27
100,576341634560.0,0.6270330548286438,2.26,1.3817757368087769,2.51
110,633217453760.0,0.9449040293693542,2.44,2.1514832973480225,2.39
120,690093272960.0,0.8131760954856873,2.08,1.4084835052490234,2.22
130,746969092160.0,0.6374947428703308,2.34,2.2441112995147705,2.2
140,803844911360.0,0.787754476070404,2.52,2.738398790359497,2.15
150,860720730560.0,0.6082303524017334,2.36,2.308262348175049,2.23
160,917596549760.0,0.607437789440155,2.56,2.8947927951812744,2.37
170,974472368960.0,1.8954612016677856,2.38,4.340605735778809,2.37
180,1031348188160.0,2.129973888397217,2.76,1.3528741598129272,2.37
190,1088224007360.0,3.1465702056884766,2.28,5.852686405181885,2.29
200,1139412244640.0,0.7003028392791748,2.62,3.590078115463257,2.56
