Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,99699040.0,0.6493666768074036,1.4057339967621374e-06,52.14,0.6273943185806274,1.5663487147321575e-06,53.39
0,3090670240.0,0.5367082357406616,1.4169870610203361e-06,65.24,0.50543612241745,1.3029058436586638e-06,65.92
10,33000382240.0,0.2178032249212265,7.460569690920238e-07,89.48,0.2293199598789215,6.48216882837005e-07,86.98
20,62910094240.0,0.2135685682296753,5.494935635397269e-07,89.44,0.22684715688228607,7.01071201092418e-07,87.02
30,92819806240.0,0.206792950630188,7.063616749292123e-07,89.68,0.22271104156970978,7.684235470151179e-07,87.01
40,122729518240.0,0.1906074732542038,1.5108486195458681e-06,89.88,0.2210134118795395,1.1969345905527007e-06,86.98
50,152639230240.0,0.17389720678329468,1.930900452862261e-06,89.3,0.2183569222688675,1.9128901840304025e-06,86.96
60,182548942240.0,0.16770602762699127,2.406578914815327e-06,89.68,0.21328963339328766,2.0856784885836532e-06,87.0
70,212458654240.0,0.16115634143352509,2.241252786916448e-06,90.18,0.2101058065891266,2.3030570446280763e-06,86.97
80,242368366240.0,0.14014340937137604,2.459531287968275e-06,90.38,0.20383654534816742,3.2157990972336847e-06,87.42
90,272278078240.0,0.12354573607444763,3.9508963709522504e-06,90.28,0.20045454800128937,4.1794678509177174e-06,87.61
