Epsilon,Population,Type,Pruning Rate,sigma
5.469999999999999,10,Det. Mask -> Sto. Weights,0.8,0.001
5.660000000000011,10,Det. Mask -> Sto. Weights,0.8,0.001
5.5800000000000125,10,Det. Mask -> Sto. Weights,0.8,0.001
5.650000000000006,10,Det. Mask -> Sto. Weights,0.8,0.001
5.700000000000003,10,Det. Mask -> Sto. Weights,0.8,0.001
64.75,10,Stochastic Pruning,0.9,0.001
65.29,10,Stochastic Pruning,0.9,0.001
66.96000000000001,10,Stochastic Pruning,0.9,0.001
66.05000000000001,10,Stochastic Pruning,0.9,0.001
64.95,10,Stochastic Pruning,0.9,0.001
66.81,10,Stochastic Pruning,0.9,0.001
64.97,10,Stochastic Pruning,0.9,0.001
66.10000000000001,10,Stochastic Pruning,0.9,0.001
65.13000000000001,10,Stochastic Pruning,0.9,0.001
65.65,10,Stochastic Pruning,0.9,0.001
65.19,10,Sto. Mask -> Original Weights,0.9,0.001
65.72,10,Sto. Mask -> Original Weights,0.9,0.001
67.08000000000001,10,Sto. Mask -> Original Weights,0.9,0.001
66.59,10,Sto. Mask -> Original Weights,0.9,0.001
65.4,10,Sto. Mask -> Original Weights,0.9,0.001
67.32000000000001,10,Sto. Mask -> Original Weights,0.9,0.001
65.71000000000001,10,Sto. Mask -> Original Weights,0.9,0.001
66.74000000000001,10,Sto. Mask -> Original Weights,0.9,0.001
65.83000000000001,10,Sto. Mask -> Original Weights,0.9,0.001
66.33000000000001,10,Sto. Mask -> Original Weights,0.9,0.001
66.33000000000001,10,Det. Mask -> Sto. Weights,0.9,0.001
66.25,10,Det. Mask -> Sto. Weights,0.9,0.001
66.94,10,Det. Mask -> Sto. Weights,0.9,0.001
66.35000000000001,10,Det. Mask -> Sto. Weights,0.9,0.001
66.55000000000001,10,Det. Mask -> Sto. Weights,0.9,0.001
66.73,10,Det. Mask -> Sto. Weights,0.9,0.001
66.21000000000001,10,Det. Mask -> Sto. Weights,0.9,0.001
66.49000000000001,10,Det. Mask -> Sto. Weights,0.9,0.001
66.58000000000001,10,Det. Mask -> Sto. Weights,0.9,0.001
66.19,10,Det. Mask -> Sto. Weights,0.9,0.001
0.5800000000000125,10,Stochastic Pruning,0.5,0.003
0.3400000000000034,10,Stochastic Pruning,0.5,0.003
0.5500000000000114,10,Stochastic Pruning,0.5,0.003
0.4900000000000091,10,Stochastic Pruning,0.5,0.003
0.35999999999999943,10,Stochastic Pruning,0.5,0.003
0.39000000000000057,10,Stochastic Pruning,0.5,0.003
0.46999999999999886,10,Stochastic Pruning,0.5,0.003
0.5300000000000011,10,Stochastic Pruning,0.5,0.003
0.480000000000004,10,Stochastic Pruning,0.5,0.003
0.39000000000000057,10,Stochastic Pruning,0.5,0.003
0.19000000000001194,10,Sto. Mask -> Original Weights,0.5,0.003
0.13000000000000966,10,Sto. Mask -> Original Weights,0.5,0.003
0.3100000000000023,10,Sto. Mask -> Original Weights,0.5,0.003
0.13000000000000966,10,Sto. Mask -> Original Weights,0.5,0.003
0.3300000000000125,10,Sto. Mask -> Original Weights,0.5,0.003
0.2400000000000091,10,Sto. Mask -> Original Weights,0.5,0.003
0.25,10,Sto. Mask -> Original Weights,0.5,0.003
0.3300000000000125,10,Sto. Mask -> Original Weights,0.5,0.003
0.29000000000000625,10,Sto. Mask -> Original Weights,0.5,0.003
0.27000000000001023,10,Sto. Mask -> Original Weights,0.5,0.003
0.37000000000000455,10,Det. Mask -> Sto. Weights,0.5,0.003
0.27000000000001023,10,Det. Mask -> Sto. Weights,0.5,0.003
0.2400000000000091,10,Det. Mask -> Sto. Weights,0.5,0.003
0.3200000000000074,10,Det. Mask -> Sto. Weights,0.5,0.003
0.3500000000000085,10,Det. Mask -> Sto. Weights,0.5,0.003
0.39000000000000057,10,Det. Mask -> Sto. Weights,0.5,0.003
0.2600000000000051,10,Det. Mask -> Sto. Weights,0.5,0.003
0.46999999999999886,10,Det. Mask -> Sto. Weights,0.5,0.003
0.5200000000000102,10,Det. Mask -> Sto. Weights,0.5,0.003
0.4200000000000017,10,Det. Mask -> Sto. Weights,0.5,0.003
1.6099999999999994,10,Stochastic Pruning,0.8,0.003
1.5200000000000102,10,Stochastic Pruning,0.8,0.003
1.2600000000000051,10,Stochastic Pruning,0.8,0.003
1.75,10,Stochastic Pruning,0.8,0.003
1.5700000000000074,10,Stochastic Pruning,0.8,0.003
1.3100000000000023,10,Stochastic Pruning,0.8,0.003
1.5500000000000114,10,Stochastic Pruning,0.8,0.003
1.3100000000000023,10,Stochastic Pruning,0.8,0.003
1.5900000000000034,10,Stochastic Pruning,0.8,0.003
1.480000000000004,10,Stochastic Pruning,0.8,0.003
5.0800000000000125,10,Sto. Mask -> Original Weights,0.8,0.003
4.5800000000000125,10,Sto. Mask -> Original Weights,0.8,0.003
4.550000000000011,10,Sto. Mask -> Original Weights,0.8,0.003
4.3500000000000085,10,Sto. Mask -> Original Weights,0.8,0.003
5.710000000000008,10,Sto. Mask -> Original Weights,0.8,0.003
4.690000000000012,10,Sto. Mask -> Original Weights,0.8,0.003
5.13000000000001,10,Sto. Mask -> Original Weights,0.8,0.003
5.690000000000012,10,Sto. Mask -> Original Weights,0.8,0.003
4.890000000000001,10,Sto. Mask -> Original Weights,0.8,0.003
4.969999999999999,10,Sto. Mask -> Original Weights,0.8,0.003
6.660000000000011,10,Det. Mask -> Sto. Weights,0.8,0.003
5.88000000000001,10,Det. Mask -> Sto. Weights,0.8,0.003
5.8700000000000045,10,Det. Mask -> Sto. Weights,0.8,0.003
6.420000000000002,10,Det. Mask -> Sto. Weights,0.8,0.003
6.310000000000002,10,Det. Mask -> Sto. Weights,0.8,0.003
6.27000000000001,10,Det. Mask -> Sto. Weights,0.8,0.003
5.950000000000003,10,Det. Mask -> Sto. Weights,0.8,0.003
6.340000000000003,10,Det. Mask -> Sto. Weights,0.8,0.003
6.3700000000000045,10,Det. Mask -> Sto. Weights,0.8,0.003
6.090000000000003,10,Det. Mask -> Sto. Weights,0.8,0.003
37.440000000000005,10,Stochastic Pruning,0.9,0.003
49.60000000000001,10,Stochastic Pruning,0.9,0.003
48.61000000000001,10,Stochastic Pruning,0.9,0.003
50.050000000000004,10,Stochastic Pruning,0.9,0.003
56.11000000000001,10,Stochastic Pruning,0.9,0.003
49.580000000000005,10,Stochastic Pruning,0.9,0.003
49.940000000000005,10,Stochastic Pruning,0.9,0.003
53.13,10,Stochastic Pruning,0.9,0.003
49.34,10,Stochastic Pruning,0.9,0.003
43.86000000000001,10,Stochastic Pruning,0.9,0.003
63.67,10,Sto. Mask -> Original Weights,0.9,0.003
65.16000000000001,10,Sto. Mask -> Original Weights,0.9,0.003
64.93,10,Sto. Mask -> Original Weights,0.9,0.003
65.55000000000001,10,Sto. Mask -> Original Weights,0.9,0.003
66.89,10,Sto. Mask -> Original Weights,0.9,0.003
64.31,10,Sto. Mask -> Original Weights,0.9,0.003
66.2,10,Sto. Mask -> Original Weights,0.9,0.003
64.86000000000001,10,Sto. Mask -> Original Weights,0.9,0.003
64.92,10,Sto. Mask -> Original Weights,0.9,0.003
62.09,10,Sto. Mask -> Original Weights,0.9,0.003
66.35000000000001,10,Det. Mask -> Sto. Weights,0.9,0.003
66.43,10,Det. Mask -> Sto. Weights,0.9,0.003
66.78,10,Det. Mask -> Sto. Weights,0.9,0.003
66.42,10,Det. Mask -> Sto. Weights,0.9,0.003
67.91000000000001,10,Det. Mask -> Sto. Weights,0.9,0.003
66.67,10,Det. Mask -> Sto. Weights,0.9,0.003
66.28,10,Det. Mask -> Sto. Weights,0.9,0.003
68.13000000000001,10,Det. Mask -> Sto. Weights,0.9,0.003
67.57000000000001,10,Det. Mask -> Sto. Weights,0.9,0.003
67.21000000000001,10,Det. Mask -> Sto. Weights,0.9,0.003
1.1000000000000085,10,Stochastic Pruning,0.5,0.005
1.0,10,Stochastic Pruning,0.5,0.005
1.0800000000000125,10,Stochastic Pruning,0.5,0.005
1.0800000000000125,10,Stochastic Pruning,0.5,0.005
1.490000000000009,10,Stochastic Pruning,0.5,0.005
0.8900000000000006,10,Stochastic Pruning,0.5,0.005
1.1099999999999994,10,Stochastic Pruning,0.5,0.005
1.0200000000000102,10,Stochastic Pruning,0.5,0.005
1.0800000000000125,10,Stochastic Pruning,0.5,0.005
1.0200000000000102,10,Stochastic Pruning,0.5,0.005
0.7199999999999989,10,Sto. Mask -> Original Weights,0.5,0.005
0.6800000000000068,10,Sto. Mask -> Original Weights,0.5,0.005
0.7900000000000063,10,Sto. Mask -> Original Weights,0.5,0.005
0.6000000000000085,10,Sto. Mask -> Original Weights,0.5,0.005
0.6700000000000017,10,Sto. Mask -> Original Weights,0.5,0.005
0.4300000000000068,10,Sto. Mask -> Original Weights,0.5,0.005
0.7700000000000102,10,Sto. Mask -> Original Weights,0.5,0.005
0.6700000000000017,10,Sto. Mask -> Original Weights,0.5,0.005
0.8400000000000034,10,Sto. Mask -> Original Weights,0.5,0.005
0.8800000000000097,10,Sto. Mask -> Original Weights,0.5,0.005
0.7600000000000051,10,Det. Mask -> Sto. Weights,0.5,0.005
0.7900000000000063,10,Det. Mask -> Sto. Weights,0.5,0.005
0.6900000000000119,10,Det. Mask -> Sto. Weights,0.5,0.005
0.9000000000000057,10,Det. Mask -> Sto. Weights,0.5,0.005
1.0100000000000051,10,Det. Mask -> Sto. Weights,0.5,0.005
0.9200000000000017,10,Det. Mask -> Sto. Weights,0.5,0.005
0.9100000000000108,10,Det. Mask -> Sto. Weights,0.5,0.005
0.7900000000000063,10,Det. Mask -> Sto. Weights,0.5,0.005
0.8700000000000045,10,Det. Mask -> Sto. Weights,0.5,0.005
0.9300000000000068,10,Det. Mask -> Sto. Weights,0.5,0.005
3.0800000000000125,10,Stochastic Pruning,0.8,0.005
2.760000000000005,10,Stochastic Pruning,0.8,0.005
3.200000000000003,10,Stochastic Pruning,0.8,0.005
2.9200000000000017,10,Stochastic Pruning,0.8,0.005
2.3300000000000125,10,Stochastic Pruning,0.8,0.005
2.740000000000009,10,Stochastic Pruning,0.8,0.005
2.5700000000000074,10,Stochastic Pruning,0.8,0.005
2.6300000000000097,10,Stochastic Pruning,0.8,0.005
3.940000000000012,10,Stochastic Pruning,0.8,0.005
3.3300000000000125,10,Stochastic Pruning,0.8,0.005
8.990000000000009,10,Sto. Mask -> Original Weights,0.8,0.005
7.390000000000001,10,Sto. Mask -> Original Weights,0.8,0.005
9.800000000000011,10,Sto. Mask -> Original Weights,0.8,0.005
11.430000000000007,10,Sto. Mask -> Original Weights,0.8,0.005
7.700000000000003,10,Sto. Mask -> Original Weights,0.8,0.005
9.420000000000002,10,Sto. Mask -> Original Weights,0.8,0.005
9.040000000000006,10,Sto. Mask -> Original Weights,0.8,0.005
11.400000000000006,10,Sto. Mask -> Original Weights,0.8,0.005
12.120000000000005,10,Sto. Mask -> Original Weights,0.8,0.005
11.510000000000005,10,Sto. Mask -> Original Weights,0.8,0.005
7.310000000000002,10,Det. Mask -> Sto. Weights,0.8,0.005
6.420000000000002,10,Det. Mask -> Sto. Weights,0.8,0.005
8.25,10,Det. Mask -> Sto. Weights,0.8,0.005
7.800000000000011,10,Det. Mask -> Sto. Weights,0.8,0.005
6.320000000000007,10,Det. Mask -> Sto. Weights,0.8,0.005
9.900000000000006,10,Det. Mask -> Sto. Weights,0.8,0.005
7.990000000000009,10,Det. Mask -> Sto. Weights,0.8,0.005
8.530000000000001,10,Det. Mask -> Sto. Weights,0.8,0.005
9.5,10,Det. Mask -> Sto. Weights,0.8,0.005
10.840000000000003,10,Det. Mask -> Sto. Weights,0.8,0.005
19.63000000000001,10,Stochastic Pruning,0.9,0.005
19.30000000000001,10,Stochastic Pruning,0.9,0.005
27.590000000000003,10,Stochastic Pruning,0.9,0.005
30.41000000000001,10,Stochastic Pruning,0.9,0.005
30.690000000000012,10,Stochastic Pruning,0.9,0.005
29.16000000000001,10,Stochastic Pruning,0.9,0.005
35.10000000000001,10,Stochastic Pruning,0.9,0.005
20.480000000000004,10,Stochastic Pruning,0.9,0.005
25.310000000000002,10,Stochastic Pruning,0.9,0.005
29.14,10,Stochastic Pruning,0.9,0.005
66.75,10,Sto. Mask -> Original Weights,0.9,0.005
68.99000000000001,10,Sto. Mask -> Original Weights,0.9,0.005
69.96000000000001,10,Sto. Mask -> Original Weights,0.9,0.005
74.29,10,Sto. Mask -> Original Weights,0.9,0.005
70.71000000000001,10,Sto. Mask -> Original Weights,0.9,0.005
69.10000000000001,10,Sto. Mask -> Original Weights,0.9,0.005
73.57000000000001,10,Sto. Mask -> Original Weights,0.9,0.005
70.03,10,Sto. Mask -> Original Weights,0.9,0.005
69.88000000000001,10,Sto. Mask -> Original Weights,0.9,0.005
69.45,10,Sto. Mask -> Original Weights,0.9,0.005
68.57000000000001,10,Det. Mask -> Sto. Weights,0.9,0.005
68.28,10,Det. Mask -> Sto. Weights,0.9,0.005
70.5,10,Det. Mask -> Sto. Weights,0.9,0.005
67.5,10,Det. Mask -> Sto. Weights,0.9,0.005
68.30000000000001,10,Det. Mask -> Sto. Weights,0.9,0.005
66.43,10,Det. Mask -> Sto. Weights,0.9,0.005
68.57000000000001,10,Det. Mask -> Sto. Weights,0.9,0.005
66.35000000000001,10,Det. Mask -> Sto. Weights,0.9,0.005
68.56,10,Det. Mask -> Sto. Weights,0.9,0.005
66.49000000000001,10,Det. Mask -> Sto. Weights,0.9,0.005
-0.04999999999999716,50,Stochastic Pruning,0.5,0.001
0.09000000000000341,50,Stochastic Pruning,0.5,0.001
0.13000000000000966,50,Stochastic Pruning,0.5,0.001
-0.03999999999999204,50,Stochastic Pruning,0.5,0.001
0.10999999999999943,50,Stochastic Pruning,0.5,0.001
0.0,50,Stochastic Pruning,0.5,0.001
0.04000000000000625,50,Stochastic Pruning,0.5,0.001
-0.03999999999999204,50,Stochastic Pruning,0.5,0.001
0.07000000000000739,50,Stochastic Pruning,0.5,0.001
0.09000000000000341,50,Stochastic Pruning,0.5,0.001
0.1600000000000108,50,Stochastic Pruning,0.5,0.001
0.13000000000000966,50,Stochastic Pruning,0.5,0.001
0.1600000000000108,50,Stochastic Pruning,0.5,0.001
0.07000000000000739,50,Stochastic Pruning,0.5,0.001
0.05000000000001137,50,Stochastic Pruning,0.5,0.001
-0.009999999999990905,50,Stochastic Pruning,0.5,0.001
-0.009999999999990905,50,Stochastic Pruning,0.5,0.001
0.10999999999999943,50,Stochastic Pruning,0.5,0.001
-0.01999999999999602,50,Stochastic Pruning,0.5,0.001
0.04000000000000625,50,Stochastic Pruning,0.5,0.001
0.010000000000005116,50,Stochastic Pruning,0.5,0.001
0.1600000000000108,50,Stochastic Pruning,0.5,0.001
0.060000000000002274,50,Stochastic Pruning,0.5,0.001
0.030000000000001137,50,Stochastic Pruning,0.5,0.001
-0.06999999999999318,50,Stochastic Pruning,0.5,0.001
0.07000000000000739,50,Stochastic Pruning,0.5,0.001
0.04000000000000625,50,Stochastic Pruning,0.5,0.001
0.060000000000002274,50,Stochastic Pruning,0.5,0.001
0.0800000000000125,50,Stochastic Pruning,0.5,0.001
0.10000000000000853,50,Stochastic Pruning,0.5,0.001
0.18000000000000682,50,Stochastic Pruning,0.5,0.001
0.010000000000005116,50,Stochastic Pruning,0.5,0.001
0.010000000000005116,50,Stochastic Pruning,0.5,0.001
0.030000000000001137,50,Stochastic Pruning,0.5,0.001
0.0800000000000125,50,Stochastic Pruning,0.5,0.001
0.09000000000000341,50,Stochastic Pruning,0.5,0.001
0.020000000000010232,50,Stochastic Pruning,0.5,0.001
0.060000000000002274,50,Stochastic Pruning,0.5,0.001
0.020000000000010232,50,Stochastic Pruning,0.5,0.001
0.020000000000010232,50,Stochastic Pruning,0.5,0.001
0.10000000000000853,50,Stochastic Pruning,0.5,0.001
0.030000000000001137,50,Stochastic Pruning,0.5,0.001
-0.03999999999999204,50,Stochastic Pruning,0.5,0.001
-0.030000000000001137,50,Stochastic Pruning,0.5,0.001
0.05000000000001137,50,Stochastic Pruning,0.5,0.001
0.0800000000000125,50,Stochastic Pruning,0.5,0.001
-0.01999999999999602,50,Stochastic Pruning,0.5,0.001
0.0,50,Stochastic Pruning,0.5,0.001
-0.01999999999999602,50,Stochastic Pruning,0.5,0.001
0.0800000000000125,50,Stochastic Pruning,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.15000000000000568,50,Sto. Mask -> Original Weights,0.5,0.001
0.0800000000000125,50,Sto. Mask -> Original Weights,0.5,0.001
0.010000000000005116,50,Sto. Mask -> Original Weights,0.5,0.001
0.13000000000000966,50,Sto. Mask -> Original Weights,0.5,0.001
0.030000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.060000000000002274,50,Sto. Mask -> Original Weights,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.14000000000000057,50,Sto. Mask -> Original Weights,0.5,0.001
0.09000000000000341,50,Sto. Mask -> Original Weights,0.5,0.001
0.09000000000000341,50,Sto. Mask -> Original Weights,0.5,0.001
0.07000000000000739,50,Sto. Mask -> Original Weights,0.5,0.001
0.060000000000002274,50,Sto. Mask -> Original Weights,0.5,0.001
0.030000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.09000000000000341,50,Sto. Mask -> Original Weights,0.5,0.001
0.10000000000000853,50,Sto. Mask -> Original Weights,0.5,0.001
0.0800000000000125,50,Sto. Mask -> Original Weights,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.010000000000005116,50,Sto. Mask -> Original Weights,0.5,0.001
-0.030000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.060000000000002274,50,Sto. Mask -> Original Weights,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.010000000000005116,50,Sto. Mask -> Original Weights,0.5,0.001
0.07000000000000739,50,Sto. Mask -> Original Weights,0.5,0.001
0.13000000000000966,50,Sto. Mask -> Original Weights,0.5,0.001
0.060000000000002274,50,Sto. Mask -> Original Weights,0.5,0.001
0.07000000000000739,50,Sto. Mask -> Original Weights,0.5,0.001
0.04000000000000625,50,Sto. Mask -> Original Weights,0.5,0.001
-0.03999999999999204,50,Sto. Mask -> Original Weights,0.5,0.001
0.060000000000002274,50,Sto. Mask -> Original Weights,0.5,0.001
0.12000000000000455,50,Sto. Mask -> Original Weights,0.5,0.001
0.020000000000010232,50,Sto. Mask -> Original Weights,0.5,0.001
0.10999999999999943,50,Sto. Mask -> Original Weights,0.5,0.001
0.030000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
-0.030000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.10000000000000853,50,Sto. Mask -> Original Weights,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.12000000000000455,50,Sto. Mask -> Original Weights,0.5,0.001
0.07000000000000739,50,Sto. Mask -> Original Weights,0.5,0.001
0.020000000000010232,50,Sto. Mask -> Original Weights,0.5,0.001
0.10999999999999943,50,Sto. Mask -> Original Weights,0.5,0.001
0.04000000000000625,50,Sto. Mask -> Original Weights,0.5,0.001
0.10999999999999943,50,Sto. Mask -> Original Weights,0.5,0.001
0.10000000000000853,50,Sto. Mask -> Original Weights,0.5,0.001
0.05000000000001137,50,Sto. Mask -> Original Weights,0.5,0.001
0.10999999999999943,50,Sto. Mask -> Original Weights,0.5,0.001
0.010000000000005116,50,Sto. Mask -> Original Weights,0.5,0.001
0.060000000000002274,50,Sto. Mask -> Original Weights,0.5,0.001
0.14000000000000057,50,Sto. Mask -> Original Weights,0.5,0.001
0.04000000000000625,50,Det. Mask -> Sto. Weights,0.5,0.001
0.10999999999999943,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.10999999999999943,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1700000000000017,50,Det. Mask -> Sto. Weights,0.5,0.001
0.0,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.060000000000002274,50,Det. Mask -> Sto. Weights,0.5,0.001
0.14000000000000057,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1700000000000017,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1600000000000108,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1700000000000017,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1600000000000108,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.07000000000000739,50,Det. Mask -> Sto. Weights,0.5,0.001
0.18000000000000682,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1700000000000017,50,Det. Mask -> Sto. Weights,0.5,0.001
0.09000000000000341,50,Det. Mask -> Sto. Weights,0.5,0.001
0.060000000000002274,50,Det. Mask -> Sto. Weights,0.5,0.001
0.07000000000000739,50,Det. Mask -> Sto. Weights,0.5,0.001
0.23000000000000398,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1600000000000108,50,Det. Mask -> Sto. Weights,0.5,0.001
0.13000000000000966,50,Det. Mask -> Sto. Weights,0.5,0.001
0.19000000000001194,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1600000000000108,50,Det. Mask -> Sto. Weights,0.5,0.001
0.04000000000000625,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.0800000000000125,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1700000000000017,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1600000000000108,50,Det. Mask -> Sto. Weights,0.5,0.001
0.060000000000002274,50,Det. Mask -> Sto. Weights,0.5,0.001
0.10999999999999943,50,Det. Mask -> Sto. Weights,0.5,0.001
0.13000000000000966,50,Det. Mask -> Sto. Weights,0.5,0.001
0.10999999999999943,50,Det. Mask -> Sto. Weights,0.5,0.001
0.1600000000000108,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.10999999999999943,50,Det. Mask -> Sto. Weights,0.5,0.001
0.07000000000000739,50,Det. Mask -> Sto. Weights,0.5,0.001
0.060000000000002274,50,Det. Mask -> Sto. Weights,0.5,0.001
0.09000000000000341,50,Det. Mask -> Sto. Weights,0.5,0.001
0.0,50,Det. Mask -> Sto. Weights,0.5,0.001
0.07000000000000739,50,Det. Mask -> Sto. Weights,0.5,0.001
0.04000000000000625,50,Det. Mask -> Sto. Weights,0.5,0.001
0.13000000000000966,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
0.09000000000000341,50,Det. Mask -> Sto. Weights,0.5,0.001
0.09000000000000341,50,Det. Mask -> Sto. Weights,0.5,0.001
0.12000000000000455,50,Det. Mask -> Sto. Weights,0.5,0.001
3.8200000000000074,50,Stochastic Pruning,0.8,0.001
4.219999999999999,50,Stochastic Pruning,0.8,0.001
4.0800000000000125,50,Stochastic Pruning,0.8,0.001
4.210000000000008,50,Stochastic Pruning,0.8,0.001
4.310000000000002,50,Stochastic Pruning,0.8,0.001
3.760000000000005,50,Stochastic Pruning,0.8,0.001
4.170000000000002,50,Stochastic Pruning,0.8,0.001
3.450000000000003,50,Stochastic Pruning,0.8,0.001
4.1000000000000085,50,Stochastic Pruning,0.8,0.001
4.070000000000007,50,Stochastic Pruning,0.8,0.001
4.219999999999999,50,Stochastic Pruning,0.8,0.001
4.490000000000009,50,Stochastic Pruning,0.8,0.001
4.260000000000005,50,Stochastic Pruning,0.8,0.001
4.040000000000006,50,Stochastic Pruning,0.8,0.001
3.8100000000000023,50,Stochastic Pruning,0.8,0.001
3.8200000000000074,50,Stochastic Pruning,0.8,0.001
4.070000000000007,50,Stochastic Pruning,0.8,0.001
4.140000000000001,50,Stochastic Pruning,0.8,0.001
3.910000000000011,50,Stochastic Pruning,0.8,0.001
3.8900000000000006,50,Stochastic Pruning,0.8,0.001
