,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95
0.001,10.0,10.0,9.999,9.998000000000001,9.998000000000001,10.0,10.0,10.0,10.0,10.0
0.002,10.001,9.992,9.983,9.998000000000001,9.986,10.0,10.0,10.0,10.0,10.0
0.003,10.001999999999999,9.908,9.734,9.98,9.981,10.0,10.0,10.0,10.0,10.0
0.004,10.004999999999999,10.0,9.997,9.997,10.0,10.0,10.0,10.0,10.0,10.0
0.005,9.944,9.999999999999998,10.006,9.996,10.0,9.996,10.0,10.0,10.0,10.0
0.006,10.0,10.0,9.982,10.0,9.996,10.0,10.0,10.0,10.0,10.0
0.007,9.999,10.003,10.0,10.0,10.0,9.997,10.0,10.0,10.0,10.0
0.008,10.0,10.0,9.999,9.998,9.996,10.0,10.0,10.0,10.0,10.0
0.009000000000000001,10.0,9.978,10.0,9.998000000000001,10.0,10.0,10.0,10.0,10.0,10.0
0.01,9.998000000000001,10.015,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
