,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95
0.001,-0.0001054073995995058,0.0002459505990653637,-7.026419336699626e-05,-7.031607073800314e-05,-5.000882520589389e-17,-0.0009143982556094995,-0.002959205242020776,-0.01418210541433291,-0.05666373325510914,-0.07297830374753446
0.002,0.0002810863989318657,-0.000843259196795647,-0.0003864530635187789,-3.515803536900157e-05,0.0004222527182518397,-0.0030948864036013067,-0.01004016064257036,-0.037842883814447816,-0.12652781851960507,-0.056962524654832335
0.003,-0.0002810863989319156,-0.0012297529953269684,-0.0012296233839234826,-0.0017227437330801776,-0.0026742672155952185,-0.008827460082999243,-0.02233495385048974,-0.08792905356886403,-0.21281900850689361,-0.27668639053254435
0.004,-0.00031622219879841757,-0.0019324689926567076,-0.002318718381112973,-0.0036212776430053126,-0.008198740279390592,-0.023457832172750936,-0.05298386528570429,-0.18066925175929924,-0.24660213161239866,-0.5032741617357002
0.005,-0.000737851797196191,-0.0018621973929237037,-0.004813097245643586,-0.009703617761839487,-0.019740314578275145,-0.04948301329394389,-0.11618403438314663,-0.2577911819617981,-0.30962158990906424,-0.3990532544378698
0.006,-0.0012648887951934704,-0.002213555391588573,-0.005234682405845963,-0.017825123932074752,-0.04032513459305397,-0.08071323063937545,-0.1896709645599944,-0.3697759586385179,-0.4295981226166032,-0.560473372781065
0.007,-0.001545975194125336,-0.0035838515863813995,-0.013701517706576702,-0.029638223816053185,-0.06900313170766041,-0.13856650488851371,-0.2660114140773621,-0.4107065919862129,-0.6311234966265767,-0.7334122287968442
0.008,-0.0016865183935912938,-0.006324443975967202,-0.016512085441259094,-0.04377175403438462,-0.10827263450508466,-0.2057044383484561,-0.36630733460156417,-0.5620422231796639,-0.73917082233304,-0.7215779092702169
0.009000000000000001,-0.0016865183935912441,-0.007062295773163345,-0.020341483979763837,-0.06887459128783889,-0.14694394595165214,-0.29749595554617714,-0.4939759036144578,-0.5500502656900762,-0.6850004889019264,-0.7473767258382643
0.01,-0.0031270861881171745,-0.00983802396261555,-0.03432405845980887,-0.08877403930668354,-0.18769133326295795,-0.42150242667229376,-0.4676601141407737,-0.7550983771362918,-0.8214041263322578,-0.695542406311637
