,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95
0.001,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.002,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.003,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.004,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.005,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.006,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.007,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.008,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.009000000000000001,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.01,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
