Ranks,Rf_level,sample,jacob_cov,jacob_cov_rank,snip,snip_rank,synflow,synflow_rank,grad_norm,grad_norm_rank,fisher,fisher_rank
3,3,4,3688.8866654552708,5.0,36.454856872558594,7.0,131610666836.28532,1.0,5.143777847290039,7.0,0.002905352273955941,7.0
2,4,4,3634.2659140294845,7.0,34.02816390991211,8.0,128407574722.03664,2.0,4.805179119110107,8.0,0.0028082099743187428,8.0
1,5,4,3772.3933790796186,3.0,41.16573715209961,6.0,102242844003.14178,3.0,5.6772661209106445,6.0,0.0034252554178237915,6.0
4,6,4,3912.240332030295,1.0,43.98728942871094,5.0,86035408934.30203,4.0,6.186100006103516,5.0,0.0036640986800193787,5.0
5,7,4,3738.39486855872,4.0,53.224822998046875,3.0,47068292312.21239,5.0,7.535091400146484,3.0,0.004392166621983051,3.0
6,8,4,3656.6997492444384,6.0,50.65269470214844,4.0,37351986127.979454,6.0,7.158015251159668,4.0,0.004218011163175106,4.0
7,9,4,3632.020063516584,8.0,93.36680603027344,1.0,32224425944.58479,7.0,14.378602027893066,1.0,0.014811664819717407,2.0
8,10,4,3893.8779961130354,2.0,92.28800964355469,2.0,20958116540.776207,8.0,14.33935546875,2.0,0.015029394067823887,1.0
