Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143872528.0,0.8126370310783386,4.044630259159021e-06,82.1,0.7260026931762695,2.953909643110819e-06,81.01
0,4460048368.0,0.4457860291004181,2.472089136063005e-06,92.54,0.37182265520095825,2.2719946173310746e-06,88.87
10,47621806768.0,0.11253512650728226,4.9451605264039245e-06,97.42,0.15647189319133759,3.396251258891425e-06,92.09
20,90783565168.0,0.10683049261569977,4.962675120623317e-06,97.06,0.15502387285232544,3.5690777622221503e-06,92.14
30,133945323568.0,0.11488693952560425,5.63576077183825e-06,97.32,0.1412704735994339,4.097558303328697e-06,92.27
40,177107081968.0,0.07133215665817261,7.315715265576728e-06,97.76,0.13011588156223297,5.7425950217293575e-06,92.63
50,220268840368.0,0.06478741019964218,6.531943654408678e-06,98.18,0.1317175030708313,7.2291813921765424e-06,92.77
60,263430598768.0,0.06494469195604324,1.0947492228297051e-05,97.9,0.13184423744678497,7.353325599979144e-06,92.77
70,306592357168.0,0.059067536145448685,8.091400559351314e-06,98.06,0.13528305292129517,7.909759915492032e-06,92.81
80,349754115568.0,0.052951447665691376,1.146971590060275e-05,98.06,0.13344796001911163,9.416599823452998e-06,92.88
90,392915873968.0,0.05138467997312546,1.401712233928265e-05,98.22,0.13732026517391205,1.0819659109984059e-05,92.96
