Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,163384320.0,0.4326922297477722,96.44,0.4222858548164367,91.75,0,0.003,resnet18,GMP,cifar10,0.85
0,19769502720.0,0.3005836606025696,98.66,0.3072818219661712,93.79,0,0.003,resnet18,GMP,cifar10,0.85
10,215830686720.0,0.1250277161598205,98.74,0.1325190067291259,93.76,0,0.003,resnet18,GMP,cifar10,0.85
20,411891870720.0,0.0786971226334571,98.86,0.1086583584547042,93.63,0,0.003,resnet18,GMP,cifar10,0.85
30,607953054720.0,0.0602778568863868,98.8,0.1147343814373016,93.56,0,0.003,resnet18,GMP,cifar10,0.85
40,804014238720.0,0.0537582114338874,98.84,0.1207524389028549,93.47,0,0.003,resnet18,GMP,cifar10,0.85
50,1000075422720.0,0.0539615824818611,99.1,0.1273533701896667,93.57,0,0.003,resnet18,GMP,cifar10,0.85
60,1196136606720.0,0.0470419488847255,99.0,0.131282776594162,93.64,0,0.003,resnet18,GMP,cifar10,0.85
70,1392197790720.0,0.0415205806493759,99.38,0.1311801522970199,93.66,0,0.003,resnet18,GMP,cifar10,0.85
80,1588258974720.0,0.0399823412299156,99.4,0.1496936827898025,93.71,0,0.003,resnet18,GMP,cifar10,0.85
90,1784320158720.0,0.0406472459435462,99.32,0.1460356265306472,93.78,0,0.003,resnet18,GMP,cifar10,0.85
100,1980381342720.0,0.0498203970491886,99.5,0.1437010616064071,93.79,0,0.003,resnet18,GMP,cifar10,0.85
101,1980381342720.0,0.0330560579895973,99.34,0.1437010616064071,93.79,0,0.003,resnet18,GMP,cifar10,0.85
-1,163540896.0,0.524840772151947,94.46,0.4919898211956024,90.05,1,0.003,resnet18,GMP,cifar10,0.85
0,19788448416.0,0.3117878139019012,98.76,0.3048436045646667,93.78,1,0.003,resnet18,GMP,cifar10,0.85
10,216037523616.0,0.1274830400943756,99.0,0.1403706073760986,93.73,1,0.003,resnet18,GMP,cifar10,0.85
20,412286598816.0,0.0797783359885215,98.84,0.1190979406237602,93.56,1,0.003,resnet18,GMP,cifar10,0.85
30,608535674016.0,0.0605857484042644,98.82,0.1214230954647064,93.57,1,0.003,resnet18,GMP,cifar10,0.85
40,804784749216.0,0.0486384108662605,98.86,0.1309902369976043,93.58,1,0.003,resnet18,GMP,cifar10,0.85
50,1001033824416.0,0.0496385730803012,99.02,0.1254403740167617,93.71,1,0.003,resnet18,GMP,cifar10,0.85
