layer_names,pr
features.0,0.0
features.4,0.7040473
features.8,0.6284858
features.11,0.656996
features.15,0.6149597
features.18,0.7221849
features.21,0.6991645
features.24,0.66068524
features.28,0.69168854
features.31,0.7847888
features.34,0.7959709
features.37,0.8099115
features.40,0.813847
features.43,0.7994461
features.46,0.8155009
features.49,0.9531089
classifier,0.0
