Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
-1,0.0,3.1522912979125977,19.64,3.1633963584899902,19.06,0
0,3499728000.0,2.1352758407592773,27.02,2.1458685398101807,25.01,0
10,38497008000.0,0.2674248814582824,97.38,0.2582699060440063,92.02,0
20,73494288000.0,0.2697587013244629,97.48,0.2615941166877746,92.2,0
30,108491568000.0,0.252937912940979,98.3,0.252086728811264,92.47,0
40,143488848000.0,0.1487070471048355,98.56,0.1839743107557296,92.76,0
50,178486128000.0,0.0983190611004829,98.82,0.1552303582429886,92.95,0
60,213483408000.0,0.0919668525457382,98.94,0.1525551676750183,92.89,0
70,248480688000.0,0.0924587249755859,98.94,0.1526321470737457,92.85,0
80,283477968000.0,0.0692427307367324,98.82,0.1471281349658966,92.94,0
90,318475248000.0,0.0638830289244651,99.12,0.1340256184339523,93.08,0
100,353472528000.0,0.060614425688982,99.08,0.1360813826322555,93.06,0
101,353472528000.0,0.056437000632286,98.94,0.1360813826322555,93.06,0
-1,0.0,3.152094841003418,19.58,3.1633963584899902,19.06,1
0,3499728000.0,2.1320815086364746,27.22,2.1436657905578613,25.02,1
10,38497008000.0,0.2642597556114197,97.66,0.2555074989795685,92.13,1
20,73494288000.0,0.2674157917499542,98.08,0.2585356831550598,92.17,1
30,108491568000.0,0.2557504773139953,98.4,0.2520671784877777,92.48,1
40,143488848000.0,0.1528921425342559,98.98,0.1978814899921417,92.74,1
50,178486128000.0,0.0959179252386093,99.0,0.1705046445131302,92.88,1
60,213483408000.0,0.0935222655534744,99.08,0.1757057309150695,92.87,1
70,248480688000.0,0.0885899290442466,99.02,0.1686317920684814,92.83,1
80,283477968000.0,0.0639408752322197,99.26,0.1585720479488372,92.96,1
90,318475248000.0,0.0716194957494735,99.0,0.1752780526876449,92.93,1
100,353472528000.0,0.0606452897191047,99.14,0.1690458357334137,92.95,1
101,353472528000.0,0.0539631992578506,99.22,0.1690458208322525,92.95,1
-1,0.0,3.1558878421783447,19.9,3.1633963584899902,19.06,2
0,3499728000.0,2.14569091796875,26.94,2.145225763320923,24.99,2
10,38497008000.0,0.2692213654518127,97.64,0.258565217256546,91.81,2
20,73494288000.0,0.2694196105003357,97.8,0.2630994021892547,92.09,2
30,108491568000.0,0.252122551202774,98.34,0.2582182586193084,92.44,2
40,143488848000.0,0.1523385345935821,98.72,0.1859576106071472,92.78,2
50,178486128000.0,0.1051864624023437,98.8,0.1632336527109146,92.85,2
60,213483408000.0,0.0947880148887634,99.22,0.1563630402088165,92.87,2
70,248480688000.0,0.0859865397214889,99.18,0.1541019678115844,92.82,2
80,283477968000.0,0.0668899193406105,99.16,0.1413195729255676,92.96,2
90,318475248000.0,0.0699266791343689,99.38,0.1382230669260025,92.97,2
100,353472528000.0,0.0560600869357585,99.02,0.1382027417421341,93.01,2
101,353472528000.0,0.0562745481729507,99.16,0.1382027417421341,93.01,2
-1,0.0,3.1230738162994385,20.26,3.1633963584899902,19.06,3
0,3499728000.0,2.11979603767395,27.48,2.147883892059326,24.85,3
10,38497008000.0,0.2681256234645843,97.52,0.252191424369812,92.12,3
20,73494288000.0,0.2678812444210052,98.02,0.2537417113780975,92.19,3
30,108491568000.0,0.2483431845903396,98.32,0.2447500228881836,92.48,3
40,143488848000.0,0.1510457545518875,98.82,0.1872196346521377,92.66,3
50,178486128000.0,0.1011217385530471,99.08,0.1662138551473617,92.81,3
60,213483408000.0,0.093773677945137,99.1,0.1576007157564163,92.91,3
