Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,128609440.0,2.0748836994171143,3.6,2.1006436347961426,3.58,0,0.005
0,15561742240.0,0.9608408212661744,22.9,0.9363020062446594,22.35,0,0.005
10,169893070240.0,0.4221243262290954,59.74,0.515736997127533,53.59,0,0.005
20,324224398240.0,0.2744109630584717,68.74,0.5009168982505798,60.18,0,0.005
30,478555726240.0,0.2746444940567016,75.5,0.53789222240448,63.52,0,0.005
40,632887054240.0,0.3439742028713226,79.34,0.5698376893997192,65.3,0,0.005
50,787218382240.0,0.2510028779506683,82.38,0.6540252566337585,66.22,0,0.005
60,941549710240.0,0.3351433575153351,85.04,0.7408546805381775,67.02,0,0.005
70,1095881038240.0,0.2954511940479278,86.26,0.6199043989181519,68.26,0,0.005
80,1250212366240.0,0.2629871964454651,87.76,0.6574189066886902,68.77,0,0.005
90,1404543694240.0,0.3123298287391662,89.4,0.7511575222015381,68.98,0,0.005
100,1558875022240.0,0.2759162485599518,90.28,0.6776620149612427,69.63,0,0.005
101,1558875022240.0,0.2781646251678467,90.14,0.6776620149612427,69.63,0,0.005
-1,128590912.0,1.433571457862854,5.86,1.4531424045562744,5.77,1,0.005
0,15559500352.0,0.8468431234359741,20.46,0.8188782334327698,20.39,1,0.005
10,169868594752.0,0.4206611812114715,58.32,0.5392931699752808,53.0,1,0.005
20,324177689152.0,0.303146094083786,69.36,0.4617965519428253,59.93,1,0.005
30,478486783552.0,0.2657250463962555,74.6,0.5255488753318787,63.23,1,0.005
40,632795877952.0,0.2942122220993042,78.74,0.6022277474403381,65.04,1,0.005
50,787104972352.0,0.380785197019577,82.12,0.603379487991333,66.68,1,0.005
60,941414066752.0,0.3398675620555877,83.84,0.7099483609199524,67.18,1,0.005
70,1095723161152.0,0.3277758359909057,86.64,0.7141795754432678,67.96,1,0.005
80,1250032255552.0,0.2950337827205658,88.0,0.7208356261253357,68.33,1,0.005
90,1404341349952.0,0.3062694072723388,89.28,0.7184576392173767,68.59,1,0.005
100,1558650444352.0,0.3331263065338135,90.16,0.8087679743766785,68.87,1,0.005
101,1558650444352.0,0.3472318053245544,89.92,0.8087679147720337,68.87,1,0.005
-1,128464048.0,2.4374125003814697,3.5,2.4660511016845703,3.1,2,0.005
0,15544149808.0,0.9133989214897156,18.44,0.8914738297462463,17.65,2,0.005
10,169701007408.0,0.3843405544757843,59.92,0.5279958844184875,54.07,2,0.005
20,323857865008.0,0.3077180385589599,70.44,0.5129943490028381,60.85,2,0.005
30,478014722608.0,0.3099212348461151,76.54,0.4898457825183868,64.09,2,0.005
40,632171580208.0,0.2654089331626892,79.6,0.637601375579834,65.62,2,0.005
50,786328437808.0,0.26863694190979,82.26,0.6909804940223694,66.96,2,0.005
60,940485295408.0,0.3034664988517761,85.2,0.641771137714386,67.81,2,0.005
70,1094642153008.0,0.2837710380554199,86.76,0.6058349609375,68.82,2,0.005
80,1248799010608.0,0.2604428827762604,88.38,0.7045756578445435,68.99,2,0.005
90,1402955868208.0,0.3791987597942352,89.36,0.7189651131629944,69.23,2,0.005
100,1557112725808.0,0.304733395576477,90.7,0.771402895450592,69.2,2,0.005
101,1557112725808.0,0.285226970911026,90.74,0.7714029550552368,69.2,2,0.005
-1,128581552.0,1.7036781311035156,4.54,1.773724913597107,3.66,3,0.005
0,15558367792.0,0.990231156349182,22.36,1.0106778144836426,21.42,3,0.005
10,169856230192.0,0.4008459448814392,59.92,0.5150121450424194,53.66,3,0.005
20,324154092592.0,0.3026089370250702,71.02,0.513914167881012,60.77,3,0.005
30,478451954992.0,0.3880989849567413,75.86,0.5203655362129211,63.82,3,0.005
40,632749817392.0,0.2579463720321655,80.02,0.5792890787124634,65.73,3,0.005
50,787047679792.0,0.2779984772205353,82.74,0.6337842345237732,66.81,3,0.005
60,941345542192.0,0.2865917384624481,85.46,0.660889208316803,67.59,3,0.005
70,1095643404592.0,0.2755064070224762,86.88,0.657178521156311,68.28,3,0.005
