Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,143637256.0,1.3067289590835571,75.76,1.3129671812057495,57.62,0,0.005,LAMP,VGG19,cifar100,0.8
0,17380107976.0,0.3521541655063629,92.56,0.3705251216888428,68.7,0,0.005,LAMP,VGG19,cifar100,0.8
10,189744815176.0,0.1342523097991943,95.8,0.2968685030937195,70.57,0,0.005,LAMP,VGG19,cifar100,0.8
20,362109522376.0,0.1117846146225929,96.4,0.294324517250061,70.88,0,0.005,LAMP,VGG19,cifar100,0.8
30,534474229576.0,0.1059819534420967,96.86,0.3150783479213714,70.91,0,0.005,LAMP,VGG19,cifar100,0.8
40,706838936776.0,0.1083117574453353,97.08,0.3396897912025451,70.88,0,0.005,LAMP,VGG19,cifar100,0.8
50,879203643976.0,0.0972963497042656,97.32,0.3307507932186126,71.14,0,0.005,LAMP,VGG19,cifar100,0.8
60,1051568351176.0,0.1001254469156265,97.62,0.340250700712204,71.18,0,0.005,LAMP,VGG19,cifar100,0.8
70,1223933058376.0,0.0776891857385635,97.96,0.3300500512123108,71.21,0,0.005,LAMP,VGG19,cifar100,0.8
80,1396297765576.0,0.0815697982907295,98.28,0.3555350303649902,71.28,0,0.005,LAMP,VGG19,cifar100,0.8
90,1568662472776.0,0.0832839906215667,98.06,0.3578139543533325,71.31,0,0.005,LAMP,VGG19,cifar100,0.8
100,1741027179976.0,0.0891232192516326,98.22,0.3665285408496856,71.4,0,0.005,LAMP,VGG19,cifar100,0.8
101,1741027179976.0,0.0826328545808792,98.04,0.3665285408496856,71.4,0,0.005,LAMP,VGG19,cifar100,0.8
-1,143845640.0,1.434921383857727,73.14,1.4177972078323364,56.77,1,0.005,LAMP,VGG19,cifar100,0.8
0,17405322440.0,0.3921987116336822,92.1,0.3690778017044067,68.52,1,0.005,LAMP,VGG19,cifar100,0.8
10,190020090440.0,0.1612224727869033,95.0,0.3425670564174652,70.27,1,0.005,LAMP,VGG19,cifar100,0.8
20,362634858440.0,0.1068261414766311,96.4,0.3179748058319092,70.66,1,0.005,LAMP,VGG19,cifar100,0.8
30,535249626440.0,0.087997131049633,96.58,0.3705665171146393,70.73,1,0.005,LAMP,VGG19,cifar100,0.8
40,707864394440.0,0.0837352573871612,96.88,0.3412344753742218,70.76,1,0.005,LAMP,VGG19,cifar100,0.8
50,880479162440.0,0.1103366315364837,97.44,0.362825870513916,70.71,1,0.005,LAMP,VGG19,cifar100,0.8
60,1053093930440.0,0.0916244909167289,97.58,0.3995646238327026,71.01,1,0.005,LAMP,VGG19,cifar100,0.8
70,1225708698440.0,0.0861632004380226,97.46,0.4032430648803711,71.08,1,0.005,LAMP,VGG19,cifar100,0.8
80,1398323466440.0,0.0954128578305244,97.9,0.3917630612850189,71.01,1,0.005,LAMP,VGG19,cifar100,0.8
90,1570938234440.0,0.0879324078559875,98.18,0.3817233443260193,71.16,1,0.005,LAMP,VGG19,cifar100,0.8
100,1743553002440.0,0.0906819850206375,97.9,0.4047422707080841,70.99,1,0.005,LAMP,VGG19,cifar100,0.8
101,1743553002440.0,0.0951809585094451,97.82,0.4047422707080841,70.99,1,0.005,LAMP,VGG19,cifar100,0.8
-1,143787832.0,1.42788827419281,74.16,1.3725916147232056,57.82,2,0.005,LAMP,VGG19,cifar100,0.8
0,17398327672.0,0.3603962063789367,92.14,0.356522649526596,68.56,2,0.005,LAMP,VGG19,cifar100,0.8
