Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,182451360.0,2.458047389984131,30.62,2.408220052719116,30.35,0,0.001,resnet50,GMP,cifar100,0.85
0,22076614560.0,1.023146152496338,79.84,0.9249953031539916,64.97,0,0.001,resnet50,GMP,cifar100,0.85
10,241018246560.0,0.2284079045057296,92.1,0.440972626209259,71.88,0,0.001,resnet50,GMP,cifar100,0.85
20,459959878560.0,0.1616820245981216,93.98,0.4634314179420471,73.51,0,0.001,resnet50,GMP,cifar100,0.85
30,678901510560.0,0.1586143672466278,95.66,0.4568555951118469,73.83,0,0.001,resnet50,GMP,cifar100,0.85
40,897843142560.0,0.1717274487018585,96.1,0.4785711765289306,74.37,0,0.001,resnet50,GMP,cifar100,0.85
50,1116784774560.0,0.114550344645977,97.06,0.5236143469810486,74.56,0,0.001,resnet50,GMP,cifar100,0.85
60,1335726406560.0,0.1364019215106964,97.74,0.5666388869285583,74.69,0,0.001,resnet50,GMP,cifar100,0.85
70,1554668038560.0,0.1554386019706726,97.96,0.6164464950561523,74.8,0,0.001,resnet50,GMP,cifar100,0.85
80,1773609670560.0,0.1419106870889663,98.16,0.6040300130844116,74.89,0,0.001,resnet50,GMP,cifar100,0.85
90,1992551302560.0,0.1380925774574279,98.82,0.5954554677009583,74.8,0,0.001,resnet50,GMP,cifar100,0.85
100,2211492934560.0,0.1205001026391983,98.46,0.5892475247383118,74.91,0,0.001,resnet50,GMP,cifar100,0.85
101,2211492934560.0,0.1114753857254982,98.66,0.5892475247383118,74.91,0,0.001,resnet50,GMP,cifar100,0.85
-1,182514240.0,2.561509847640991,29.22,2.490431308746338,28.98,1,0.001,resnet50,GMP,cifar100,0.85
0,22084223040.0,0.9632910490036012,80.46,0.88606196641922,64.35,1,0.001,resnet50,GMP,cifar100,0.85
10,241101311040.0,0.2249670773744583,93.08,0.4426767230033874,72.1,1,0.001,resnet50,GMP,cifar100,0.85
20,460118399040.0,0.1641218513250351,94.98,0.4801765382289886,73.24,1,0.001,resnet50,GMP,cifar100,0.85
30,679135487040.0,0.1419615894556045,96.38,0.4650291800498962,73.97,1,0.001,resnet50,GMP,cifar100,0.85
40,898152575040.0,0.1438241302967071,96.28,0.47056645154953,74.34,1,0.001,resnet50,GMP,cifar100,0.85
50,1117169663040.0,0.1376862674951553,97.76,0.5139128565788269,74.38,1,0.001,resnet50,GMP,cifar100,0.85
60,1336186751040.0,0.178948238492012,97.64,0.5632190704345703,74.37,1,0.001,resnet50,GMP,cifar100,0.85
70,1555203839040.0,0.1199752390384674,97.94,0.5620590448379517,74.58,1,0.001,resnet50,GMP,cifar100,0.85
80,1774220927040.0,0.1254927963018417,98.52,0.5949586033821106,74.71,1,0.001,resnet50,GMP,cifar100,0.85
90,1993238015040.0,0.1213761046528816,98.7,0.6010209918022156,74.67,1,0.001,resnet50,GMP,cifar100,0.85
100,2212255103040.0,0.1152486875653266,98.72,0.580594003200531,74.85,1,0.001,resnet50,GMP,cifar100,0.85
101,2212255103040.0,0.1277840286493301,98.58,0.580594003200531,74.85,1,0.001,resnet50,GMP,cifar100,0.85
-1,182490048.0,2.6061806678771973,27.14,2.513545036315918,27.96,2,0.001,resnet50,GMP,cifar100,0.85
0,22081295808.0,1.068232774734497,80.02,0.8987908959388733,64.93,2,0.001,resnet50,GMP,cifar100,0.85
10,241069353408.0,0.2397534698247909,92.68,0.4233883917331695,71.96,2,0.001,resnet50,GMP,cifar100,0.85
20,460057411008.0,0.1625543236732483,94.42,0.4275946617126465,73.21,2,0.001,resnet50,GMP,cifar100,0.85
30,679045468608.0,0.1594849675893783,95.8,0.4521866738796234,73.85,2,0.001,resnet50,GMP,cifar100,0.85
40,898033526208.0,0.1579645872116089,96.68,0.4893123209476471,74.19,2,0.001,resnet50,GMP,cifar100,0.85
50,1117021583808.0,0.1325166523456573,97.04,0.503756046295166,74.35,2,0.001,resnet50,GMP,cifar100,0.85
60,1336009641408.0,0.1253578960895538,97.76,0.5057410001754761,74.56,2,0.001,resnet50,GMP,cifar100,0.85
70,1554997699008.0,0.1186286434531211,97.76,0.5698720216751099,74.6,2,0.001,resnet50,GMP,cifar100,0.85
80,1773985756608.0,0.1257190108299255,98.52,0.5622808337211609,74.86,2,0.001,resnet50,GMP,cifar100,0.85
90,1992973814208.0,0.1259022355079651,98.72,0.5923945903778076,75.02,2,0.001,resnet50,GMP,cifar100,0.85
