Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.5958303213119507,58.36,0.5776318311691284,58.28,0,0,GMP,resnet18,cifar10,0.85
0,20823932160.0,0.4948320090770721,78.86,0.4882680177688598,76.07,0,0,GMP,resnet18,cifar10,0.85
10,229063253760.0,0.2356077879667282,96.44,0.2376619279384613,91.95,0,0,GMP,resnet18,cifar10,0.85
20,437302575360.0,0.1446574330329895,96.76,0.1664777398109436,92.07,0,0,GMP,resnet18,cifar10,0.85
30,645541896960.0,0.1019551828503608,97.36,0.1487839370965957,92.19,0,0,GMP,resnet18,cifar10,0.85
40,853781218560.0,0.0804802253842353,97.6,0.1539393216371536,92.54,0,0,GMP,resnet18,cifar10,0.85
50,1062020540160.0,0.0735965222120285,98.38,0.1394702494144439,92.78,0,0,GMP,resnet18,cifar10,0.85
60,1270259861760.0,0.0636621117591857,98.34,0.1666571348905563,92.95,0,0,GMP,resnet18,cifar10,0.85
70,1478499183360.0,0.0601478852331638,98.68,0.1619087159633636,93.13,0,0,GMP,resnet18,cifar10,0.85
80,1686738504960.0,0.071134939789772,98.74,0.16574527323246,93.2,0,0,GMP,resnet18,cifar10,0.85
90,1894977826560.0,0.0613591857254505,98.88,0.1701278388500213,93.31,0,0,GMP,resnet18,cifar10,0.85
100,2103217148160.0,0.0556702315807342,98.98,0.1729133576154709,93.31,0,0,GMP,resnet18,cifar10,0.85
101,2103217148160.0,0.0532427206635475,98.84,0.172913372516632,93.31,0,0,GMP,resnet18,cifar10,0.85
-1,0.0,0.5772462487220764,59.14,0.5776318311691284,58.28,1,0,GMP,resnet18,cifar10,0.85
0,20823932160.0,0.4880292117595672,78.18,0.4921693801879883,75.56,1,0,GMP,resnet18,cifar10,0.85
10,229063253760.0,0.2403804957866668,96.44,0.2445989251136779,91.66,1,0,GMP,resnet18,cifar10,0.85
20,437302575360.0,0.1472575962543487,96.52,0.1844713687896728,91.96,1,0,GMP,resnet18,cifar10,0.85
30,645541896960.0,0.1046420633792877,97.0,0.1618833690881729,92.18,1,0,GMP,resnet18,cifar10,0.85
40,853781218560.0,0.079376071691513,97.56,0.1712600439786911,92.5,1,0,GMP,resnet18,cifar10,0.85
50,1062020540160.0,0.0662615969777107,97.66,0.1582465171813964,92.6,1,0,GMP,resnet18,cifar10,0.85
60,1270259861760.0,0.0827333033084869,98.5,0.184146910905838,92.8,1,0,GMP,resnet18,cifar10,0.85
70,1478499183360.0,0.0800312906503677,98.74,0.1573649793863296,92.94,1,0,GMP,resnet18,cifar10,0.85
80,1686738504960.0,0.0620586760342121,98.62,0.177151158452034,93.11,1,0,GMP,resnet18,cifar10,0.85
90,1894977826560.0,0.0561750642955303,99.22,0.1615810990333557,93.1,1,0,GMP,resnet18,cifar10,0.85
100,2103217148160.0,0.0697476863861084,99.22,0.1773192435503006,93.2,1,0,GMP,resnet18,cifar10,0.85
101,2103217148160.0,0.0516691692173481,99.14,0.1773192435503006,93.2,1,0,GMP,resnet18,cifar10,0.85
-1,0.0,0.5857859253883362,58.7,0.5776318311691284,58.28,2,0,GMP,resnet18,cifar10,0.85
0,20823932160.0,0.4880282580852508,78.8,0.4893876910209656,75.95,2,0,GMP,resnet18,cifar10,0.85
10,229063253760.0,0.2398219108581543,96.42,0.2453281581401825,91.65,2,0,GMP,resnet18,cifar10,0.85
20,437302575360.0,0.1368131786584854,96.42,0.1667257249355316,92.05,2,0,GMP,resnet18,cifar10,0.85
30,645541896960.0,0.0944867134094238,96.98,0.1485386490821838,92.29,2,0,GMP,resnet18,cifar10,0.85
40,853781218560.0,0.0815494731068611,97.96,0.1527556329965591,92.66,2,0,GMP,resnet18,cifar10,0.85
50,1062020540160.0,0.0733378380537033,98.04,0.1724811494350433,92.81,2,0,GMP,resnet18,cifar10,0.85
60,1270259861760.0,0.0594839453697204,98.22,0.1574475467205047,92.99,2,0,GMP,resnet18,cifar10,0.85
70,1478499183360.0,0.0690239816904068,98.78,0.1757538765668869,93.13,2,0,GMP,resnet18,cifar10,0.85
80,1686738504960.0,0.0564249195158481,98.76,0.1779646724462509,93.2,2,0,GMP,resnet18,cifar10,0.85
90,1894977826560.0,0.0546994172036647,98.96,0.1980603039264679,93.27,2,0,GMP,resnet18,cifar10,0.85
100,2103217148160.0,0.0503001548349857,98.9,0.185344785451889,93.45,2,0,GMP,resnet18,cifar10,0.85
101,2103217148160.0,0.0445646606385707,99.04,0.1853447258472442,93.45,2,0,GMP,resnet18,cifar10,0.85
