Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,163389076.0,4.2662553787231445,12.66,4.337947368621826,9.17,0,0.005,VGG19,GMP,cifar100,0.85
0,19770078196.0,1.0994185209274292,57.94,1.095316767692566,42.34,0,0.005,VGG19,GMP,cifar100,0.85
10,215836969396.0,0.3675435483455658,94.52,0.3973456025123596,69.18,0,0.005,VGG19,GMP,cifar100,0.85
20,411903860596.0,0.2192885279655456,96.28,0.3344014585018158,70.4,0,0.005,VGG19,GMP,cifar100,0.85
30,607970751796.0,0.1589048057794571,96.62,0.3289487659931183,70.64,0,0.005,VGG19,GMP,cifar100,0.85
40,804037642996.0,0.1276315450668335,97.36,0.325985848903656,70.95,0,0.005,VGG19,GMP,cifar100,0.85
50,1000104534196.0,0.1054612398147583,97.58,0.3250578939914703,71.2,0,0.005,VGG19,GMP,cifar100,0.85
60,1196171425396.0,0.0904877260327339,97.86,0.3348292410373688,71.23,0,0.005,VGG19,GMP,cifar100,0.85
70,1392238316596.0,0.0819104611873626,97.82,0.341051310300827,71.46,0,0.005,VGG19,GMP,cifar100,0.85
80,1588305207796.0,0.0873694419860839,97.94,0.3501951694488525,71.5,0,0.005,VGG19,GMP,cifar100,0.85
90,1784372098996.0,0.0835714265704155,98.38,0.3591089844703674,71.57,0,0.005,VGG19,GMP,cifar100,0.85
100,1980438990196.0,0.0818090736865997,98.2,0.3692168593406677,71.54,0,0.005,VGG19,GMP,cifar100,0.85
101,1980438990196.0,0.0745961666107177,98.38,0.3692168593406677,71.54,0,0.005,VGG19,GMP,cifar100,0.85
-1,163413256.0,4.2017011642456055,11.34,4.134051322937012,9.21,1,0.005,VGG19,GMP,cifar100,0.85
0,19773003976.0,1.0866516828536987,57.4,1.0344079732894895,44.01,1,0.005,VGG19,GMP,cifar100,0.85
10,215868911176.0,0.3691759705543518,94.86,0.3736619651317596,69.76,1,0.005,VGG19,GMP,cifar100,0.85
20,411964818376.0,0.2070385068655014,96.56,0.3060345947742462,70.84,1,0.005,VGG19,GMP,cifar100,0.85
30,608060725576.0,0.1418485641479492,97.08,0.3097026348114013,71.13,1,0.005,VGG19,GMP,cifar100,0.85
40,804156632776.0,0.1212654039263725,97.22,0.3191550672054291,71.37,1,0.005,VGG19,GMP,cifar100,0.85
50,1000252539976.0,0.1094911992549896,97.48,0.3249315619468689,71.58,1,0.005,VGG19,GMP,cifar100,0.85
60,1196348447176.0,0.0898251831531524,97.68,0.3395079970359802,71.62,1,0.005,VGG19,GMP,cifar100,0.85
70,1392444354376.0,0.0845930576324462,97.9,0.3461965918540954,71.75,1,0.005,VGG19,GMP,cifar100,0.85
80,1588540261576.0,0.0910215601325035,98.1,0.3548708856105804,71.86,1,0.005,VGG19,GMP,cifar100,0.85
90,1784636168776.0,0.0848704352974891,98.22,0.3593271970748901,71.85,1,0.005,VGG19,GMP,cifar100,0.85
100,1980732075976.0,0.0930782333016395,98.28,0.3758588433265686,71.95,1,0.005,VGG19,GMP,cifar100,0.85
101,1980732075976.0,0.0913663879036903,98.1,0.3758588433265686,71.95,1,0.005,VGG19,GMP,cifar100,0.85
-1,163457308.0,4.364726066589356,12.64,4.435196399688721,9.43,2,0.005,VGG19,GMP,cifar100,0.85
0,19778334268.0,1.081137776374817,58.14,1.0692250728607178,43.01,2,0.005,VGG19,GMP,cifar100,0.85
10,215927103868.0,0.3776437044143677,95.32,0.3628835380077362,69.52,2,0.005,VGG19,GMP,cifar100,0.85
20,412075873468.0,0.2199043184518814,96.34,0.2958808541297912,70.87,2,0.005,VGG19,GMP,cifar100,0.85
30,608224643068.0,0.1511742919683456,97.06,0.3018078804016113,71.13,2,0.005,VGG19,GMP,cifar100,0.85
40,804373412668.0,0.1202465891838073,97.04,0.3050888776779175,71.1,2,0.005,VGG19,GMP,cifar100,0.85
50,1000522182268.0,0.1103420630097389,97.68,0.3413917124271393,71.49,2,0.005,VGG19,GMP,cifar100,0.85
