Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,56446740.0,4.230556488037109,1.08,4.1848883628845215,1.2,0,0.005,LAMP,VGG19,cifar100,0.95
0,6830055540.0,1.1981629133224487,4.28,1.1892696619033811,3.7,0,0.005,LAMP,VGG19,cifar100,0.95
10,74566143540.0,0.2982182204723358,23.16,0.3514026999473572,22.5,0,0.005,LAMP,VGG19,cifar100,0.95
20,142302231540.0,0.2781389355659485,30.42,0.3775643408298492,29.26,0,0.005,LAMP,VGG19,cifar100,0.95
30,210038319540.0,0.3095274269580841,37.14,0.4102164804935455,34.39,0,0.005,LAMP,VGG19,cifar100,0.95
40,277774407540.0,0.2906024158000946,42.04,0.4842020869255066,38.18,0,0.005,LAMP,VGG19,cifar100,0.95
50,345510495540.0,0.2820895314216614,47.16,0.4595943093299866,42.8,0,0.005,LAMP,VGG19,cifar100,0.95
60,413246583540.0,0.2837533056735992,51.82,0.4831485748291015,45.5,0,0.005,LAMP,VGG19,cifar100,0.95
70,480982671540.0,0.2917622327804565,55.4,0.4326500594615936,47.93,0,0.005,LAMP,VGG19,cifar100,0.95
80,548718759540.0,0.2387769222259521,58.12,0.4727911949157715,49.39,0,0.005,LAMP,VGG19,cifar100,0.95
90,616454847540.0,0.2681446671485901,60.54,0.4435903131961822,51.43,0,0.005,LAMP,VGG19,cifar100,0.95
100,684190935540.0,0.2731956243515014,62.78,0.4416859745979309,52.52,0,0.005,LAMP,VGG19,cifar100,0.95
101,684190935540.0,0.2492689341306686,61.84,0.4416859745979309,52.52,0,0.005,LAMP,VGG19,cifar100,0.95
-1,56456736.0,4.646824836730957,1.06,4.641623497009277,1.01,1,0.005,LAMP,VGG19,cifar100,0.95
0,6831265056.0,1.2149535417556765,3.72,1.2188178300857544,3.64,1,0.005,LAMP,VGG19,cifar100,0.95
10,74579348256.0,0.3095679581165313,20.24,0.334808200597763,21.93,1,0.005,LAMP,VGG19,cifar100,0.95
20,142327431456.0,0.2738645076751709,29.22,0.3375141620635986,28.83,1,0.005,LAMP,VGG19,cifar100,0.95
30,210075514656.0,0.286307543516159,35.46,0.3881034851074219,34.27,1,0.005,LAMP,VGG19,cifar100,0.95
40,277823597856.0,0.3043957352638244,41.3,0.4144760966300964,38.58,1,0.005,LAMP,VGG19,cifar100,0.95
50,345571681056.0,0.3108142018318176,46.16,0.4906105697154999,41.89,1,0.005,LAMP,VGG19,cifar100,0.95
60,413319764256.0,0.2620184421539306,51.28,0.4717148840427398,45.19,1,0.005,LAMP,VGG19,cifar100,0.95
70,481067847456.0,0.2778474986553192,53.56,0.4362304508686065,47.8,1,0.005,LAMP,VGG19,cifar100,0.95
80,548815930656.0,0.237198531627655,57.58,0.4589644074440002,50.06,1,0.005,LAMP,VGG19,cifar100,0.95
90,616564013856.0,0.2447076886892318,59.98,0.4885531663894653,51.44,1,0.005,LAMP,VGG19,cifar100,0.95
100,684312097056.0,0.2769862711429596,62.54,0.4950527548789978,53.07,1,0.005,LAMP,VGG19,cifar100,0.95
101,684312097056.0,0.2676953971385956,61.92,0.4950527548789978,53.07,1,0.005,LAMP,VGG19,cifar100,0.95
-1,56463228.0,4.452061176300049,1.74,4.503849983215332,1.44,2,0.005,LAMP,VGG19,cifar100,0.95
0,6832050588.0,1.1826149225234983,4.76,1.2097196578979492,4.06,2,0.005,LAMP,VGG19,cifar100,0.95
10,74587924188.0,0.3208918273448944,21.64,0.344005823135376,22.12,2,0.005,LAMP,VGG19,cifar100,0.95
20,142343797788.0,0.2758274972438812,31.6,0.3426630198955536,29.6,2,0.005,LAMP,VGG19,cifar100,0.95
30,210099671388.0,0.2963032722473144,37.74,0.3974722027778625,34.93,2,0.005,LAMP,VGG19,cifar100,0.95
40,277855544988.0,0.2976759672164917,42.42,0.4072252810001373,39.79,2,0.005,LAMP,VGG19,cifar100,0.95
50,345611418588.0,0.2748450338840484,48.5,0.4229961335659027,42.96,2,0.005,LAMP,VGG19,cifar100,0.95
60,413367292188.0,0.2677252888679504,52.0,0.4472360908985138,45.45,2,0.005,LAMP,VGG19,cifar100,0.95
70,481123165788.0,0.2514912784099579,55.68,0.4386886656284332,47.73,2,0.005,LAMP,VGG19,cifar100,0.95
80,548879039388.0,0.2668957412242889,57.18,0.4435972273349762,49.46,2,0.005,LAMP,VGG19,cifar100,0.95
90,616634912988.0,0.2396110296249389,60.7,0.4501486420631408,51.12,2,0.005,LAMP,VGG19,cifar100,0.95
100,684390786588.0,0.2137055695056915,61.94,0.4437087178230285,52.54,2,0.005,LAMP,VGG19,cifar100,0.95
101,684390786588.0,0.2254458963871002,62.1,0.4437087178230285,52.54,2,0.005,LAMP,VGG19,cifar100,0.95
-1,56430984.0,4.445078372955322,0.94,4.416386127471924,1.04,3,0.005,LAMP,VGG19,cifar100,0.95
0,6828149064.0,1.2425528764724731,4.36,1.2060261964797974,4.14,3,0.005,LAMP,VGG19,cifar100,0.95
10,74545329864.0,0.3016145825386047,22.84,0.3376569449901581,23.47,3,0.005,LAMP,VGG19,cifar100,0.95
20,142262510664.0,0.2644512057304382,32.02,0.3541199266910553,29.96,3,0.005,LAMP,VGG19,cifar100,0.95
30,209979691464.0,0.2987764179706573,37.1,0.4243862628936767,34.29,3,0.005,LAMP,VGG19,cifar100,0.95
40,277696872264.0,0.290075421333313,43.04,0.443999707698822,38.9,3,0.005,LAMP,VGG19,cifar100,0.95
50,345414053064.0,0.2910728454589844,47.12,0.4350331127643585,42.56,3,0.005,LAMP,VGG19,cifar100,0.95
60,413131233864.0,0.2678543925285339,51.02,0.4608423411846161,45.4,3,0.005,LAMP,VGG19,cifar100,0.95
70,480848414664.0,0.2375764846801757,54.26,0.4337609708309173,47.9,3,0.005,LAMP,VGG19,cifar100,0.95
80,548565595464.0,0.2335286736488342,56.96,0.4171247780323028,49.88,3,0.005,LAMP,VGG19,cifar100,0.95
90,616282776264.0,0.2125295102596283,59.46,0.4285921156406402,51.58,3,0.005,LAMP,VGG19,cifar100,0.95
100,683999957064.0,0.2330979704856872,61.92,0.4510653913021087,52.61,3,0.005,LAMP,VGG19,cifar100,0.95
101,683999957064.0,0.2523673474788666,62.48,0.4510653913021087,52.61,3,0.005,LAMP,VGG19,cifar100,0.95
-1,56429148.0,4.267667293548584,1.74,4.347982406616211,1.25,4,0.005,LAMP,VGG19,cifar100,0.95
0,6827926908.0,1.184454083442688,3.82,1.2078553438186646,3.82,4,0.005,LAMP,VGG19,cifar100,0.95
10,74542904508.0,0.3176988363265991,23.54,0.3486890792846679,22.87,4,0.005,LAMP,VGG19,cifar100,0.95
20,142257882108.0,0.2720804810523987,32.5,0.3614561557769775,30.54,4,0.005,LAMP,VGG19,cifar100,0.95
30,209972859708.0,0.2872739434242248,38.54,0.4398055970668793,35.03,4,0.005,LAMP,VGG19,cifar100,0.95
40,277687837308.0,0.3257157802581787,42.36,0.4611447155475616,40.03,4,0.005,LAMP,VGG19,cifar100,0.95
50,345402814908.0,0.2997888922691345,48.44,0.4995243847370147,42.83,4,0.005,LAMP,VGG19,cifar100,0.95
60,413117792508.0,0.2755305171012878,52.74,0.4855861365795135,45.97,4,0.005,LAMP,VGG19,cifar100,0.95
70,480832770108.0,0.2376318871974945,55.78,0.4450127482414245,48.36,4,0.005,LAMP,VGG19,cifar100,0.95
80,548547747708.0,0.2229269295930862,57.68,0.4681476950645447,50.0,4,0.005,LAMP,VGG19,cifar100,0.95
90,616262725308.0,0.2507214546203613,60.9,0.4601413309574127,51.75,4,0.005,LAMP,VGG19,cifar100,0.95
100,683977702908.0,0.2688115537166595,62.98,0.4812563359737396,52.87,4,0.005,LAMP,VGG19,cifar100,0.95
101,683977702908.0,0.2613068521022796,61.88,0.481256365776062,52.87,4,0.005,LAMP,VGG19,cifar100,0.95
-1,56466120.0,4.136009693145752,1.92,4.134137630462647,1.93,5,0.005,LAMP,VGG19,cifar100,0.95
0,6832400520.0,1.134904146194458,4.34,1.1130642890930176,4.35,5,0.005,LAMP,VGG19,cifar100,0.95
10,74591744520.0,0.3382658362388611,22.02,0.3389485776424408,21.38,5,0.005,LAMP,VGG19,cifar100,0.95
20,142351088520.0,0.2870306968688965,30.3,0.3660963475704193,29.37,5,0.005,LAMP,VGG19,cifar100,0.95
30,210110432520.0,0.2908932566642761,37.6,0.433998167514801,34.71,5,0.005,LAMP,VGG19,cifar100,0.95
40,277869776520.0,0.3031474947929382,43.68,0.4501583576202392,39.15,5,0.005,LAMP,VGG19,cifar100,0.95
50,345629120520.0,0.3011713027954101,47.56,0.4693560004234314,42.94,5,0.005,LAMP,VGG19,cifar100,0.95
60,413388464520.0,0.2819894552230835,52.38,0.4879132807254791,46.24,5,0.005,LAMP,VGG19,cifar100,0.95
70,481147808520.0,0.249971330165863,55.78,0.4471285343170166,48.53,5,0.005,LAMP,VGG19,cifar100,0.95
80,548907152520.0,0.2679804861545563,58.26,0.4993272125720978,50.19,5,0.005,LAMP,VGG19,cifar100,0.95
90,616666496520.0,0.2268817871809005,60.68,0.466728538274765,51.76,5,0.005,LAMP,VGG19,cifar100,0.95
100,684425840520.0,0.2603236138820648,63.04,0.4865695834159851,52.7,5,0.005,LAMP,VGG19,cifar100,0.95
101,684425840520.0,0.2786765098571777,62.94,0.4865695834159851,52.7,5,0.005,LAMP,VGG19,cifar100,0.95
