Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,472652080.0,0.2978789508342743,97.48,0.2905765771865845,91.85,0,0.003,LAMP,resnet50,cifar10,0.8
0,57190901680.0,0.0710145905613899,99.5,0.15248803794384,94.07,0,0.003,LAMP,resnet50,cifar10,0.8
10,624373397680.0,0.0332904011011123,99.6,0.1156059429049491,94.23,0,0.003,LAMP,resnet50,cifar10,0.8
20,1191555893680.0,0.0409697294235229,99.62,0.1176663413643837,94.38,0,0.003,LAMP,resnet50,cifar10,0.8
30,1758738389680.0,0.0319084636867046,99.76,0.128114104270935,94.35,0,0.003,LAMP,resnet50,cifar10,0.8
40,2325920885680.0,0.0250694118440151,99.9,0.1034217923879623,94.31,0,0.003,LAMP,resnet50,cifar10,0.8
50,2893103381680.0,0.0263300016522407,99.86,0.1194961369037628,94.38,0,0.003,LAMP,resnet50,cifar10,0.8
60,3460285877680.0,0.0347441844642162,99.92,0.1314358115196228,94.46,0,0.003,LAMP,resnet50,cifar10,0.8
70,4027468373680.0,0.0261009018868207,99.88,0.1405187249183654,94.43,0,0.003,LAMP,resnet50,cifar10,0.8
80,4594650869680.0,0.0155141046270728,99.88,0.1327482610940933,94.48,0,0.003,LAMP,resnet50,cifar10,0.8
90,5161833365680.0,0.0205175280570983,99.92,0.1289858222007751,94.48,0,0.003,LAMP,resnet50,cifar10,0.8
100,5729015861680.0,0.0177003908902406,99.9,0.1443225294351577,94.46,0,0.003,LAMP,resnet50,cifar10,0.8
101,5729015861680.0,0.0206174422055482,99.92,0.1443225145339965,94.46,0,0.003,LAMP,resnet50,cifar10,0.8
-1,472497904.0,0.3555236160755157,97.38,0.3316885232925415,91.67,1,0.003,LAMP,resnet50,cifar10,0.8
0,57172246384.0,0.0820930078625679,99.36,0.1284166574478149,93.72,1,0.003,LAMP,resnet50,cifar10,0.8
10,624169731184.0,0.0350382588803768,99.64,0.1208314970135688,94.29,1,0.003,LAMP,resnet50,cifar10,0.8
20,1191167215984.0,0.0245884004980325,99.74,0.1321304738521576,94.36,1,0.003,LAMP,resnet50,cifar10,0.8
30,1758164700784.0,0.0316484831273555,99.88,0.1487458050251007,94.34,1,0.003,LAMP,resnet50,cifar10,0.8
40,2325162185584.0,0.0246473848819732,99.78,0.1271708905696869,94.39,1,0.003,LAMP,resnet50,cifar10,0.8
50,2892159670384.0,0.0208782982081174,99.84,0.1420217752456665,94.45,1,0.003,LAMP,resnet50,cifar10,0.8
60,3459157155184.0,0.0380859039723873,99.9,0.1705273985862732,94.49,1,0.003,LAMP,resnet50,cifar10,0.8
70,4026154639984.0,0.0167070720344781,99.8,0.1572147011756897,94.49,1,0.003,LAMP,resnet50,cifar10,0.8
80,4593152124784.0,0.018173923715949,99.9,0.1543856114149093,94.39,1,0.003,LAMP,resnet50,cifar10,0.8
90,5160149609584.0,0.0258293729275465,99.86,0.1640122085809707,94.32,1,0.003,LAMP,resnet50,cifar10,0.8
100,5727147094384.0,0.0176232066005468,99.86,0.1730851829051971,94.45,1,0.003,LAMP,resnet50,cifar10,0.8
101,5727147094384.0,0.0237235464155673,99.92,0.1730852276086807,94.45,1,0.003,LAMP,resnet50,cifar10,0.8
-1,472462672.0,0.266865611076355,97.78,0.3182335793972015,91.97,2,0.003,LAMP,resnet50,cifar10,0.8
0,57167983312.0,0.0623869597911834,99.32,0.1387968510389328,93.93,2,0.003,LAMP,resnet50,cifar10,0.8
10,624123189712.0,0.0351641997694969,99.76,0.1407617479562759,94.38,2,0.003,LAMP,resnet50,cifar10,0.8
20,1191078396112.0,0.0241446625441312,99.64,0.1485158056020736,94.31,2,0.003,LAMP,resnet50,cifar10,0.8
30,1758033602512.0,0.0180519260466098,99.9,0.16183902323246,94.42,2,0.003,LAMP,resnet50,cifar10,0.8
40,2324988808912.0,0.0238926708698272,99.7,0.169001430273056,94.45,2,0.003,LAMP,resnet50,cifar10,0.8
50,2891944015312.0,0.0306839477270841,99.84,0.1621272265911102,94.43,2,0.003,LAMP,resnet50,cifar10,0.8
