Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
20,768566258272.0,0.3692792654037475,50.66,0.6612663865089417,48.03,6,0.005
30,1134405016672.0,0.5063996315002441,57.1,0.8002643585205078,51.61,6,0.005
40,1500243775072.0,0.5473189949989319,60.3,0.893437922000885,54.51,6,0.005
50,1866082533472.0,0.8055819272994995,65.0,1.1153268814086914,57.09,6,0.005
60,2231921291872.0,0.8108614683151245,68.0,1.1257580518722534,59.07,6,0.005
70,2597760050272.0,0.8437190651893616,72.14,0.9446558952331544,60.29,6,0.005
80,2963598808672.0,0.7512922883033752,74.12,1.2515347003936768,61.16,6,0.005
90,3329437567072.0,0.780360221862793,75.96,1.3066035509109497,61.51,6,0.005
100,3695276325472.0,0.7248668670654297,78.08,1.194053292274475,62.53,6,0.005
101,3695276325472.0,0.7418885231018066,78.24,1.194053292274475,62.53,6,0.005
-1,304573024.0,1.629939317703247,8.3,1.5986350774765017,8.48,7,0.005
0,36853335904.0,0.7989481091499329,24.18,0.7518545389175415,25.98,7,0.005
10,402340964704.0,0.3940342366695404,44.72,0.5546435117721558,43.07,7,0.005
20,767828593504.0,0.3758620023727417,51.6,0.5946958065032959,49.24,7,0.005
30,1133316222304.0,0.469827264547348,56.98,0.7615474462509155,52.51,7,0.005
40,1498803851104.0,0.533623456954956,62.3,0.8763231039047241,55.05,7,0.005
50,1864291479904.0,0.6760909557342529,65.4,0.9867011308670044,57.52,7,0.005
60,2229779108704.0,0.6868683099746704,68.14,0.9728984832763672,59.25,7,0.005
70,2595266737504.0,0.853204071521759,71.26,1.1741095781326294,60.08,7,0.005
80,2960754366304.0,0.661421537399292,73.56,1.1691347360610962,61.17,7,0.005
90,3326241995104.0,0.8701624870300293,75.34,1.3682467937469482,61.62,7,0.005
100,3691729623904.0,0.8145537972450256,76.34,1.2748148441314695,62.33,7,0.005
101,3691729623904.0,0.8573859930038452,77.32,1.2748148441314695,62.33,7,0.005
-1,304651648.0,1.9287620782852173,6.08,1.9175821542739868,6.86,8,0.005
0,36862849408.0,0.7856444120407104,24.62,0.7848179936408997,23.73,8,0.005
10,402444827008.0,0.4097445011138916,46.8,0.6032516360282898,43.43,8,0.005
20,768026804608.0,0.4857978820800781,53.4,0.7176187634468079,49.0,8,0.005
30,1133608782208.0,0.451677918434143,59.62,0.7013648748397827,53.18,8,0.005
40,1499190759808.0,0.5557133555412292,64.06,0.8515037894248962,56.31,8,0.005
50,1864772737408.0,0.6997495293617249,67.2,0.98659086227417,58.42,8,0.005
60,2230354715008.0,0.6695149540901184,69.8,1.0531938076019287,59.98,8,0.005
70,2595936692608.0,0.7745935916900635,71.34,0.9818522930145264,61.39,8,0.005
80,2961518670208.0,0.7399893999099731,74.38,1.0796316862106323,62.21,8,0.005
90,3327100647808.0,0.9278651475906372,75.32,1.2331784963607788,62.58,8,0.005
100,3692682625408.0,0.7718881368637085,78.34,1.1478756666183472,63.14,8,0.005
101,3692682625408.0,0.7520342469215393,77.48,1.1478756666183472,63.14,8,0.005
-1,305020048.0,1.9959279298782349,5.48,2.034802198410034,5.77,9,0.005
0,36907425808.0,0.7758874893188477,24.98,0.8119102120399475,24.51,9,0.005
10,402931483408.0,0.424630343914032,45.52,0.5881274938583374,42.94,9,0.005
20,768955541008.0,0.3788233697414398,52.58,0.6591707468032837,49.27,9,0.005
30,1134979598608.0,0.375395655632019,58.28,0.6732679009437561,53.12,9,0.005
40,1501003656208.0,0.432921826839447,61.84,0.7731024026870728,55.59,9,0.005
50,1867027713808.0,0.7132155895233154,65.16,1.0339219570159912,57.22,9,0.005
60,2233051771408.0,0.7962629199028015,68.58,1.1902364492416382,59.13,9,0.005
70,2599075829008.0,0.8833142518997192,70.62,1.125269055366516,60.6,9,0.005
80,2965099886608.0,0.978341579437256,72.98,1.3073195219039917,61.17,9,0.005
90,3331123944208.0,0.9079826474189758,74.4,1.2308900356292725,62.05,9,0.005
100,3697148001808.0,0.869131863117218,76.86,1.1475132703781128,63.09,9,0.005
101,3697148001808.0,0.872270405292511,76.58,1.1475132703781128,63.09,9,0.005
-1,304888096.0,2.1397125720977783,7.18,2.144676446914673,6.53,10,0.005
0,36891459616.0,0.9216054081916808,24.44,0.9039608240127563,23.93,10,0.005
10,402757174816.0,0.375693678855896,46.96,0.5299531817436218,44.64,10,0.005
20,768622890016.0,0.5277838110923767,52.42,0.6909027695655823,49.12,10,0.005
30,1134488605216.0,0.4929041862487793,58.5,0.7799032330513,52.92,10,0.005
40,1500354320416.0,0.6256916522979736,61.3,0.9539391398429872,55.59,10,0.005
50,1866220035616.0,0.8146490454673767,65.68,1.1656091213226318,57.28,10,0.005
60,2232085750816.0,0.5839554667472839,68.88,0.9808372855186462,58.97,10,0.005
70,2597951466016.0,0.8012317419052124,70.96,1.1834954023361206,60.22,10,0.005
80,2963817181216.0,0.6851536631584167,73.56,1.0906221866607666,61.65,10,0.005
90,3329682896416.0,0.8064769506454468,75.42,1.354084849357605,62.24,10,0.005
100,3695548611616.0,0.815019428730011,76.22,1.31093430519104,62.7,10,0.005
101,3695548611616.0,0.7856875658035278,76.96,1.31093430519104,62.7,10,0.005
-1,304734064.0,1.7091209888458252,8.14,1.706666350364685,8.53,11,0.005
0,36872821744.0,0.7925323843955994,25.88,0.7978408336639404,25.57,11,0.005
10,402553698544.0,0.3983147442340851,44.64,0.5432237982749939,42.67,11,0.005
20,768234575344.0,0.3899998068809509,51.68,0.6860352158546448,48.63,11,0.005
30,1133915452144.0,0.4247200489044189,58.22,0.798579216003418,52.58,11,0.005
40,1499596328944.0,0.6325830221176147,62.58,1.013646960258484,55.22,11,0.005
50,1865277205744.0,0.7062801718711853,66.0,1.016728401184082,57.6,11,0.005
60,2230958082544.0,0.8698541522026062,69.36,1.1899971961975098,58.98,11,0.005
70,2596638959344.0,0.7839518785476685,71.6,1.055649995803833,61.0,11,0.005
80,2962319836144.0,0.867842435836792,72.62,1.301596760749817,61.24,11,0.005
90,3328000712944.0,0.844128429889679,74.94,1.2745155096054075,62.53,11,0.005
100,3693681589744.0,1.0735559463500977,76.56,1.5366129875183103,62.6,11,0.005
101,3693681589744.0,1.0689359903335571,76.42,1.5366129875183103,62.6,11,0.005
-1,304774864.0,1.8967034816741943,7.24,1.9244035482406616,6.98,12,0.005
0,36877758544.0,0.7681813836097717,26.74,0.7702165246009827,25.62,12,0.005
10,402607595344.0,0.4101294279098511,45.34,0.5874331593513489,42.41,12,0.005
20,768337432144.0,0.3626849949359894,53.12,0.6746913194656372,48.49,12,0.005
30,1134067268944.0,0.5034447312355042,58.9,0.7676151394844055,52.92,12,0.005
40,1499797105744.0,0.5704047083854675,62.24,0.9078272581100464,55.11,12,0.005
50,1865526942544.0,0.735386073589325,66.56,1.1499396562576294,57.33,12,0.005
60,2231256779344.0,0.7779868245124817,69.78,1.090835690498352,59.56,12,0.005
70,2596986616144.0,0.7481276392936707,71.96,1.102088451385498,60.79,12,0.005
80,2962716452944.0,0.7308335900306702,73.58,1.1990832090377808,61.76,12,0.005
90,3328446289744.0,0.6988958120346069,75.82,1.0803608894348145,62.6,12,0.005
100,3694176126544.0,0.6597861051559448,77.76,1.185163140296936,62.93,12,0.005
101,3694176126544.0,0.7037821412086487,77.22,1.185163140296936,62.93,12,0.005
-1,305021648.0,1.9496532678604128,6.28,2.000145435333252,6.28,13,0.005
0,36907619408.0,0.8394744992256165,21.82,0.8466672897338867,22.48,13,0.005
10,402933597008.0,0.3945549428462982,44.08,0.5672071576118469,42.48,13,0.005
20,768959574608.0,0.507641613483429,51.64,0.7352240085601807,48.44,13,0.005
30,1134985552208.0,0.4828001856803894,57.18,0.7352544665336609,52.3,13,0.005
40,1501011529808.0,0.4569568634033203,60.74,0.7621682286262512,55.3,13,0.005
50,1867037507408.0,0.573680579662323,65.14,0.9041096568107604,57.33,13,0.005
60,2233063485008.0,0.6799848675727844,67.72,1.0405875444412231,59.15,13,0.005
70,2599089462608.0,0.8026367425918579,70.16,1.1921435594558716,60.39,13,0.005
80,2965115440208.0,0.7642569541931152,72.64,1.0664489269256592,61.69,13,0.005
90,3331141417808.0,0.7552130222320557,75.34,1.0925182104110718,62.58,13,0.005
100,3697167395408.0,0.7158206701278687,77.18,1.08790385723114,63.38,13,0.005
101,3697167395408.0,0.7176757454872131,76.64,1.08790385723114,63.38,13,0.005
-1,305057008.0,1.8174638748168943,7.84,1.816649317741394,7.62,14,0.005
0,36911897968.0,0.8017833232879639,26.2,0.8096790313720703,25.38,14,0.005
10,402980307568.0,0.3796089291572571,46.18,0.5657979249954224,44.06,14,0.005
20,769048717168.0,0.4235264956951141,54.62,0.67381352186203,49.51,14,0.005
30,1135117126768.0,0.5692307949066162,58.38,0.9577471017837524,52.48,14,0.005
40,1501185536368.0,0.5898789167404175,63.34,0.9381145238876344,54.95,14,0.005
50,1867253945968.0,0.5190829634666443,66.76,0.9156529307365416,57.8,14,0.005
60,2233322355568.0,0.8566555976867676,68.34,1.1476155519485474,59.27,14,0.005
70,2599390765168.0,0.7773717641830444,71.0,1.1284875869750977,60.79,14,0.005
80,2965459174768.0,0.7137764096260071,74.1,1.083674669265747,61.86,14,0.005
90,3331527584368.0,0.8734767436981201,74.78,0.9749428629875184,62.27,14,0.005
100,3697595993968.0,0.7128121256828308,77.3,1.2058336734771729,63.05,14,0.005
101,3697595993968.0,0.723667323589325,77.38,1.2058336734771729,63.05,14,0.005
-1,305283136.0,2.0056042671203613,7.26,2.029810667037964,7.05,15,0.005
0,36939259456.0,0.8232194781303406,25.2,0.8092469573020935,24.83,15,0.005
10,403279022656.0,0.3736257553100586,46.14,0.5229911804199219,43.35,15,0.005
20,769618785856.0,0.3402096629142761,53.52,0.6294952630996704,49.23,15,0.005
30,1135958549056.0,0.5367254018783569,58.38,0.8340995907783508,52.62,15,0.005
40,1502298312256.0,0.5922122597694397,63.08,0.8563174605369568,55.61,15,0.005
50,1868638075456.0,0.657992959022522,66.72,0.9769873023033142,57.56,15,0.005
60,2234977838656.0,0.7581339478492737,69.34,1.0822076797485352,59.13,15,0.005
70,2601317601856.0,0.7080538868904114,71.84,1.095396637916565,60.17,15,0.005
80,2967657365056.0,0.871955394744873,73.7,1.3086336851119995,61.22,15,0.005
90,3333997128256.0,0.8848493695259094,75.22,1.321660041809082,62.11,15,0.005
100,3700336891456.0,0.906396210193634,78.26,1.290851593017578,62.63,15,0.005
101,3700336891456.0,0.960936427116394,77.58,1.290851593017578,62.63,15,0.005
-1,304721104.0,3.114171504974365,3.22,3.1164889335632324,3.56,16,0.005
0,36871253584.0,0.8385254740715027,23.72,0.7948051691055298,24.09,16,0.005
10,402536578384.0,0.4115836918354034,44.82,0.5441489815711975,42.71,16,0.005
20,768201903184.0,0.4246593117713928,52.14,0.676789402961731,48.49,16,0.005
30,1133867227984.0,0.4777186512947082,57.7,0.7972506880760193,52.16,16,0.005
40,1499532552784.0,0.7240146398544312,62.0,0.9967212677001952,54.63,16,0.005
50,1865197877584.0,0.6219654083251953,65.58,1.0121334791183472,57.71,16,0.005
60,2230863202384.0,0.7208731174468994,69.26,0.9987763166427612,59.06,16,0.005
70,2596528527184.0,0.8159415125846863,70.82,1.2096548080444336,60.27,16,0.005
80,2962193851984.0,0.737320601940155,74.44,1.0374466180801392,61.61,16,0.005
90,3327859176784.0,0.8768850564956665,75.32,1.266964316368103,62.16,16,0.005
100,3693524501584.0,0.9870603084564208,76.62,1.3893998861312866,62.76,16,0.005
101,3693524501584.0,0.9464857578277588,77.06,1.3893998861312866,62.76,16,0.005
-1,304865104.0,2.3636157512664795,4.5,2.4018590450286865,4.33,17,0.005
0,36888677584.0,0.7587655186653137,24.96,0.7318714261054993,24.74,17,0.005
10,402726802384.0,0.3790543973445892,45.8,0.5213249325752258,43.4,17,0.005
20,768564927184.0,0.3780403137207031,52.74,0.635197639465332,49.0,17,0.005
30,1134403051984.0,0.5013309121131897,57.44,0.701358437538147,53.36,17,0.005
40,1500241176784.0,0.6283729076385498,61.52,0.8262930512428284,55.95,17,0.005
50,1866079301584.0,0.620726466178894,65.8,0.8181706666946411,58.32,17,0.005
60,2231917426384.0,0.6183863878250122,68.38,0.910461723804474,59.67,17,0.005
70,2597755551184.0,0.6970462799072266,70.56,0.9409884810447692,60.84,17,0.005
80,2963593675984.0,0.6379787921905518,73.92,1.0428544282913208,61.79,17,0.005
90,3329431800784.0,0.7972469329833984,75.44,1.0605539083480835,62.58,17,0.005
100,3695269925584.0,0.6943913102149963,77.38,1.065504789352417,63.3,17,0.005
101,3695269925584.0,0.7125194072723389,77.28,1.0655046701431274,63.3,17,0.005
-1,304708576.0,2.375496387481689,5.32,2.42433500289917,5.13,18,0.005
0,36869737696.0,0.8737386465072632,23.96,0.8761231303215027,23.23,18,0.005
10,402520028896.0,0.4069665372371673,47.2,0.533524215221405,43.66,18,0.005
20,768170320096.0,0.4634991586208343,53.7,0.7499439120292664,49.2,18,0.005
30,1133820611296.0,0.4741308391094208,58.54,0.7872859239578247,52.97,18,0.005
40,1499470902496.0,0.6140208840370178,62.6,0.8799939155578613,55.7,18,0.005
50,1865121193696.0,0.7344584465026855,67.36,0.9722632169723512,57.86,18,0.005
60,2230771484896.0,0.8351901173591614,70.3,1.2519258260726929,59.27,18,0.005
70,2596421776096.0,0.626907467842102,72.36,0.959471583366394,60.66,18,0.005
80,2962072067296.0,0.951040506362915,74.44,1.4527069330215454,61.05,18,0.005
90,3327722358496.0,0.8135854601860046,76.44,1.2068723440170288,62.21,18,0.005
100,3693372649696.0,0.9342963695526124,77.4,1.0972371101379397,62.77,18,0.005
101,3693372649696.0,0.9070539474487304,78.16,1.0972371101379397,62.77,18,0.005
-1,305012512.0,1.8072954416275024,8.26,1.8950707912445068,7.75,19,0.005
0,36906513952.0,0.769797146320343,27.2,0.8085042834281921,25.3,19,0.005
10,402921528352.0,0.3710802793502807,45.8,0.5835448503494263,43.48,19,0.005
20,768936542752.0,0.3961301445960998,53.48,0.7478233575820923,48.91,19,0.005
30,1134951557152.0,0.4487121999263763,58.96,0.8289322257041931,52.27,19,0.005
40,1500966571552.0,0.6102959513664246,62.28,1.0806670188903809,55.23,19,0.005
50,1866981585952.0,0.7474374771118164,65.96,1.173263430595398,57.8,19,0.005
60,2232996600352.0,0.7796400189399719,69.36,1.1584266424179075,59.56,19,0.005
70,2599011614752.0,0.7541933655738831,71.42,1.1741015911102295,60.34,19,0.005
80,2965026629152.0,0.8481464982032776,73.64,1.1909335851669312,61.83,19,0.005
90,3331041643552.0,0.8301334977149963,76.62,1.3678407669067385,62.26,19,0.005
100,3697056657952.0,0.7965265512466431,77.46,1.2509269714355469,63.36,19,0.005
101,3697056657952.0,0.8119327425956726,77.44,1.2509269714355469,63.36,19,0.005
-1,229973728.0,3.179208278656006,12.52,3.214448928833008,12.99,0,0.001
0,27826821088.0,1.0736345052719116,43.0,1.0884320735931396,42.52,0,0.001
10,303795294688.0,0.7256495952606201,64.44,0.9888983368873596,57.36,0,0.001
20,579763768288.0,0.8162309527397156,69.14,1.1566344499588013,60.71,0,0.001
30,855732241888.0,0.9395415782928468,74.1,1.3696284294128418,63.09,0,0.001
40,1131700715488.0,0.7592511177062988,78.0,1.3250067234039309,64.5,0,0.001
50,1407669189088.0,0.8605732321739197,80.76,1.4713386297225952,65.29,0,0.001
60,1683637662688.0,0.9215322136878968,81.86,1.412367820739746,65.92,0,0.001
70,1959606136288.0,0.7511090636253357,84.48,1.255095601081848,66.6,0,0.001
80,2235574609888.0,0.7192120552062988,85.78,1.3927972316741943,66.74,0,0.001
90,2511543083488.0,0.688275933265686,87.22,1.1860661506652832,67.47,0,0.001
100,2787511557088.0,0.7733332514762878,88.7,1.2234458923339844,67.57,0,0.001
101,2787511557088.0,0.7725537419319153,88.4,1.2234458923339844,67.57,0,0.001
-1,229940752.0,3.357858657836914,11.9,3.311556577682495,12.16,1,0.001
0,27822830992.0,1.0298960208892822,43.96,1.0056054592132568,41.98,1,0.001
10,303751733392.0,0.6712307333946228,63.56,0.8126963973045349,56.99,1,0.001
20,579680635792.0,0.7084823250770569,70.7,1.0022693872451782,60.73,1,0.001
30,855609538192.0,0.8509083390235901,74.8,1.1778000593185425,63.17,1,0.001
40,1131538440592.0,0.7772140502929688,78.28,1.2426468133926392,64.68,1,0.001
50,1407467342992.0,0.9920495748519896,79.8,1.2818615436553955,65.28,1,0.001
60,1683396245392.0,0.7869699597358704,82.24,1.270227551460266,65.88,1,0.001
70,1959325147792.0,0.9354531764984132,83.62,1.4437016248703003,66.54,1,0.001
80,2235254050192.0,0.7572650909423828,86.1,1.367629051208496,66.96,1,0.001
90,2511182952592.0,0.9344098567962646,86.94,1.336223006248474,67.41,1,0.001
100,2787111854992.0,0.6755802631378174,88.56,1.3177298307418823,67.98,1,0.001
101,2787111854992.0,0.7139058709144592,88.32,1.3177298307418823,67.98,1,0.001
-1,230121376.0,3.502608060836792,10.92,3.5295798778533936,11.88,2,0.001
0,27844686496.0,1.003402829170227,43.86,1.0194339752197266,40.7,2,0.001
10,303990337696.0,0.599824070930481,62.3,0.7884372472763062,56.85,2,0.001
20,580135988896.0,0.7645168304443359,68.94,1.088912844657898,60.61,2,0.001
30,856281640096.0,0.9689612984657288,73.36,1.2387906312942505,63.04,2,0.001
40,1132427291296.0,1.003125548362732,77.18,1.3012348413467407,64.41,2,0.001
50,1408572942496.0,0.92072993516922,78.98,1.3272228240966797,65.33,2,0.001
60,1684718593696.0,0.8437172174453735,81.48,1.203812837600708,66.24,2,0.001
70,1960864244896.0,0.969566285610199,82.9,1.3672035932540894,66.55,2,0.001
80,2237009896096.0,0.9523840546607972,85.14,1.3543826341629028,66.77,2,0.001
90,2513155547296.0,0.7764183282852173,86.12,1.2985875606536863,67.01,2,0.001
100,2789301198496.0,0.789271354675293,88.22,1.1792271137237549,67.65,2,0.001
101,2789301198496.0,0.837314784526825,87.8,1.1792271137237549,67.65,2,0.001
-1,230138608.0,4.178917407989502,9.74,4.307106018066406,9.07,3,0.001
0,27846771568.0,0.9874631762504578,43.64,1.071292757987976,40.96,3,0.001
10,304013101168.0,0.7213058471679688,63.28,1.1059696674346924,56.77,3,0.001
20,580179430768.0,0.6383865475654602,69.82,1.020522952079773,61.04,3,0.001
30,856345760368.0,0.8056105971336365,73.8,1.1186327934265137,63.44,3,0.001
40,1132512089968.0,1.0220513343811035,77.22,1.469549298286438,64.46,3,0.001
50,1408678419568.0,0.8858429789543152,80.22,1.3888860940933228,66.0,3,0.001
60,1684844749168.0,0.7758030891418457,82.52,1.3685827255249023,66.06,3,0.001
70,1961011078768.0,0.8589421510696411,83.88,1.2782365083694458,66.81,3,0.001
80,2237177408368.0,0.7697659134864807,85.72,1.2852115631103516,67.14,3,0.001
90,2513343737968.0,0.6974096894264221,87.12,1.388862371444702,67.69,3,0.001
100,2789510067568.0,0.9274837970733644,87.18,1.6169899702072144,67.96,3,0.001
101,2789510067568.0,0.9653350710868835,87.06,1.6169899702072144,67.96,3,0.001
-1,230093824.0,3.642877340316773,8.92,3.58686900138855,10.48,4,0.001
0,27841352704.0,0.993799328804016,43.9,1.011711835861206,41.58,4,0.001
10,303953941504.0,0.6167856454849243,63.62,0.826231062412262,57.03,4,0.001
20,580066530304.0,0.912744164466858,69.46,1.1383601427078247,60.53,4,0.001
30,856179119104.0,0.8826141357421875,73.98,1.2303590774536133,63.25,4,0.001
40,1132291707904.0,1.0232998132705688,76.92,1.384582281112671,64.41,4,0.001
50,1408404296704.0,0.923494517803192,79.54,1.4409061670303345,65.27,4,0.001
60,1684516885504.0,0.8615660667419434,82.06,1.262216329574585,66.58,4,0.001
70,1960629474304.0,0.740350067615509,83.5,1.3153702020645142,66.61,4,0.001
80,2236742063104.0,0.7987869381904602,85.46,1.2740352153778076,67.24,4,0.001
90,2512854651904.0,0.8190200328826904,86.4,1.3520307540893557,67.5,4,0.001
100,2788967240704.0,0.7694327235221863,88.3,1.248902678489685,67.54,4,0.001
101,2788967240704.0,0.737237274646759,87.68,1.248902678489685,67.54,4,0.001
-1,230050720.0,3.610075235366821,11.18,3.608103036880493,10.95,5,0.001
0,27836137120.0,1.029085397720337,43.04,1.0332674980163574,40.74,5,0.001
10,303897001120.0,0.6595008373260498,62.0,0.8480285406112671,56.86,5,0.001
20,579957865120.0,0.7838221192359924,67.92,1.0578151941299438,61.15,5,0.001
30,856018729120.0,0.7127863168716431,74.02,1.0705926418304443,63.57,5,0.001
40,1132079593120.0,0.9297072291374208,77.34,1.3136082887649536,64.41,5,0.001
50,1408140457120.0,0.8104890584945679,78.92,1.260308861732483,65.33,5,0.001
60,1684201321120.0,0.7864000201225281,81.38,1.1806365251541138,66.24,5,0.001
70,1960262185120.0,0.7899144887924194,83.1,1.096914291381836,67.0,5,0.001
80,2236323049120.0,0.7946212887763977,84.78,1.2166104316711426,67.31,5,0.001
90,2512383913120.0,0.8484295010566711,86.12,1.2445602416992188,67.66,5,0.001
