Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual
90,416860539136.0,0.0854044929146766,4.995204562874278e-06,94.98,0.1512404829263687,4.213345164316706e-06,91.02,20
-1,152683072.0,0.5301511287689209,2.5499778075754875e-06,84.12,0.4875176250934601,2.5349872885271907e-06,82.54,21
0,4733175232.0,0.4448777139186859,1.9327583231643075e-06,88.28,0.4138185679912567,2.326889898540685e-06,86.24,21
10,50538096832.0,0.1909655183553695,9.847743740465376e-07,93.82,0.1970246285200119,1.1852708894366517e-06,90.57,21
20,96343018432.0,0.1815703809261322,8.875892945070518e-07,94.04,0.1883561313152313,1.245486146217445e-06,90.62,21
30,142147940032.0,0.1687963008880615,1.062321302924829e-06,94.04,0.1774490624666214,1.3797454130326514e-06,90.55,21
40,187952861632.0,0.1351788341999054,1.4572214013242046e-06,93.96,0.149297297000885,1.94087510863028e-06,90.94,21
50,233757783232.0,0.1177077144384384,2.612534217405482e-06,94.2,0.1322816461324691,2.6708351015258813e-06,90.99,21
60,279562704832.0,0.1184665113687515,2.147210580005776e-06,94.74,0.132669061422348,2.7982810024695937e-06,91.0,21
70,325367626432.0,0.1066140383481979,1.951784952325397e-06,94.32,0.1238869950175285,3.158062554575736e-06,91.09,21
80,371172548032.0,0.094560794532299,3.478718554106308e-06,94.92,0.1221604198217392,4.221205017529428e-06,91.25,21
90,416977469632.0,0.0865999832749366,3.81678000849206e-06,95.12,0.1172927692532539,5.318053808878176e-06,91.37,21
-1,152871424.0,0.4676334261894226,1.6255186210401007e-06,88.44,0.4272949397563934,1.6478760471727585e-06,85.74,22
0,4739014144.0,0.3828112483024597,1.4229415228328437e-06,92.04,0.3578391075134277,1.6367539501516148e-06,88.45,22
10,50600441344.0,0.188105434179306,1.2697279316853385e-06,94.92,0.2070732861757278,1.2058093261657632e-06,90.46,22
20,96461868544.0,0.1820898056030273,1.2860090237154509e-06,95.28,0.198211669921875,1.2721166058327071e-06,90.45,22
30,142323295744.0,0.1678543835878372,1.3449530342768412e-06,94.72,0.1879404634237289,1.376066848024493e-06,90.48,22
40,188184722944.0,0.1352149099111557,2.580617319836165e-06,95.56,0.1609961539506912,2.0667373519245302e-06,90.72,22
50,234046150144.0,0.1161653995513916,2.8732133614539634e-06,95.38,0.1442712694406509,2.7956416488450486e-06,90.86,22
60,279907577344.0,0.1132394298911094,4.122363861824852e-06,95.38,0.1470508873462677,2.8880497211503098e-06,90.85,22
70,325769004544.0,0.1127001568675041,2.5433039354538778e-06,95.5,0.1385604590177536,3.2538910090806894e-06,90.87,22
80,371630431744.0,0.0922457873821258,3.409810005905456e-06,95.5,0.1470187753438949,4.077575795236044e-06,90.95,22
90,417491858944.0,0.0899410471320152,4.743103090731893e-06,95.38,0.1409791857004165,5.113433871883899e-06,91.08,22
-1,152792464.0,0.4840566217899322,2.5615502181608463e-06,85.1,0.4666478633880615,2.270460527142859e-06,83.87,23
0,4736566384.0,0.4081041812896728,1.6775583162598195e-06,89.42,0.391602486371994,2.03197691917012e-06,87.4,23
10,50574305584.0,0.1804395318031311,7.73885631133453e-07,94.2,0.2048359364271164,1.0069171594295767e-06,90.65,23
20,96412044784.0,0.1783837974071502,1.062803221429931e-06,93.48,0.1973058879375457,1.0797176628329908e-06,90.65,23
30,142249783984.0,0.16659577190876,8.660081789457763e-07,93.64,0.187530368566513,1.225486471412296e-06,90.58,23
40,188087523184.0,0.1359342783689499,1.8573086890683044e-06,94.0,0.1618499010801315,1.8579881952973665e-06,90.69,23
50,233925262384.0,0.1182418912649154,2.2362241907103453e-06,94.62,0.1443776935338974,2.6252462248521624e-06,91.07,23
60,279763001584.0,0.1159321442246437,3.790932623815024e-06,94.48,0.1424178630113601,2.7775536182161886e-06,91.1,23
70,325600740784.0,0.10608721524477,3.639881470007822e-06,94.06,0.141019195318222,2.988540018122876e-06,91.21,23
80,371438479984.0,0.0974945127964019,3.177747203153558e-06,94.66,0.1322893053293228,3.860662218357902e-06,91.28,23
90,417276219184.0,0.0904824286699295,4.881893346464494e-06,94.92,0.1262269467115402,5.0204080253024586e-06,91.45,23
-1,152695840.0,0.7824552059173584,2.394252987869549e-06,72.08,0.7539275288581848,2.502578809071565e-06,73.83,24
0,4733571040.0,0.4597493708133697,1.73329237895814e-06,86.78,0.4307732880115509,1.8550997538113732e-06,85.44,24
10,50542323040.0,0.1905020624399185,1.40912493407086e-06,94.26,0.2015113532543182,1.0415499218652258e-06,90.43,24
20,96351075040.0,0.187832236289978,1.052309471560875e-06,94.44,0.1950968354940414,1.0914667427641689e-06,90.42,24
30,142159827040.0,0.1736007928848266,1.8793134586303493e-06,94.84,0.1847072690725326,1.2586136790559976e-06,90.54,24
40,187968579040.0,0.1365929692983627,2.0634849988709902e-06,94.78,0.166464701294899,2.0108404896745924e-06,90.72,24
50,233777331040.0,0.1186899319291114,3.1215779472404392e-06,94.86,0.154996857047081,2.8923006993863964e-06,90.82,24
60,279586083040.0,0.1146942600607872,2.7767825940827606e-06,94.86,0.1525257378816604,3.094508883805247e-06,90.82,24
70,325394835040.0,0.112835943698883,3.649429345387034e-06,95.52,0.1524013578891754,3.4317097288294462e-06,90.88,24
80,371203587040.0,0.0968545526266098,4.980763151252177e-06,95.4,0.137600839138031,4.851417997997487e-06,91.1,24
90,417012339040.0,0.0843101739883422,7.337265742535237e-06,95.52,0.1456677764654159,5.989777946524555e-06,91.19,24
-1,152660224.0,0.4878738224506378,2.205550799772027e-06,85.86,0.4807552099227905,2.5612723675294542e-06,84.13,25
0,4732466944.0,0.4090063273906708,1.7160377865366172e-06,89.46,0.4046026468276977,2.2130955130705843e-06,87.0,25
10,50530534144.0,0.1923094540834427,9.647366141507518e-07,94.66,0.2013895511627197,1.1815071729870397e-06,90.74,25
20,96328601344.0,0.1862969696521759,8.59336580560921e-07,94.72,0.1937288045883178,1.2294702855797368e-06,90.8,25
30,142126668544.0,0.173344075679779,1.3598207715403987e-06,94.88,0.1832581013441085,1.40387066949188e-06,90.91,25
40,187924735744.0,0.1368849426507949,1.960131157829892e-06,95.2,0.1572049707174301,2.108750550178229e-06,90.86,25
50,233722802944.0,0.1156369969248771,2.40011650021188e-06,94.58,0.141380488872528,2.972290076286299e-06,90.96,25
60,279520870144.0,0.1126549318432807,2.6113825697393622e-06,94.86,0.1350685060024261,3.169586079820874e-06,91.01,25
70,325318937344.0,0.1108149886131286,3.1362690151581774e-06,94.7,0.1277512609958648,3.534563575158245e-06,90.99,25
80,371117004544.0,0.0973672494292259,4.284891929273726e-06,95.24,0.1353663206100464,4.588021056406433e-06,91.05,25
90,416915071744.0,0.0821403339505195,5.726674771722173e-06,95.3,0.1246717497706413,5.764691195508931e-06,91.14,25
-1,152973568.0,0.5873563885688782,1.306964691139001e-06,74.36,0.5707424283027649,1.5124500123420148e-06,73.62,26
0,4742180608.0,0.4527140855789184,1.0661088936103624e-06,84.48,0.4342265725135803,1.290486466132279e-06,82.77,26
10,50634251008.0,0.2021496593952179,8.503557751282642e-07,94.9,0.2083492428064346,1.0690125691326102e-06,90.6,26
20,96526321408.0,0.1930494010448455,1.1208851447008783e-06,95.0,0.1985874474048614,1.1126243180115123e-06,90.6,26
30,142418391808.0,0.1812102198600769,1.0678824082788196e-06,95.14,0.1864181905984878,1.178316324512707e-06,90.6,26
40,188310462208.0,0.1361268311738968,1.8079352912536704e-06,95.1,0.1525877267122268,1.754549884935841e-06,90.55,26
50,234202532608.0,0.1168601289391517,1.693456397333648e-06,94.76,0.1327244490385055,2.347672761970898e-06,90.64,26
60,280094603008.0,0.1135877221822738,2.099728135362966e-06,94.66,0.1316656619310379,2.472221467542113e-06,90.68,26
70,325986673408.0,0.1091609299182891,3.742543640328222e-06,95.2,0.1327180415391922,2.654233639987069e-06,90.72,26
80,371878743808.0,0.0894499719142913,4.025601811008528e-06,94.68,0.1210540980100631,3.541558271535905e-06,90.83,26
90,417770814208.0,0.0875543653964996,3.31529099639738e-06,95.12,0.1116077974438667,4.329607236286392e-06,90.89,26
-1,152749792.0,0.5225679874420166,1.2510815849964274e-06,79.9,0.476426899433136,1.6628281400699052e-06,79.7,27
0,4735243552.0,0.431546002626419,1.5902161294434336e-06,87.0,0.3868145942687988,1.771903271219344e-06,85.17,27
10,50560181152.0,0.2001317888498306,1.2637699455808615e-06,93.5,0.2020002156496048,1.511245613983192e-06,90.12,27
20,96385118752.0,0.1947891265153885,1.8810297888194327e-06,94.26,0.1945653408765792,1.579220338498999e-06,90.23,27
30,142210056352.0,0.183472067117691,1.690159137979208e-06,94.24,0.1820445358753204,1.7700889429761446e-06,90.44,27
40,188034993952.0,0.1416762471199035,2.448882469252567e-06,94.56,0.1501413732767105,2.5389551865373505e-06,90.65,27
50,233859931552.0,0.1178976520895958,3.6702688248624327e-06,94.86,0.1301742941141128,3.587798119042418e-06,90.86,27
60,279684869152.0,0.1198514029383659,3.7582951790682273e-06,94.46,0.1269476860761642,3.750839596250444e-06,90.88,27
70,325509806752.0,0.106090635061264,3.8550210774701554e-06,94.66,0.1250358819961547,4.022701432404574e-06,90.95,27
80,371334744352.0,0.0981031209230423,4.2871347432082985e-06,94.94,0.1134443879127502,5.246427463134751e-06,91.11,27
90,417159681952.0,0.0810685530304908,5.115045496495441e-06,95.66,0.1141203567385673,6.296612809819635e-06,91.24,27
-1,152933056.0,0.4923972189426422,1.8393542404737677e-06,83.16,0.4875273108482361,1.8267211316924656e-06,82.65,28
0,4740924736.0,0.4123421609401703,1.5295221373889945e-06,88.24,0.4090369045734405,1.648343300075794e-06,86.04,28
10,50620841536.0,0.1903230249881744,9.259372291126056e-07,94.76,0.1870791912078857,1.0187087582380627e-06,90.64,28
20,96500758336.0,0.1766713708639145,8.019756592148042e-07,94.34,0.1788343340158462,1.0663460443538495e-06,90.64,28
30,142380675136.0,0.1662345826625824,1.2050958275722223e-06,94.64,0.1667159646749496,1.1580727914406452e-06,90.68,28
40,188260591936.0,0.1322230398654937,1.3186694332034676e-06,94.96,0.1441826522350311,1.8205236074209097e-06,90.82,28
50,234140508736.0,0.1117810308933258,2.0393590602907352e-06,95.04,0.1347908079624176,2.553214017098071e-06,90.88,28
60,280020425536.0,0.1092634797096252,2.943124400189845e-06,94.82,0.1331996917724609,2.7145813419338083e-06,90.91,28
70,325900342336.0,0.1029694303870201,3.0263734061009018e-06,95.06,0.1261914521455764,2.9691498184547527e-06,90.9,28
80,371780259136.0,0.0906542465090751,3.887153070536442e-06,94.94,0.1297463476657867,3.9093447412597016e-06,91.08,28
90,417660175936.0,0.0798938572406768,5.894167770748027e-06,94.92,0.1301964074373245,4.926706424157601e-06,91.15,28
-1,152837344.0,0.6345746517181396,1.904049327094981e-06,77.34,0.5893475413322449,1.9399910797801567e-06,77.52,29
0,4737957664.0,0.5058789253234863,1.6186754692171237e-06,85.54,0.462380975484848,1.8493701645638796e-06,84.4,29
10,50589160864.0,0.1913159340620041,1.1619360975601012e-06,94.1,0.2033681720495224,1.0530736744840397e-06,90.6,29
20,96440364064.0,0.1851456761360168,1.082521634998557e-06,94.58,0.1956977546215057,1.0967133903250217e-06,90.61,29
30,142291567264.0,0.172203928232193,1.3749942127105896e-06,94.48,0.1846023797988891,1.2272413414393668e-06,90.58,29
40,188142770464.0,0.1397153586149215,2.447280394335394e-06,94.24,0.1513851583003997,1.898066898320394e-06,90.63,29
50,233993973664.0,0.118939571082592,3.2728246424085228e-06,94.78,0.1430393606424331,2.588886900412035e-06,90.86,29
60,279845176864.0,0.121816910803318,2.943407707789447e-06,94.66,0.1398256719112396,2.778894213406602e-06,90.84,29
70,325696380064.0,0.1098409816622734,3.4861379845096963e-06,94.78,0.1327747106552124,3.0577632514905417e-06,90.93,29
80,371547583264.0,0.0959870442748069,3.575294840629794e-06,94.88,0.127629205584526,4.100011665286729e-06,91.01,29
90,417398786464.0,0.087771788239479,4.928730959363747e-06,95.46,0.1212376281619072,5.172957571630832e-06,91.15,29
-1,152544208.0,0.5155033469200134,1.8268362964590776e-06,86.02,0.473276138305664,1.7741118654157615e-06,84.58,30
0,4728870448.0,0.424368143081665,1.5616878954460844e-06,90.16,0.3932411968708038,1.769390905792534e-06,87.46,30
10,50492132848.0,0.193837508559227,9.66958964454534e-07,94.0,0.2049669921398162,9.99358348963142e-07,90.42,30
20,96255395248.0,0.1852369904518127,1.177472654489975e-06,93.96,0.2001220434904098,1.018536181618401e-06,90.51,30
30,142018657648.0,0.1763884276151657,1.3352396308619063e-06,93.92,0.1896658539772033,1.1427820254539256e-06,90.49,30
40,187781920048.0,0.1415494978427887,1.237785681951209e-06,94.4,0.168436050415039,1.8756617237158932e-06,90.49,30
50,233545182448.0,0.1211390346288681,3.169716364936903e-06,94.66,0.1560064256191253,2.67232212536328e-06,90.72,30
60,279308444848.0,0.123230755329132,3.018360075657256e-06,94.42,0.1519176512956619,2.826032414304791e-06,90.75,30
70,325071707248.0,0.1096345633268356,3.7408854041132153e-06,94.54,0.1505641490221023,3.0430264814640395e-06,90.72,30
80,370834969648.0,0.0930367261171341,4.389554760564352e-06,94.7,0.1486366093158722,3.902757725882111e-06,90.88,30
90,416598232048.0,0.0927651897072792,6.194713478180347e-06,95.64,0.1359409838914871,4.977670414518798e-06,91.16,30
-1,152867200.0,0.5301855206489563,1.4459872090810677e-06,84.6,0.5242204070091248,1.5810470586075098e-06,83.08,31
0,4738883200.0,0.4566507041454315,1.7859478020909592e-06,88.94,0.4548840820789337,1.606381715646421e-06,86.24,31
10,50599043200.0,0.1972259134054184,7.682318141633004e-07,93.78,0.2118707746267318,9.121507105191996e-07,90.34,31
20,96459203200.0,0.1856956481933593,1.50932464748621e-06,94.1,0.2044484466314315,9.406435879100172e-07,90.4,31
30,142319363200.0,0.1759970784187317,1.1231655889787362e-06,94.3,0.1904819756746292,1.0452087053636203e-06,90.49,31
40,188179523200.0,0.1397292912006378,2.197421054006554e-06,94.38,0.1650827378034591,1.58920886406122e-06,90.59,31
50,234039683200.0,0.1194831132888794,3.034385372302495e-06,94.52,0.1506637036800384,2.23143274524773e-06,90.61,31
60,279899843200.0,0.1167276799678802,2.079963451251388e-06,94.62,0.1488268077373504,2.3556899577670265e-06,90.68,31
70,325760003200.0,0.1111707836389541,2.73118780569348e-06,95.1,0.1429241895675659,2.6553648240223997e-06,90.66,31
80,371620163200.0,0.099333755671978,3.827457021543523e-06,95.18,0.1352226883172989,3.457538468865096e-06,90.78,31
90,417480323200.0,0.0848542153835296,3.726846216522972e-06,95.08,0.1331553757190704,4.353772510512499e-06,90.92,31
-1,152863312.0,0.6283361911773682,1.672340204095235e-06,79.12,0.6286477446556091,2.518580458854558e-06,77.77,32
0,4738762672.0,0.4698061347007751,1.5419849432873889e-06,87.96,0.4646042883396148,2.2787369289289927e-06,84.55,32
10,50597756272.0,0.190678134560585,1.2435604048732785e-06,94.8,0.2006805092096328,1.276985813092324e-06,90.54,32
20,96456749872.0,0.1794468015432357,1.395726712871692e-06,94.9,0.1933560222387313,1.288252633457887e-06,90.59,32
30,142315743472.0,0.1703769862651825,1.4135796391201438e-06,95.18,0.183387815952301,1.3315693649929017e-06,90.63,32
40,188174737072.0,0.1433325409889221,2.213309016951825e-06,95.36,0.1565389782190323,1.809913669603702e-06,90.6,32
50,234033730672.0,0.1165023893117904,2.8135270895290887e-06,95.4,0.1446360647678375,2.4523633328499272e-06,90.58,32
60,279892724272.0,0.1219242066144943,2.991023848153418e-06,95.62,0.1415930390357971,2.5803924472711515e-06,90.63,32
70,325751717872.0,0.1095566973090171,3.2458992791362107e-06,95.28,0.1393052339553833,2.7552703159017256e-06,90.67,32
80,371610711472.0,0.0945197343826294,4.038680344820023e-06,95.34,0.1361487656831741,3.627626711022458e-06,90.83,32
90,417469705072.0,0.0868954434990882,3.398710077817668e-06,95.98,0.1251434981822967,4.7834532779234e-06,90.83,32
-1,152651776.0,0.5186648964881897,1.9316169073135825e-06,87.98,0.4677612483501434,1.8842714553102269e-06,85.1,33
0,4732205056.0,0.4249574840068817,2.2154886210046243e-06,91.14,0.3887962996959686,1.8406785784463864e-06,87.85,33
10,50527737856.0,0.1893663704395294,8.319574931192619e-07,93.74,0.1915712654590606,1.087478040062706e-06,90.13,33
20,96323270656.0,0.1832585781812667,1.2191314908704951e-06,93.84,0.1846912503242492,1.1827131629615906e-06,90.14,33
30,142118803456.0,0.1723990738391876,1.4790899740546593e-06,94.2,0.1759205311536789,1.336040213573142e-06,90.23,33
40,187914336256.0,0.1406978070735931,1.8675569890547197e-06,94.24,0.1473936736583709,2.1045202629466075e-06,90.31,33
50,233709869056.0,0.1187053099274635,2.071281187454588e-06,94.54,0.1375429034233093,2.9253696993691847e-06,90.51,33
60,279505401856.0,0.1164725199341774,3.7427162169478834e-06,94.74,0.1300254464149475,3.131976427539485e-06,90.52,33
70,325300934656.0,0.1135879978537559,2.384108938713325e-06,94.78,0.1252655833959579,3.385368700037361e-06,90.55,33
80,371096467456.0,0.0966934561729431,5.31286968907807e-06,95.14,0.1203286349773407,4.301175522414269e-06,90.65,33
90,416892000256.0,0.0894678607583046,4.649719812732656e-06,95.24,0.1198070868849754,5.128031716594705e-06,91.07,33
-1,152790016.0,0.6338382959365845,1.4312124676507665e-06,77.72,0.5730611681938171,1.242711164195498e-06,78.42,34
0,4736490496.0,0.4547332227230072,1.3970714007882634e-06,87.38,0.424573540687561,1.6772227127148651e-06,85.53,34
10,50573495296.0,0.1854508072137832,9.598570613889024e-07,94.2,0.2147517204284668,1.1672947266561096e-06,90.24,34
20,96410500096.0,0.1819628924131393,9.641906899560126e-07,94.5,0.2081911265850067,1.1524244882821222e-06,90.41,34
30,142247504896.0,0.1724684089422226,1.0406678256913438e-06,94.5,0.1950902938842773,1.2283170462978887e-06,90.39,34
40,188084509696.0,0.1343956738710403,1.5203064549496048e-06,94.56,0.1643519252538681,1.900089614537137e-06,90.54,34
50,233921514496.0,0.1140096336603164,2.354531261516968e-06,94.58,0.1531846672296524,2.7266914912615903e-06,90.71,34
60,279758519296.0,0.1153867691755294,3.4621882605279097e-06,94.68,0.1493021100759506,2.9475170322257327e-06,90.73,34
70,325595524096.0,0.1131366714835167,2.1720163658756064e-06,95.04,0.1418412029743194,3.325342731841374e-06,90.74,34
80,371432528896.0,0.0965392589569091,3.886799731844803e-06,95.24,0.1372506767511367,4.565531526168343e-06,90.82,34
90,417269533696.0,0.0834580957889556,4.844973773288075e-06,95.5,0.1292937099933624,5.803216026833979e-06,90.97,34
-1,152724544.0,0.8374146819114685,2.837825604729005e-06,67.0,0.7550268769264221,2.82193832390476e-06,70.1,35
0,4734460864.0,0.5744561553001404,2.8127137738920283e-06,81.9,0.5143696665763855,2.738910779953585e-06,81.63,35
10,50551824064.0,0.1838943511247635,1.0478872809471795e-06,94.24,0.1957346200942993,9.302151511292324e-07,90.14,35
20,96369187264.0,0.1791206151247024,7.54443817641004e-07,94.1,0.1904375702142715,9.85465590019885e-07,90.17,35
30,142186550464.0,0.1707387566566467,1.5157637562879245e-06,94.16,0.1835721433162689,1.0834279464688734e-06,90.16,35
40,188003913664.0,0.1353501826524734,1.6780818441475276e-06,94.18,0.1571949869394302,1.832989028116572e-06,90.2,35
50,233821276864.0,0.1137209087610244,2.4460166514472803e-06,94.8,0.1449126601219177,2.7318681077304063e-06,90.33,35
60,279638640064.0,0.1196615695953369,2.82832729681104e-06,94.88,0.140333279967308,2.926833531091688e-06,90.42,35
70,325456003264.0,0.1106333956122398,3.78418712898565e-06,94.56,0.1392230838537216,3.236215206925408e-06,90.46,35
80,371273366464.0,0.0942350029945373,3.9698174987279344e-06,94.44,0.1370433121919632,4.468774022825528e-06,90.55,35
90,417090729664.0,0.0889238864183425,5.291599791235058e-06,95.04,0.1347613483667373,5.986877567920601e-06,90.71,35
-1,152587264.0,0.6233921051025391,1.9160609099344583e-06,79.34,0.6009876728057861,1.9273322777735302e-06,79.09,36
0,4730205184.0,0.4577281475067138,1.2648242773138918e-06,88.16,0.4437335729598999,1.813747758205864e-06,86.08,36
10,50506384384.0,0.1916072070598602,7.787259050928697e-07,94.46,0.2058637887239456,9.744497901920113e-07,90.64,36
20,96282563584.0,0.18549445271492,1.2625145018319015e-06,94.24,0.1975876241922378,1.0280306241838844e-06,90.72,36
30,142058742784.0,0.1746298372745514,9.43767815897445e-07,94.34,0.1864933669567108,1.1987013976977323e-06,90.83,36
40,187834921984.0,0.1393370926380157,1.2770098010150832e-06,94.84,0.1568028032779693,1.831813960961881e-06,90.92,36
50,233611101184.0,0.1174884736537933,2.439470790704945e-06,94.76,0.138118103146553,2.516454060241813e-06,91.04,36
60,279387280384.0,0.1176711991429328,3.024373881999054e-06,95.06,0.135270208120346,2.6334535050409613e-06,91.08,36
70,325163459584.0,0.1105358377099037,2.994882606799365e-06,94.6,0.1374122351408004,2.820413556037238e-06,91.11,36
80,370939638784.0,0.0908111855387687,2.9739676392637197e-06,95.48,0.1254480928182602,3.699213721120032e-06,91.17,36
90,416715817984.0,0.0901230052113533,4.710943358077202e-06,95.32,0.1130054220557212,4.576511855702847e-06,91.33,36
-1,152384656.0,0.5418569445610046,1.49594598042313e-06,79.2,0.5240713357925415,1.384797656101e-06,78.36,37
0,4723924336.0,0.4118675589561462,1.237566380041244e-06,87.1,0.4016739726066589,1.3677622519026045e-06,84.55,37
10,50439321136.0,0.1847711354494094,1.0101156249220369e-06,94.2,0.1886978894472122,1.027772668749094e-06,90.57,37
20,96154717936.0,0.1791568845510482,8.754838631830353e-07,94.54,0.1807026714086532,1.0580829439277295e-06,90.58,37
30,141870114736.0,0.1666918694972992,8.937603297454189e-07,94.38,0.170013278722763,1.1700780078172102e-06,90.65,37
40,187585511536.0,0.1356921792030334,2.1512958028324647e-06,94.7,0.1412482261657714,1.8770399492495928e-06,90.59,37
50,233300908336.0,0.1176628395915031,2.985372702823952e-06,94.92,0.1245597153902053,2.5838294277491518e-06,90.59,37
60,279016305136.0,0.1149803325533866,2.6018456082965717e-06,94.58,0.1222520992159843,2.7346866318112006e-06,90.62,37
70,324731701936.0,0.1089046671986579,2.917725169027108e-06,94.38,0.1195703968405723,3.0459361823886866e-06,90.75,37
80,370447098736.0,0.0960522070527076,2.808923227348714e-06,94.84,0.1087183207273483,4.172282842773711e-06,90.87,37
90,416162495536.0,0.0867883190512657,4.797721430804813e-06,94.8,0.1105774343013763,5.1214865379733965e-06,91.03,37
-1,153013504.0,0.6114341020584106,2.0701222638308536e-06,80.62,0.5610511302947998,2.6917491595668253e-06,80.32,38
0,4743418624.0,0.4623831510543823,1.9043068277824204e-06,87.48,0.4082832932472229,2.156714572265628e-06,85.26,38
10,50647469824.0,0.1902719885110855,9.021346727422496e-07,94.48,0.1991592943668365,1.108590595322312e-06,90.36,38
20,96551521024.0,0.1828062385320663,9.425480129721108e-07,94.5,0.193019688129425,1.1258080121478995e-06,90.31,38
30,142455572224.0,0.1694557666778564,9.531595424050464e-07,94.08,0.1832566857337951,1.236947696270363e-06,90.37,38
40,188359623424.0,0.1368796378374099,1.4605550404667156e-06,94.4,0.1554431170225143,1.850367993938562e-06,90.56,38
50,234263674624.0,0.1187315434217453,2.831817937476444e-06,94.74,0.1434873044490814,2.4128571567416657e-06,90.62,38
60,280167725824.0,0.1136718466877937,2.4606267743365606e-06,94.54,0.1447993963956833,2.458949438732816e-06,90.61,38
70,326071777024.0,0.1084086149930954,3.3570011055417126e-06,94.56,0.135918378829956,2.751903821263113e-06,90.75,38
80,371975828224.0,0.0960060432553291,2.922636667790357e-06,95.3,0.1327171474695205,3.664031055450323e-06,90.91,38
90,417879879424.0,0.0820979177951812,4.719030130218016e-06,95.02,0.1252198964357376,4.920109404338291e-06,91.05,38
-1,152551024.0,0.7519077062606812,1.9097885797236813e-06,73.38,0.7606356143951416,2.1833000118931523e-06,73.15,39
0,4729081744.0,0.4234056174755096,1.5151528032220083e-06,87.64,0.4170160293579101,1.282634912058711e-06,84.56,39
10,50494388944.0,0.1890224367380142,1.410835693604895e-06,95.1,0.1988070905208587,1.1010396292476798e-06,90.54,39
20,96259696144.0,0.1774175465106964,1.6167997500815543e-06,94.9,0.1904995739459991,1.194215087707562e-06,90.5,39
30,142025003344.0,0.1660287827253341,1.0813954531840864e-06,94.84,0.1807819157838821,1.339020514024014e-06,90.48,39
40,187790310544.0,0.1348991692066192,1.8207009588877556e-06,94.82,0.1516222208738327,2.089044073727564e-06,90.53,39
50,233555617744.0,0.1131849214434623,3.5122163808409823e-06,95.34,0.1334438472986221,2.9706927762163104e-06,90.88,39
60,279320924944.0,0.1104233637452125,3.434036443650257e-06,95.52,0.1312370300292968,3.1738927646074444e-06,90.9,39
70,325086232144.0,0.1082762107253074,3.2224436381511623e-06,95.22,0.1304249912500381,3.3819278542068787e-06,90.95,39
80,370851539344.0,0.0892942696809768,3.30604439113813e-06,95.32,0.1271277964115142,4.345457000454189e-06,91.14,39
90,416616846544.0,0.0804171338677406,4.856344730796991e-06,95.34,0.11748006939888,5.634585249936208e-06,91.3,39
-1,152673856.0,0.5689887404441833,1.5248850786520052e-06,78.74,0.5424308776855469,1.913140522447065e-06,78.17,40
0,4732889536.0,0.4478717744350433,1.4951385765016312e-06,86.0,0.4349636137485504,1.8903931504610227e-06,84.59,40
10,50535046336.0,0.1889765709638595,1.025438791657507e-06,94.18,0.2230839133262634,1.1016372809535824e-06,90.53,40
20,96337203136.0,0.1850992292165756,1.3301191756909247e-06,93.82,0.2121544182300567,1.1462659585959043e-06,90.6,40
30,142139359936.0,0.1658304184675216,1.0725816537160426e-06,94.54,0.2034298479557037,1.2279936072445707e-06,90.61,40
40,187941516736.0,0.1338192075490951,1.5559528492303798e-06,94.28,0.1728822290897369,1.7192381847053184e-06,90.66,40
50,233743673536.0,0.1234077364206314,3.340511057103868e-06,93.96,0.1585908234119415,2.387500671829912e-06,90.79,40
60,279545830336.0,0.1132556125521659,2.7461817353469087e-06,94.38,0.1577451527118683,2.481613819327322e-06,90.78,40
70,325347987136.0,0.1052702292799949,2.563163434388116e-06,93.98,0.161038726568222,2.6566735868982505e-06,90.81,40
80,371150143936.0,0.0924542099237442,3.72549607163819e-06,94.68,0.1458470821380615,3.624669261625968e-06,90.91,40
90,416952300736.0,0.0856118574738502,5.357664122129791e-06,94.72,0.1440079808235168,4.613895271177171e-06,91.03,40
-1,152948272.0,0.4827513098716736,1.303546468989225e-06,82.28,0.4762493371963501,1.5540575759587227e-06,80.05,41
0,4741396432.0,0.4123359024524688,1.4793029095017118e-06,86.9,0.4070867300033569,1.5427066273332457e-06,83.94,41
10,50625878032.0,0.1964874416589737,7.16251179255778e-07,94.46,0.2024360448122024,9.806108209886588e-07,90.08,41
20,96510359632.0,0.1838129162788391,1.0388838518338162e-06,94.42,0.1942879259586334,1.0442028042234597e-06,90.1,41
30,142394841232.0,0.170327678322792,1.012346501738648e-06,94.9,0.1879606992006302,1.0906256875387044e-06,90.25,41
40,188279322832.0,0.1349073201417923,1.7997026589000598e-06,94.8,0.1646852046251297,1.705446493360796e-06,90.27,41
50,234163804432.0,0.1123074516654014,2.876347480196273e-06,95.04,0.1520680338144302,2.4740638764342293e-06,90.44,41
60,280048286032.0,0.1126416251063346,3.6995013488194672e-06,94.62,0.1468556672334671,2.659080337252817e-06,90.41,41
70,325932767632.0,0.1073123812675476,3.263546204834711e-06,95.3,0.1456035524606704,2.849945758498506e-06,90.48,41
80,371817249232.0,0.095841534435749,4.167839051660849e-06,95.0,0.1366310119628906,4.092939434485743e-06,90.61,41
90,417701730832.0,0.0826635956764221,7.408012152154697e-06,95.3,0.1301843523979187,5.1793754209938925e-06,90.7,41
-1,152632864.0,0.4363406598567962,1.4479563787972438e-06,87.26,0.4280741214752197,1.6710860109014902e-06,85.13,42
