Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual
70,325581408352.0,0.1074843257665634,3.886894774041139e-06,94.6,0.1727640330791473,2.7552887331694365e-06,90.91,4
80,371416425952.0,0.0994708836078643,4.584344424074516e-06,95.02,0.1584920138120651,3.924442808056483e-06,90.98,4
90,417251443552.0,0.0870397388935089,4.922203515889123e-06,95.2,0.160144954919815,5.267694177746307e-06,91.12,4
-1,152653760.0,0.5222298502922058,2.8044521513947984e-06,85.0,0.4696663916110992,2.84387101601169e-06,84.58,5
0,4732266560.0,0.4283387362957001,2.186203346354887e-06,89.2,0.3882552087306976,2.596500507934252e-06,87.56,5
10,50528394560.0,0.1843236833810806,9.46437410220824e-07,94.22,0.2036668509244918,1.2763911172442022e-06,90.29,5
20,96324522560.0,0.182299330830574,1.1314579069221509e-06,93.96,0.1956698596477508,1.2978008498976124e-06,90.46,5
30,142120650560.0,0.177483469247818,9.96344738268817e-07,94.28,0.186537817120552,1.4528313840855844e-06,90.57,5
40,187916778560.0,0.1369600892066955,2.012454160649213e-06,94.64,0.158065527677536,2.373127699684119e-06,90.77,5
50,233712906560.0,0.1198617815971374,2.177896021748893e-06,94.66,0.1448688209056854,3.7814020288351458e-06,90.96,5
60,279509034560.0,0.1111170426011085,2.232551651104586e-06,94.64,0.1428233385086059,4.014302703581052e-06,90.97,5
70,325305162560.0,0.1095612049102783,2.9492082376236795e-06,94.72,0.1409827768802642,4.371581326267915e-06,91.0,5
80,371101290560.0,0.0941294282674789,4.7176381485769525e-06,95.12,0.1373727917671203,6.058466169633903e-06,91.17,5
90,416897418560.0,0.0846986100077629,4.696608357335208e-06,95.32,0.1299810260534286,7.874758921389002e-06,91.28,5
-1,152883760.0,0.4372937083244324,1.8153360770156723e-06,89.12,0.4224647581577301,1.8067237306240715e-06,86.07,6
0,4739396560.0,0.3786242604255676,1.6581640238655382e-06,91.34,0.3614585995674133,1.6300765537380355e-06,88.12,6
10,50604524560.0,0.1900018900632858,7.852197541069472e-07,94.56,0.2081381529569625,1.2118159702367848e-06,90.53,6
20,96469652560.0,0.1811136454343795,1.25801977901574e-06,94.52,0.2026976943016052,1.219325213241973e-06,90.57,6
30,142334780560.0,0.1689676642417907,1.3450612641463522e-06,94.46,0.1931404918432235,1.28683188904688e-06,90.55,6
40,188199908560.0,0.1384849399328231,1.8800882344294223e-06,94.34,0.1727696657180786,1.8019263734458944e-06,90.7,6
50,234065036560.0,0.1174805834889411,2.088496785290772e-06,94.58,0.1603737622499466,2.5765568807401e-06,90.77,6
60,279930164560.0,0.1156389042735099,2.977790700242622e-06,94.98,0.1558033525943756,2.7581174890656257e-06,90.82,6
70,325795292560.0,0.1078878939151763,2.8876515898446087e-06,94.72,0.1586542725563049,2.9317034204723318e-06,90.9,6
80,371660420560.0,0.0922485142946243,3.92042466046405e-06,95.08,0.1590575724840164,4.03525245928904e-06,90.95,6
90,417525548560.0,0.0834015309810638,4.6646359805890825e-06,95.54,0.1404168307781219,5.4028319027565885e-06,91.16,6
-1,153082576.0,0.5811711549758911,1.235334593729931e-06,74.86,0.5726052522659302,1.5525561138929334e-06,75.61,7
0,4745559856.0,0.4755251407623291,1.080068386727362e-06,83.38,0.4651875495910644,1.5091046634552183e-06,82.34,7
10,50670332656.0,0.2065800875425338,1.210658524541941e-06,94.72,0.2068510949611663,1.34487675040873e-06,90.65,7
20,96595105456.0,0.1974776983261108,1.3714128499486833e-06,94.54,0.1970673352479934,1.430749193787051e-06,90.57,7
30,142519878256.0,0.1821799129247665,1.3441095916277843e-06,94.74,0.1825782060623169,1.6193710052903043e-06,90.66,7
40,188444651056.0,0.1424901783466339,1.4772916756555787e-06,94.54,0.1449946612119674,2.3308289200940635e-06,90.8,7
50,234369423856.0,0.1180888712406158,2.5482565888523823e-06,94.94,0.1293873190879821,3.1903227863949724e-06,91.02,7
60,280294196656.0,0.1210190281271934,2.0210761704220204e-06,95.06,0.1261005848646164,3.32632544086664e-06,91.04,7
70,326218969456.0,0.1111746132373809,2.51038909482304e-06,94.86,0.125116690993309,3.624913915700745e-06,91.07,7
80,372143742256.0,0.0955991744995117,3.3101548524427926e-06,95.22,0.1156108900904655,4.696530140790856e-06,91.17,7
90,418068515056.0,0.0865876972675323,4.501792318478692e-06,95.4,0.1086844280362129,5.789067472505849e-06,91.24,7
-1,152852896.0,0.5797590017318726,1.5501592542932483e-06,82.2,0.5267873406410217,1.521285298622388e-06,81.76,8
0,4738439776.0,0.4440188407897949,1.7990372498388751e-06,88.06,0.4089788198471069,1.6508170119777787e-06,86.17,8
10,50594308576.0,0.1819637268781662,8.90073408754688e-07,94.08,0.1895516514778137,1.0367673439759528e-06,90.32,8
20,96450177376.0,0.1732674092054367,1.0060650765808532e-06,94.38,0.1836645752191543,1.0303886028850684e-06,90.27,8
30,142306046176.0,0.1650986075401306,1.2739103567582788e-06,93.74,0.1733535677194595,1.0540625225985425e-06,90.27,8
40,188161914976.0,0.1369810700416565,2.1060493509139637e-06,94.42,0.1564999222755432,1.676854139986972e-06,90.54,8
50,234017783776.0,0.1156984120607376,2.871617198252352e-06,94.02,0.1381397545337677,2.421546241748729e-06,90.66,8
60,279873652576.0,0.1134602725505828,2.532527787479921e-06,94.42,0.1437044590711593,2.497520654287655e-06,90.67,8
70,325729521376.0,0.1125727444887161,2.811831336657633e-06,94.66,0.1402253061532974,2.742239530562074e-06,90.65,8
80,371585390176.0,0.095293253660202,3.204371296305908e-06,94.96,0.1371818035840988,3.695688747029635e-06,90.9,8
90,417441258976.0,0.0865561962127685,4.264793005859247e-06,94.64,0.1298346072435379,4.744922080135439e-06,91.1,8
-1,152770336.0,0.8460898399353027,1.8962421108881244e-06,67.04,0.8198256492614746,2.170175548599218e-06,68.55,9
0,4735880416.0,0.4248087108135223,1.2758318916894495e-06,86.16,0.3999332189559936,1.6067318711066036e-06,83.74,9
10,50566981216.0,0.1986674219369888,8.670371016705758e-07,94.18,0.1975293159484863,9.222431458510982e-07,90.12,9
20,96398082016.0,0.1930994242429733,1.1338760259604896e-06,94.22,0.1892689913511276,9.72608518168272e-07,90.15,9
30,142229182816.0,0.1737711578607559,8.79955734944815e-07,94.54,0.1765998899936676,1.0946314432658255e-06,90.23,9
40,188060283616.0,0.1380837708711624,2.3201346266432665e-06,94.64,0.15109783411026,1.7587641423233435e-06,90.32,9
50,233891384416.0,0.1193369254469871,2.235063675470883e-06,94.68,0.1315467059612274,2.4663577278261077e-06,90.57,9
60,279722485216.0,0.1170661374926567,2.7065809717896627e-06,94.44,0.1276938319206237,2.634943484736141e-06,90.63,9
70,325553586016.0,0.1116464734077453,2.8686288260360016e-06,95.12,0.1286229789257049,2.8495876449596835e-06,90.67,9
80,371384686816.0,0.0954996272921562,3.1218592084769625e-06,94.88,0.1185538992285728,3.889861091010971e-06,90.9,9
90,417215787616.0,0.0856209248304367,4.543212526186835e-06,94.82,0.1182176023721695,5.11547068526852e-06,91.07,9
-1,152728768.0,0.5628632307052612,2.950074986074469e-06,85.76,0.5731603503227234,2.900610752476496e-06,83.82,10
0,4734591808.0,0.4514055848121643,2.069679794658441e-06,90.44,0.4632454514503479,2.30312571147806e-06,86.98,10
10,50553222208.0,0.196969136595726,1.201354393742804e-06,95.1,0.2082258909940719,1.0557801033428404e-06,90.51,10
20,96371852608.0,0.1825711131095886,1.2511763998190872e-06,94.7,0.2019858509302139,1.1045380006180494e-06,90.57,10
30,142190483008.0,0.171798437833786,1.7496776081316057e-06,95.1,0.1930417865514755,1.1691520285239676e-06,90.66,10
40,188009113408.0,0.1407315284013748,2.5986173568526283e-06,95.02,0.1762909293174743,1.6194574072869727e-06,90.75,10
50,233827743808.0,0.1169996559619903,3.693925009429222e-06,95.08,0.1590534895658493,2.167227876270772e-06,90.87,10
60,279646374208.0,0.1141823157668113,3.0118899303488438e-06,95.32,0.1587337255477905,2.3079551283444744e-06,90.86,10
70,325465004608.0,0.1063506081700325,3.395814019313548e-06,95.0,0.1537620723247528,2.4825237687764456e-06,90.97,10
80,371283635008.0,0.0973302572965622,3.8254374885582365e-06,95.42,0.155842900276184,3.2343496059183963e-06,91.16,10
90,417102265408.0,0.0821275636553764,4.310557869757759e-06,95.82,0.1437085568904876,4.081763108843006e-06,91.3,10
-1,153153280.0,0.6639503240585327,1.232410909324244e-06,72.02,0.6358218193054199,1.057326812770043e-06,73.28,11
0,4747751680.0,0.4904930889606476,1.0144717634830158e-06,82.78,0.4686156213283539,1.1042046708098496e-06,82.13,11
10,50693735680.0,0.197998821735382,8.172105481207836e-07,94.06,0.2062329202890396,8.10524795724632e-07,90.54,11
20,96639719680.0,0.1851666271686554,9.440854000786204e-07,94.22,0.1972545087337494,8.722569759811449e-07,90.49,11
30,142585703680.0,0.1766748875379562,8.81659104834398e-07,94.62,0.1886307746171951,9.85479005066736e-07,90.48,11
40,188531687680.0,0.1390205770730972,1.8190270338891423e-06,94.3,0.1577797830104828,1.6928496506807278e-06,90.7,11
50,234477671680.0,0.1193663403391838,2.931698418251472e-06,94.14,0.1462116837501526,2.543929895182373e-06,90.95,11
60,280423655680.0,0.1173680946230888,2.424120566502097e-06,94.28,0.1423485726118087,2.725505282796803e-06,90.97,11
70,326369639680.0,0.1082382649183273,2.835292889358243e-06,94.42,0.1411368548870086,2.994958094859612e-06,90.99,11
80,372315623680.0,0.0900420993566513,2.79036885331152e-06,94.62,0.1378717720508575,4.045085461257258e-06,91.08,11
90,418261607680.0,0.0875732526183128,4.627493581210729e-06,94.34,0.13862906396389,5.062407581135631e-06,91.16,11
-1,152567392.0,0.5140067338943481,1.7051406757673249e-06,83.28,0.4996098577976227,1.3414213526630192e-06,82.35,12
0,4729589152.0,0.4034653007984161,1.4232138028091867e-06,88.56,0.4010663628578186,1.5890261693130014e-06,86.37,12
10,50499806752.0,0.1952331513166427,1.6396343198721295e-06,93.6,0.1964872479438781,1.6039136880863223e-06,90.46,12
20,96270024352.0,0.188044860959053,1.2779023563780356e-06,94.04,0.1871515959501266,1.633633019082481e-06,90.41,12
30,142040241952.0,0.1757699102163314,1.5439303524544812e-06,94.74,0.1736788153648376,1.757232098498207e-06,90.46,12
40,187810459552.0,0.1391038000583648,3.249747805966763e-06,94.32,0.1421671658754348,2.569015123299323e-06,90.69,12
50,233580677152.0,0.1162168905138969,2.691141389732365e-06,94.76,0.12545907497406,3.5978400774183683e-06,90.86,12
60,279350894752.0,0.1100289896130561,4.197062480670866e-06,94.62,0.1264979243278503,3.734582833203604e-06,90.84,12
70,325121112352.0,0.1070804446935653,4.140445525990799e-06,94.84,0.1228668764233589,3.9838960219640285e-06,90.88,12
80,370891329952.0,0.0923772305250167,4.165124209976057e-06,94.66,0.1144034042954444,5.201346993999323e-06,90.91,12
90,416661547552.0,0.0870211943984031,7.344472578552086e-06,95.48,0.1040680557489395,6.486734946520301e-06,90.97,12
-1,152953888.0,0.4588169455528259,1.5510353250647313e-06,88.46,0.4361292421817779,1.8064475852952453e-06,85.62,13
0,4741570528.0,0.393116146326065,1.422832724529144e-06,91.12,0.3789430856704712,1.6829579863042454e-06,87.86,13
10,50627736928.0,0.1918896436691284,1.137619960900338e-06,94.62,0.2035562545061111,1.2811386795874569e-06,90.23,13
20,96513903328.0,0.1856019049882888,1.1428505786170715e-06,94.34,0.1971363872289657,1.344654151580471e-06,90.32,13
30,142400069728.0,0.1714188605546951,1.2234251016707276e-06,94.54,0.1881018429994583,1.4554101426256238e-06,90.36,13
40,188286236128.0,0.13290636241436,1.4994751609265222e-06,94.52,0.1604045331478119,2.141447112080641e-06,90.43,13
50,234172402528.0,0.1124271601438522,3.2432023999717785e-06,94.56,0.1477237343788147,2.913410980909248e-06,90.71,13
60,280058568928.0,0.1116498261690139,2.291599230375141e-06,94.42,0.145295575261116,3.044213826797204e-06,90.73,13
70,325944735328.0,0.1015658378601074,3.403922391953529e-06,94.8,0.1468848586082458,3.301872766314773e-06,90.79,13
80,371830901728.0,0.0924355164170265,3.930736511392752e-06,95.22,0.1397376358509063,4.468112820177339e-06,90.85,13
90,417717068128.0,0.0848864689469337,6.740872777299956e-06,95.04,0.1412631422281265,5.561984380619833e-06,91.05,13
-1,152672224.0,0.6181532144546509,1.470654524382553e-06,80.74,0.6054233908653259,1.7562049379193925e-06,80.53,14
0,4732838944.0,0.4749581217765808,1.5262010037986329e-06,87.84,0.4707732200622558,1.819085582610569e-06,85.98,14
10,50534506144.0,0.1785492151975631,8.654102430227795e-07,93.86,0.1989629417657852,1.185344217446982e-06,90.52,14
20,96336173344.0,0.1789749562740326,1.2155887816334143e-06,93.98,0.1909066140651703,1.2307344832152012e-06,90.54,14
30,142137840544.0,0.1631107330322265,8.73079443408642e-07,93.78,0.1790352314710617,1.3697309668714297e-06,90.55,14
40,187939507744.0,0.1365383118391037,1.3931405646872008e-06,93.7,0.1530346572399139,2.000699396376149e-06,90.67,14
50,233741174944.0,0.1181584596633911,2.4597827632533158e-06,94.12,0.1341131627559662,2.899722403526539e-06,90.78,14
60,279542842144.0,0.1144419610500335,2.107495902237133e-06,94.06,0.1330783665180206,3.0291157600004226e-06,90.78,14
70,325344509344.0,0.109742559492588,3.4748559301078785e-06,94.48,0.1281777173280716,3.309957037345157e-06,90.87,14
80,371146176544.0,0.0933979228138923,4.170648935541976e-06,94.68,0.1215458512306213,4.510081453190651e-06,91.02,14
90,416947843744.0,0.0922988876700401,4.43390217697015e-06,94.88,0.1231925189495086,5.711070116376504e-06,91.12,14
-1,152731024.0,0.5904106497764587,1.5581872503389604e-06,76.48,0.5766530632972717,1.7087068044929763e-06,76.41,15
0,4734661744.0,0.4273059964179992,1.8042048850475112e-06,85.26,0.4195452630519867,1.6553839259358938e-06,83.36,15
10,50553968944.0,0.18662029504776,9.871303063846426e-07,94.48,0.1857635229825973,1.041674408952531e-06,90.32,15
20,96373276144.0,0.1777544319629669,1.0661415217327883e-06,94.3,0.1775314658880233,1.0767992080218391e-06,90.28,15
30,142192583344.0,0.1670933812856674,9.86238205769041e-07,94.1,0.1666251271963119,1.20325421448797e-06,90.37,15
40,188011890544.0,0.1337335109710693,2.011420065173297e-06,94.54,0.1346561759710312,1.709485786705045e-06,90.49,15
50,233831197744.0,0.1184689626097679,2.5427555101487087e-06,94.66,0.1160090714693069,2.388245547990664e-06,90.58,15
60,279650504944.0,0.1130458787083625,3.10018162963388e-06,94.88,0.1132277250289917,2.487213805579813e-06,90.67,15
70,325469812144.0,0.1089158803224563,2.939091245934833e-06,94.24,0.1134464740753173,2.722141744015971e-06,90.79,15
80,371289119344.0,0.0931362211704254,4.7207404350047e-06,94.98,0.0990222096443176,3.733896619451116e-06,90.91,15
90,417108426544.0,0.090099886059761,4.504134267335758e-06,95.06,0.0985848158597946,4.786606041307096e-06,91.02,15
-1,152889952.0,0.5684123635292053,3.702912181324791e-06,84.04,0.5470272898674011,3.099581817878061e-06,82.42,16
0,4739588512.0,0.4747020304203033,2.8369654501148034e-06,90.22,0.4533519446849823,2.8958279472135477e-06,87.08,16
10,50606574112.0,0.1928011924028396,1.2099073956051145e-06,94.56,0.2083648443222046,9.788989245862467e-07,90.45,16
20,96473559712.0,0.1823614835739135,1.2001547702311657e-06,94.2,0.2005686610937118,1.0368985385866836e-06,90.41,16
30,142340545312.0,0.173453152179718,1.1601023288676515e-06,94.46,0.1884829998016357,1.1482135278129135e-06,90.57,16
40,188207530912.0,0.1353223174810409,1.906202669488266e-06,94.68,0.1538441330194473,1.6956677200141712e-06,90.72,16
50,234074516512.0,0.1141886785626411,1.960056806638022e-06,94.24,0.1371533125638961,2.4337423383258283e-06,90.81,16
60,279941502112.0,0.1124425083398819,2.1751691292593023e-06,94.32,0.1361640691757202,2.549690179876052e-06,90.88,16
70,325808487712.0,0.111482948064804,3.30865054820606e-06,94.32,0.1266188472509384,2.8704457690764684e-06,90.99,16
80,371675473312.0,0.0987357795238494,3.430563992878888e-06,94.9,0.1188166961073875,3.708941221702844e-06,90.95,16
90,417542458912.0,0.0886059999465942,4.181761596555589e-06,94.76,0.1132245957851409,4.68191728941747e-06,91.12,16
-1,152847376.0,0.5219413042068481,1.7582661939741229e-06,85.02,0.48494952917099,2.3136888103181263e-06,83.61,17
0,4738268656.0,0.4023423194885254,1.798037715161627e-06,89.88,0.3783982992172241,1.975220129679656e-06,87.33,17
10,50592481456.0,0.1842173337936401,7.771041623527708e-07,94.92,0.188646137714386,8.632690082777117e-07,90.74,17
20,96446694256.0,0.1780454367399215,1.0359111684010711e-06,94.54,0.1855937093496322,9.04748162611213e-07,90.74,17
30,142300907056.0,0.1687889993190765,1.3374584568737191e-06,94.78,0.1780600845813751,1.0160380270463063e-06,90.63,17
40,188155119856.0,0.1355932652950287,2.143795427400619e-06,95.02,0.1586842089891433,1.8045351453110925e-06,90.68,17
50,234009332656.0,0.1163910254836082,2.694477643672144e-06,94.76,0.1369732469320297,2.7406879326008493e-06,90.62,17
60,279863545456.0,0.1114586070179939,2.3824381969461683e-06,95.22,0.1366782337427139,2.876643065974349e-06,90.58,17
70,325717758256.0,0.1109496653079986,3.844120328722056e-06,94.98,0.1351315826177597,3.145608388877008e-06,90.63,17
80,371571971056.0,0.0961031839251518,4.377594905236037e-06,95.16,0.1324663907289505,4.281921974325087e-06,90.83,17
90,417426183856.0,0.0855357944965362,4.518901732808445e-06,95.14,0.1280426979064941,5.365606284613023e-06,90.84,17
-1,152647696.0,0.6515712738037109,3.1230231343215564e-06,77.76,0.6107478737831116,2.742992137427791e-06,77.37,18
0,4732078576.0,0.485626071691513,2.5025169634318445e-06,86.8,0.4706597328186035,2.4337487047887407e-06,85.16,18
10,50526387376.0,0.185446947813034,1.086642441805452e-06,94.8,0.1997878104448318,1.1344955055392347e-06,91.2,18
20,96320696176.0,0.1800467371940612,1.6239132492046338e-06,95.08,0.1915644407272339,1.1912235322597553e-06,91.22,18
30,142115004976.0,0.1704985946416854,1.1281460956524825e-06,94.64,0.1815307587385177,1.3030293075644297e-06,91.15,18
40,187909313776.0,0.1384734362363815,1.4685455198559794e-06,94.4,0.152774840593338,2.157968992833048e-06,91.09,18
50,233703622576.0,0.1197846755385398,2.8141312213847414e-06,95.22,0.1380075067281723,3.0544247238140088e-06,90.98,18
60,279497931376.0,0.1138981655240058,3.436088263697457e-06,94.84,0.1348328739404678,3.3069295568566304e-06,91.0,18
70,325292240176.0,0.1139285266399383,3.2732214094721712e-06,94.92,0.1306116878986358,3.7224676816549618e-06,91.12,18
80,371086548976.0,0.1017903089523315,5.891197815799387e-06,94.9,0.117790438234806,5.11162852490088e-06,91.26,18
90,416880857776.0,0.0865521430969238,4.063915184815414e-06,95.28,0.1157148778438568,6.534557542181574e-06,91.35,18
-1,152970976.0,0.5135659575462341,1.709272623884317e-06,85.0,0.4548009932041168,1.968179958566907e-06,83.69,19
0,4742100256.0,0.4422075450420379,2.210322008977528e-06,89.66,0.3873409628868103,2.0154975572950207e-06,86.84,19
10,50633393056.0,0.1907270848751068,1.0884497214647126e-06,93.94,0.2070274204015731,1.3645777698911845e-06,90.2,19
20,96524685856.0,0.1807590276002884,1.3963722267362757e-06,94.04,0.1982856839895248,1.4404841977011529e-06,90.25,19
30,142415978656.0,0.1657127141952514,1.7826545217758394e-06,93.84,0.1900711208581924,1.5887737845332597e-06,90.35,19
40,188307271456.0,0.1328554153442382,2.301703034390812e-06,94.04,0.1669207513332367,2.4129888060997477e-06,90.45,19
50,234198564256.0,0.1113937422633171,3.409274313526112e-06,94.52,0.1490028500556945,3.2906841624935623e-06,90.56,19
60,280089857056.0,0.114908754825592,3.61370007340156e-06,94.36,0.1499482244253158,3.416362460484379e-06,90.56,19
70,325981149856.0,0.1145178601145744,3.0426472221734e-06,94.52,0.1470965892076492,3.6449891922529783e-06,90.66,19
80,371872442656.0,0.0912639275193214,5.32582271262072e-06,94.78,0.1405292153358459,4.617454123945208e-06,90.8,19
90,417763735456.0,0.0877285897731781,6.650235263805371e-06,95.02,0.1306523829698562,5.567547759710578e-06,91.0,19
-1,152640256.0,0.5366204977035522,1.494274101787596e-06,83.44,0.5268962383270264,1.6228552794927964e-06,80.63,20
0,4731847936.0,0.4055189490318298,1.2485855904742491e-06,89.64,0.3997315466403961,1.492507067268889e-06,86.2,20
10,50523924736.0,0.1866143494844436,9.299127441408928e-07,93.96,0.2221030443906784,9.869446557786432e-07,90.26,20
20,96316001536.0,0.177874207496643,1.125235371546296e-06,94.56,0.2123264819383621,1.024287826112413e-06,90.25,20
30,142108078336.0,0.1688008159399032,8.285407488983765e-07,94.4,0.2045941352844238,1.125384756051062e-06,90.31,20
40,187900155136.0,0.1369374543428421,1.3690744253835874e-06,94.48,0.1776551455259323,1.6319626183758371e-06,90.73,20
50,233692231936.0,0.1197170838713646,1.9326721485413145e-06,95.12,0.1620390862226486,2.2636718313151505e-06,90.83,20
60,279484308736.0,0.114314928650856,2.585531774457195e-06,94.44,0.1577411293983459,2.3498973860114347e-06,90.8,20
70,325276385536.0,0.1112294867634773,2.7203129775443813e-06,94.86,0.1555513143539428,2.558467940616538e-06,90.8,20
80,371068462336.0,0.0925354063510894,4.283278940420132e-06,94.98,0.1525792628526687,3.4411118576826998e-06,90.95,20
