layer_names,pr
conv1,0.0
layer1.0.conv1,0.6969401
layer1.0.conv2,0.51869035
layer1.1.conv1,0.46232095
layer1.1.conv2,0.46991646
layer2.0.conv1,0.30415854
layer2.0.conv2,0.39027914
layer2.0.shortcut.0,0.2442627
layer2.1.conv1,0.5316569
layer2.1.conv2,0.5017564
layer3.0.conv1,0.17250909
layer3.0.conv2,0.26386178
layer3.0.shortcut.0,0.18408203
layer3.1.conv1,0.44667393
layer3.1.conv2,0.4124366
layer4.0.conv1,0.1708781
layer4.0.conv2,0.19297832
layer4.0.shortcut.0,0.16823578
layer4.1.conv1,0.1911176
layer4.1.conv2,0.5021108
linear,0.0
