Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,8.836142539978027,18.7,8.795565605163574,18.31,0,0,LAMP,resnet18,cifar100,0.9
0,4065391200.0,2.4866926670074463,45.64,2.395409107208252,41.89,0,0,LAMP,resnet18,cifar100,0.9
10,44719303200.0,0.6207126379013062,69.28,1.0043997764587402,59.57,0,0,LAMP,resnet18,cifar100,0.9
20,85373215200.0,0.5002530813217163,69.6,0.9663423895835876,60.06,0,0,LAMP,resnet18,cifar100,0.9
30,126027127200.0,0.4086174070835113,70.62,0.9759820699691772,60.8,0,0,LAMP,resnet18,cifar100,0.9
40,166681039200.0,0.3682456314563751,74.18,1.0445014238357544,62.79,0,0,LAMP,resnet18,cifar100,0.9
50,207334951200.0,0.2976879179477691,76.96,1.0712820291519165,63.87,0,0,LAMP,resnet18,cifar100,0.9
60,247988863200.0,0.2838490307331085,77.1,1.0738729238510132,63.85,0,0,LAMP,resnet18,cifar100,0.9
70,288642775200.0,0.3295319378376007,77.86,1.085307002067566,64.31,0,0,LAMP,resnet18,cifar100,0.9
80,329296687200.0,0.3743602633476257,79.52,1.0991766452789309,64.98,0,0,LAMP,resnet18,cifar100,0.9
90,369950599200.0,0.3223481476306915,81.12,1.0995705127716064,65.61,0,0,LAMP,resnet18,cifar100,0.9
100,410604511200.0,0.2836706936359405,80.68,1.1110129356384275,65.8,0,0,LAMP,resnet18,cifar100,0.9
101,410604511200.0,0.2650933861732483,80.52,1.1110129356384275,65.8,0,0,LAMP,resnet18,cifar100,0.9
-1,0.0,8.861369132995605,18.54,8.795565605163574,18.31,1,0,LAMP,resnet18,cifar100,0.9
0,4065391200.0,2.449507713317871,44.04,2.377191066741944,41.89,1,0,LAMP,resnet18,cifar100,0.9
10,44719303200.0,0.6321722269058228,66.98,1.0461559295654297,59.49,1,0,LAMP,resnet18,cifar100,0.9
20,85373215200.0,0.5156800150871277,68.06,1.0150405168533323,60.26,1,0,LAMP,resnet18,cifar100,0.9
30,126027127200.0,0.4208359122276306,69.02,1.0639023780822754,60.99,1,0,LAMP,resnet18,cifar100,0.9
