layer_names,pr
conv1,0.0
layer1.0.conv1,0.44750977
layer1.0.conv2,0.509413
layer1.0.conv3,0.68933105
layer1.0.shortcut.0,0.5196533
layer1.1.conv1,0.7911377
layer1.1.conv2,0.75509983
layer1.1.conv3,0.8195801
layer1.2.conv1,1.0
layer1.2.conv2,1.0
layer1.2.conv3,1.0
layer2.0.conv1,0.76797485
layer2.0.conv2,0.76989746
layer2.0.conv3,0.7808075
layer2.0.shortcut.0,0.73495483
layer2.1.conv1,0.93814087
layer2.1.conv2,0.95130074
layer2.1.conv3,0.94685364
layer2.2.conv1,0.92741394
layer2.2.conv2,0.94835067
layer2.2.conv3,0.9468689
layer2.3.conv1,0.76171875
layer2.3.conv2,0.78756374
layer2.3.conv3,0.84791565
layer3.0.conv1,0.6631775
layer3.0.conv2,0.66004944
layer3.0.conv3,0.67300034
layer3.0.shortcut.0,0.77225494
layer3.1.conv1,0.88636017
layer3.1.conv2,0.90510726
layer3.1.conv3,0.8468704
layer3.2.conv1,0.8532791
layer3.2.conv2,0.8797387
layer3.2.conv3,0.82756424
layer3.3.conv1,0.79699326
layer3.3.conv2,0.819909
layer3.3.conv3,0.7231941
layer3.4.conv1,0.68969727
layer3.4.conv2,0.73315597
layer3.4.conv3,0.6854706
layer3.5.conv1,0.6473503
layer3.5.conv2,0.6630317
layer3.5.conv3,0.6975479
layer4.0.conv1,0.38586426
layer4.0.conv2,0.5942565
layer4.0.conv3,0.67430687
layer4.0.shortcut.0,0.8526759
layer4.1.conv1,0.6575527
layer4.1.conv2,0.56270766
layer4.1.conv3,0.6894169
layer4.2.conv1,0.61860466
layer4.2.conv2,0.6437895
layer4.2.conv3,0.74598694
linear,0.0
