Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,100728620.0,6.050548076629639,1.02,6.031469345092773,1.0,0,0.005
0,3122587220.0,5.224172592163086,1.02,5.19816780090332,1.0,0,0.005
10,33341173220.0,1.4082558155059814,0.86,1.3533014059066772,1.0,0,0.005
20,63559759220.0,1.2213574647903442,0.86,1.172473430633545,1.0,0,0.005
30,93778345220.0,0.9635560512542723,1.86,0.9269566535949708,1.75,0,0.005
40,123996931220.0,0.4349620640277862,1.42,0.4729035198688507,1.0,0,0.005
50,154215517220.0,0.2666984796524048,1.42,0.3811313509941101,1.0,0,0.005
60,184434103220.0,0.2471933513879776,1.42,0.3745518326759338,1.0,0,0.005
70,214652689220.0,0.2185001522302627,1.42,0.3644046485424042,1.0,0,0.005
80,244871275220.0,0.1392596364021301,1.42,0.3479081094264984,1.0,0,0.005
90,275089861220.0,0.0937371924519538,1.42,0.3471465110778808,1.0,0,0.005
100,305308447220.0,0.0874020755290985,1.42,0.3469775021076202,1.0,0,0.005
101,305308447220.0,0.0874017551541328,1.42,0.3469775021076202,1.0,0,0.005
-1,100634564.0,5.973671913146973,1.28,6.051560878753662,1.0,1,0.005
0,3119671484.0,5.138781547546387,1.28,5.204952239990234,1.0,1,0.005
10,33310040684.0,1.342866063117981,0.82,1.3741339445114136,1.0,1,0.005
20,63500409884.0,1.1636247634887695,1.02,1.2023701667785645,1.11,1,0.005
30,93690779084.0,0.9172489643096924,1.26,0.9711661338806152,1.05,1,0.005
40,123881148284.0,0.4249290227890014,1.32,0.5440871715545654,1.0,1,0.005
50,154071517484.0,0.2652025818824768,1.32,0.4318797290325165,1.0,1,0.005
60,184261886684.0,0.2458152025938034,1.32,0.4203758835792541,1.0,1,0.005
70,214452255884.0,0.2172391414642334,1.32,0.4038591086864471,1.0,1,0.005
80,244642625084.0,0.138163760304451,1.32,0.3711176514625549,1.0,1,0.005
90,274832994284.0,0.0922980904579162,1.32,0.3605820536613464,1.0,1,0.005
100,305023363484.0,0.0858930349349975,1.38,0.3592025935649872,1.04,1,0.005
101,305023363484.0,0.0859007313847541,1.42,0.3592025935649872,1.04,1,0.005
-1,100705808.0,5.628171920776367,1.18,5.690921783447266,1.0,2,0.005
0,3121880048.0,4.886906623840332,1.18,4.942539215087891,1.0,2,0.005
10,33333622448.0,1.3659054040908811,0.96,1.3804534673690796,1.0,2,0.005
20,63545364848.0,1.1847516298294067,0.96,1.2007455825805664,1.0,2,0.005
30,93757107248.0,0.935470461845398,0.96,0.9569677114486694,1.0,2,0.005
40,123968849648.0,0.433904767036438,1.26,0.5108944177627563,1.0,2,0.005
50,154180592048.0,0.2682042717933655,1.98,0.4109537601470947,1.45,2,0.005
60,184392334448.0,0.2482333779335022,2.32,0.4017035663127899,1.63,2,0.005
70,214604076848.0,0.2185651510953903,2.1,0.390417218208313,1.6,2,0.005
80,244815819248.0,0.1363590508699417,1.44,0.3730791509151459,1.07,2,0.005
90,275027561648.0,0.090342216193676,1.3,0.3709357380867004,1.0,2,0.005
100,305239304048.0,0.0839572474360466,1.3,0.3703431487083435,1.0,2,0.005
101,305239304048.0,0.0839522629976272,1.34,0.3703431487083435,1.0,2,0.005
-1,100701428.0,5.506168365478516,1.04,5.482293605804443,1.0,3,0.005
0,3121744268.0,4.764906406402588,1.04,4.734123229980469,1.0,3,0.005
10,33332172668.0,1.3608027696609497,0.84,1.3347848653793335,1.0,3,0.005
20,63542601068.0,1.1759148836135864,0.86,1.1548999547958374,1.0,3,0.005
30,93753029468.0,0.920793354511261,1.26,0.9134119153022766,1.38,3,0.005
40,123963457868.0,0.4251185953617096,1.2,0.5028133988380432,1.0,3,0.005
50,154173886268.0,0.263652503490448,1.38,0.3999111652374267,1.0,3,0.005
60,184384314668.0,0.2443702220916748,1.38,0.3905914425849914,1.0,3,0.005
70,214594743068.0,0.2158122658729553,1.38,0.3768681287765503,1.0,3,0.005
80,244805171468.0,0.1381776183843612,1.38,0.3472635447978973,1.0,3,0.005
90,275015599868.0,0.0945830568671226,1.38,0.3382739722728729,1.0,3,0.005
100,305226028268.0,0.0883443728089332,1.38,0.3374030888080597,1.0,3,0.005
101,305226028268.0,0.0883417353034019,1.4,0.3374030888080597,1.0,3,0.005
-1,100681724.0,5.887031555175781,0.82,5.832712173461914,1.0,4,0.005
0,3121133444.0,5.08806848526001,0.82,5.030669689178467,1.0,4,0.005
10,33325650644.0,1.4072693586349487,0.78,1.3628379106521606,1.0,4,0.005
20,63530167844.0,1.2290771007537842,0.78,1.187411904335022,1.0,4,0.005
30,93734685044.0,0.9821314811706544,0.78,0.9462707042694092,1.0,4,0.005
40,123939202244.0,0.4571870863437652,1.28,0.469959020614624,1.06,4,0.005
50,154143719444.0,0.2832463681697845,1.26,0.3619552552700043,1.0,4,0.005
60,184348236644.0,0.2629142105579376,1.44,0.353301465511322,1.15,4,0.005
70,214552753844.0,0.2320220321416854,1.36,0.34182870388031,1.0,4,0.005
80,244757271044.0,0.1476712971925735,1.36,0.3219003081321716,1.0,4,0.005
90,274961788244.0,0.1002096086740493,1.36,0.3188358545303345,1.0,4,0.005
100,305166305444.0,0.0935555547475814,1.36,0.3188506364822387,1.0,4,0.005
101,305166305444.0,0.093550257384777,1.36,0.3188506364822387,1.0,4,0.005
-1,100713848.0,7.002188682556152,0.9,6.983218669891357,1.0,5,0.005
0,3122129288.0,5.816370010375977,0.9,5.79465389251709,1.0,5,0.005
10,33336283688.0,1.3903876543045044,1.06,1.3831002712249756,1.0,5,0.005
20,63550438088.0,1.2036454677581787,1.06,1.1999664306640625,1.0,5,0.005
30,93764592488.0,0.9518851637840272,1.06,0.955791175365448,1.0,5,0.005
40,123978746888.0,0.4465247988700866,1.44,0.5003975033760071,1.38,5,0.005
50,154192901288.0,0.2818714380264282,1.4,0.3893912732601166,1.0,5,0.005
60,184407055688.0,0.2626223564147949,1.4,0.3791913092136383,1.0,5,0.005
70,214621210088.0,0.2334774434566497,1.4,0.3660292029380798,1.0,5,0.005
80,244835364488.0,0.1497212648391723,1.4,0.341586172580719,1.0,5,0.005
90,275049518888.0,0.1013024225831031,1.4,0.3348206877708435,1.0,5,0.005
100,305263673288.0,0.0944549888372421,1.4,0.3347071707248688,1.0,5,0.005
101,305263673288.0,0.0944576933979988,1.4,0.3347071707248688,1.0,5,0.005
-1,100581584.0,7.291074275970459,0.94,7.2999982833862305,1.0,6,0.005
0,3118029104.0,5.893326282501221,0.94,5.904237270355225,1.0,6,0.005
10,33292504304.0,1.3380639553070068,0.98,1.3740355968475342,1.0,6,0.005
20,63466979504.0,1.1595180034637451,0.98,1.1972521543502808,1.0,6,0.005
30,93641454704.0,0.916108250617981,1.04,0.9592046141624452,1.07,6,0.005
40,123815929904.0,0.4242034554481506,1.36,0.5098128914833069,1.0,6,0.005
50,153990405104.0,0.2604361772537231,1.36,0.3940024971961975,1.0,6,0.005
60,184164880304.0,0.2408655285835266,1.36,0.3839390873908996,1.0,6,0.005
70,214339355504.0,0.2115994542837143,1.36,0.3691028356552124,1.0,6,0.005
80,244513830704.0,0.132486343383789,1.36,0.338005006313324,1.0,6,0.005
90,274688305904.0,0.0874314084649086,1.36,0.3275012373924255,1.0,6,0.005
100,304862781104.0,0.0811462253332138,1.36,0.3264335989952087,1.0,6,0.005
101,304862781104.0,0.08114043623209,1.36,0.3264335989952087,1.0,6,0.005
-1,100704752.0,6.5570149421691895,0.98,6.543392181396484,1.0,7,0.005
0,3121847312.0,5.555459499359131,0.98,5.533315658569336,1.0,7,0.005
10,33333272912.0,1.415909767150879,0.82,1.3490465879440308,1.01,7,0.005
20,63544698512.0,1.2249174118041992,0.82,1.160977840423584,1.0,7,0.005
30,93756124112.0,0.9602885246276855,0.82,0.9082486033439636,1.0,7,0.005
40,123967549712.0,0.4338531196117401,1.18,0.4838130176067352,1.0,7,0.005
50,154178975312.0,0.2692850530147552,1.18,0.3949286341667175,1.0,7,0.005
60,184390400912.0,0.250123918056488,1.2,0.3876252472400665,1.03,7,0.005
70,214601826512.0,0.2210642546415329,1.96,0.3771589696407318,1.46,7,0.005
80,244813252112.0,0.1396457105875015,1.78,0.3559237718582153,1.24,7,0.005
90,275024677712.0,0.0936954468488693,1.82,0.3516143262386322,1.31,7,0.005
100,305236103312.0,0.0873908847570419,2.04,0.3510715365409851,1.44,7,0.005
101,305236103312.0,0.0874008014798164,2.0,0.3510715365409851,1.44,7,0.005
-1,100697516.0,5.879970550537109,1.08,5.921509742736816,1.0,8,0.005
0,3121622996.0,5.045932769775391,1.08,5.089183330535889,1.0,8,0.005
10,33330877796.0,1.3127455711364746,0.86,1.3723700046539309,1.03,8,0.005
20,63540132596.0,1.136638641357422,0.86,1.2017840147018433,1.0,8,0.005
30,93749387396.0,0.8941944241523743,0.86,0.970694899559021,1.0,8,0.005
40,123958642196.0,0.4077868163585663,1.34,0.5367469787597656,1.0,8,0.005
50,154167896996.0,0.2523738443851471,1.34,0.4297037720680237,1.0,8,0.005
60,184377151796.0,0.2347533702850341,1.34,0.4201428592205047,1.0,8,0.005
70,214586406596.0,0.2082352936267852,1.34,0.4062717854976654,1.0,8,0.005
80,244795661396.0,0.1346908509731292,1.34,0.3748734295368194,1.0,8,0.005
90,275004916196.0,0.0924455374479293,1.48,0.3622789680957794,1.09,8,0.005
100,305214170996.0,0.0864161401987075,2.08,0.3612673878669739,1.36,8,0.005
101,305214170996.0,0.0864151418209075,2.1,0.3612673878669739,1.36,8,0.005
-1,100609988.0,6.059700012207031,1.08,6.126233577728272,1.0,9,0.005
0,3118909628.0,5.121109962463379,1.08,5.1844892501831055,1.0,9,0.005
10,33301906028.0,1.310443878173828,1.32,1.3807899951934814,1.0,9,0.005
20,63484902428.0,1.1428027153015137,1.32,1.2180299758911133,1.0,9,0.005
30,93667898828.0,0.9097421169281006,1.32,0.9943219423294068,1.0,9,0.005
40,123850895228.0,0.4208972454071045,1.34,0.5495063662528992,1.07,9,0.005
50,154033891628.0,0.2613070607185364,1.56,0.4380212426185608,1.13,9,0.005
60,184216888028.0,0.2428537607192993,1.9,0.4288341403007507,1.47,9,0.005
70,214399884428.0,0.2159327864646911,2.42,0.4159960448741913,1.77,9,0.005
80,244582880828.0,0.1394103020429611,2.56,0.390829861164093,1.87,9,0.005
90,274765877228.0,0.0962322875857353,1.42,0.3838584423065185,1.0,9,0.005
100,304948873628.0,0.0903272777795791,1.4,0.3837400674819946,1.0,9,0.005
101,304948873628.0,0.0903276652097702,1.42,0.3837400674819946,1.0,9,0.005
-1,100643960.0,6.845699787139893,0.96,6.851658821105957,1.0,10,0.005
0,3119962760.0,5.729063510894775,0.96,5.730318069458008,1.0,10,0.005
