Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,86373792.0,3.853715419769287,15.98,3.842735528945923,17.08,0,0.005,VGG19,GMP,cifar10,0.95
0,10451228832.0,0.4591183662414551,22.24,0.4646249711513519,22.06,0,0.005,VGG19,GMP,cifar10,0.95
10,114099779232.0,0.1906627416610717,91.8,0.1931181401014328,87.92,0,0.005,VGG19,GMP,cifar10,0.95
20,217748329632.0,0.2557006478309631,95.26,0.2879652678966522,89.69,0,0.005,VGG19,GMP,cifar10,0.95
30,321396880032.0,0.1553457677364349,96.82,0.2411602437496185,91.12,0,0.005,VGG19,GMP,cifar10,0.95
40,425045430432.0,0.0946602821350097,97.9,0.1720441132783889,91.49,0,0.005,VGG19,GMP,cifar10,0.95
50,528693980832.0,0.0951239690184593,97.96,0.1314314901828766,91.81,0,0.005,VGG19,GMP,cifar10,0.95
60,632342531232.0,0.0621075443923473,98.22,0.1594986468553543,91.92,0,0.005,VGG19,GMP,cifar10,0.95
70,735991081632.0,0.0805158019065857,99.0,0.1775326281785965,92.12,0,0.005,VGG19,GMP,cifar10,0.95
80,839639632032.0,0.0897161662578582,98.64,0.236004889011383,92.3,0,0.005,VGG19,GMP,cifar10,0.95
90,943288182432.0,0.0766533315181732,98.82,0.195457637310028,92.29,0,0.005,VGG19,GMP,cifar10,0.95
100,1046936732832.0,0.0634835809469223,99.0,0.2124173939228058,92.3,0,0.005,VGG19,GMP,cifar10,0.95
101,1046936732832.0,0.0545840337872505,99.1,0.2124173939228058,92.3,0,0.005,VGG19,GMP,cifar10,0.95
-1,86496312.0,3.513458490371704,19.74,3.5199429988861084,19.23,1,0.005,VGG19,GMP,cifar10,0.95
0,10466053752.0,0.4152217805385589,15.1,0.382960706949234,17.44,1,0.005,VGG19,GMP,cifar10,0.95
10,114261628152.0,0.2221249490976333,89.5,0.2211797386407852,85.62,1,0.005,VGG19,GMP,cifar10,0.95
20,218057202552.0,0.248609721660614,94.92,0.309828370809555,89.19,1,0.005,VGG19,GMP,cifar10,0.95
30,321852776952.0,0.1482717245817184,97.02,0.241020992398262,91.01,1,0.005,VGG19,GMP,cifar10,0.95
40,425648351352.0,0.1024625524878501,97.66,0.1859857887029647,91.67,1,0.005,VGG19,GMP,cifar10,0.95
50,529443925752.0,0.0757291838526725,98.08,0.2075225263833999,91.81,1,0.005,VGG19,GMP,cifar10,0.95
60,633239500152.0,0.0716376826167106,98.46,0.1688403934240341,92.22,1,0.005,VGG19,GMP,cifar10,0.95
70,737035074552.0,0.0858017802238464,98.5,0.1723224222660064,92.34,1,0.005,VGG19,GMP,cifar10,0.95
80,840830648952.0,0.0489782989025116,98.82,0.1837697178125381,92.45,1,0.005,VGG19,GMP,cifar10,0.95
90,944626223352.0,0.0625436007976532,99.0,0.1882689446210861,92.5,1,0.005,VGG19,GMP,cifar10,0.95
100,1048421797752.0,0.0969311818480491,99.12,0.2150482088327407,92.38,1,0.005,VGG19,GMP,cifar10,0.95
101,1048421797752.0,0.0791140422224998,99.08,0.2150482237339019,92.38,1,0.005,VGG19,GMP,cifar10,0.95
-1,86514432.0,3.5943665504455566,10.02,3.56482458114624,10.8,2,0.005,VGG19,GMP,cifar10,0.95
0,10468246272.0,0.4351764917373657,26.14,0.4250133633613586,27.36,2,0.005,VGG19,GMP,cifar10,0.95
10,114285564672.0,0.199909046292305,85.1,0.2028308361768722,78.16,2,0.005,VGG19,GMP,cifar10,0.95
20,218102883072.0,0.2471325546503067,92.14,0.2819750905036926,85.62,2,0.005,VGG19,GMP,cifar10,0.95
30,321920201472.0,0.1468173265457153,96.52,0.2224808037281036,90.52,2,0.005,VGG19,GMP,cifar10,0.95
40,425737519872.0,0.108587771654129,97.56,0.2241178601980209,91.17,2,0.005,VGG19,GMP,cifar10,0.95
50,529554838272.0,0.0916926488280296,97.82,0.2455417662858963,91.58,2,0.005,VGG19,GMP,cifar10,0.95
60,633372156672.0,0.084254965186119,98.18,0.2175462990999221,91.87,2,0.005,VGG19,GMP,cifar10,0.95
70,737189475072.0,0.0854190066456794,98.88,0.257442831993103,92.05,2,0.005,VGG19,GMP,cifar10,0.95
80,841006793472.0,0.0705109313130378,98.82,0.2256184965372085,92.18,2,0.005,VGG19,GMP,cifar10,0.95
90,944824111872.0,0.061159249395132,98.66,0.2463126182556152,92.26,2,0.005,VGG19,GMP,cifar10,0.95
100,1048641430272.0,0.0530957281589508,99.14,0.2885907292366028,92.32,2,0.005,VGG19,GMP,cifar10,0.95
101,1048641430272.0,0.0637198388576507,98.7,0.2885907292366028,92.32,2,0.005,VGG19,GMP,cifar10,0.95
-1,86602140.0,3.388606548309326,19.62,3.422459125518799,18.74,3,0.005,VGG19,GMP,cifar10,0.95
0,10478858940.0,0.4955705106258392,18.86,0.4677079319953918,20.4,3,0.005,VGG19,GMP,cifar10,0.95
10,114401426940.0,0.1575851887464523,89.22,0.1681051105260849,85.71,3,0.005,VGG19,GMP,cifar10,0.95
20,218323994940.0,0.2561351060867309,94.96,0.2816802561283111,89.9,3,0.005,VGG19,GMP,cifar10,0.95
30,322246562940.0,0.144592747092247,97.18,0.1895552277565002,91.31,3,0.005,VGG19,GMP,cifar10,0.95
40,426169130940.0,0.1145713031291961,97.46,0.1632748544216156,91.73,3,0.005,VGG19,GMP,cifar10,0.95
50,530091698940.0,0.0932648926973342,97.94,0.2283990383148193,91.8,3,0.005,VGG19,GMP,cifar10,0.95
60,634014266940.0,0.0659131407737732,98.22,0.1745721697807312,92.22,3,0.005,VGG19,GMP,cifar10,0.95
70,737936834940.0,0.0609904713928699,98.54,0.1958363950252533,92.18,3,0.005,VGG19,GMP,cifar10,0.95
80,841859402940.0,0.0754579454660415,98.74,0.2675949931144714,92.18,3,0.005,VGG19,GMP,cifar10,0.95
90,945781970940.0,0.0631257444620132,98.74,0.2077937573194503,92.24,3,0.005,VGG19,GMP,cifar10,0.95
100,1049704538940.0,0.0665078982710838,98.82,0.1918668150901794,92.37,3,0.005,VGG19,GMP,cifar10,0.95
101,1049704538940.0,0.0528080202639102,99.06,0.1918668150901794,92.37,3,0.005,VGG19,GMP,cifar10,0.95
-1,86378652.0,3.623704433441162,9.8,3.639108180999756,10.0,4,0.005,VGG19,GMP,cifar10,0.95
0,10451816892.0,0.4678906798362732,21.5,0.4520709216594696,21.87,4,0.005,VGG19,GMP,cifar10,0.95
10,114106199292.0,0.1853742748498916,88.02,0.181075319647789,83.09,4,0.005,VGG19,GMP,cifar10,0.95
20,217760581692.0,0.2382338047027588,94.7,0.2599636614322662,88.54,4,0.005,VGG19,GMP,cifar10,0.95
30,321414964092.0,0.1656581610441208,96.66,0.2501577734947204,91.06,4,0.005,VGG19,GMP,cifar10,0.95
40,425069346492.0,0.0907751023769378,97.7,0.1630376875400543,91.59,4,0.005,VGG19,GMP,cifar10,0.95
50,528723728892.0,0.098805546760559,97.88,0.1842379570007324,91.86,4,0.005,VGG19,GMP,cifar10,0.95
60,632378111292.0,0.0848570689558982,98.26,0.1629988998174667,92.04,4,0.005,VGG19,GMP,cifar10,0.95
70,736032493692.0,0.0597572326660156,98.54,0.1866767257452011,92.21,4,0.005,VGG19,GMP,cifar10,0.95
80,839686876092.0,0.0552304349839687,98.8,0.1450781375169754,92.38,4,0.005,VGG19,GMP,cifar10,0.95
90,943341258492.0,0.0693007335066795,98.9,0.2038813829421997,92.32,4,0.005,VGG19,GMP,cifar10,0.95
100,1046995640892.0,0.0560749098658561,98.76,0.2228517979383468,92.41,4,0.005,VGG19,GMP,cifar10,0.95
101,1046995640892.0,0.0708382576704025,98.86,0.222851812839508,92.41,4,0.005,VGG19,GMP,cifar10,0.95
-1,86496864.0,3.671226501464844,9.44,3.671118974685669,10.0,5,0.005,VGG19,GMP,cifar10,0.95
0,10466120544.0,0.3999784290790558,20.28,0.39246466755867,20.32,5,0.005,VGG19,GMP,cifar10,0.95
10,114262357344.0,0.2142878174781799,83.76,0.2211447656154632,78.45,5,0.005,VGG19,GMP,cifar10,0.95
20,218058594144.0,0.2249847948551178,94.1,0.2720986604690552,88.39,5,0.005,VGG19,GMP,cifar10,0.95
30,321854830944.0,0.1450212597846985,96.72,0.2221235781908035,90.77,5,0.005,VGG19,GMP,cifar10,0.95
40,425651067744.0,0.1151680126786232,97.26,0.1833449751138687,91.5,5,0.005,VGG19,GMP,cifar10,0.95
50,529447304544.0,0.0806091055274009,97.96,0.2047179788351059,91.82,5,0.005,VGG19,GMP,cifar10,0.95
60,633243541344.0,0.0819638073444366,98.22,0.1647357940673828,92.16,5,0.005,VGG19,GMP,cifar10,0.95
70,737039778144.0,0.0560558103024959,98.82,0.2011417299509048,92.28,5,0.005,VGG19,GMP,cifar10,0.95
80,840836014944.0,0.0903158858418464,98.56,0.2595599591732025,92.1,5,0.005,VGG19,GMP,cifar10,0.95
90,944632251744.0,0.0662161782383918,99.06,0.1986417919397354,92.44,5,0.005,VGG19,GMP,cifar10,0.95
100,1048428488544.0,0.0631500631570816,98.82,0.2047997862100601,92.49,5,0.005,VGG19,GMP,cifar10,0.95
101,1048428488544.0,0.0887957140803337,98.94,0.2047997862100601,92.49,5,0.005,VGG19,GMP,cifar10,0.95
-1,86522964.0,3.621701002120972,15.04,3.608187913894653,15.56,6,0.005,VGG19,GMP,cifar10,0.95
0,10469278644.0,0.449937641620636,20.12,0.4571152627468109,18.59,6,0.005,VGG19,GMP,cifar10,0.95
10,114296835444.0,0.1973224580287933,89.08,0.2087438106536865,83.06,6,0.005,VGG19,GMP,cifar10,0.95
20,218124392244.0,0.2372560501098632,93.68,0.283648133277893,87.77,6,0.005,VGG19,GMP,cifar10,0.95
30,321951949044.0,0.1845281273126602,96.18,0.2915225028991699,90.46,6,0.005,VGG19,GMP,cifar10,0.95
40,425779505844.0,0.1307142376899719,97.24,0.1797093749046325,91.25,6,0.005,VGG19,GMP,cifar10,0.95
50,529607062644.0,0.0981989577412605,97.6,0.1981379389762878,91.65,6,0.005,VGG19,GMP,cifar10,0.95
60,633434619444.0,0.0960561782121658,98.2,0.1737588495016098,92.0,6,0.005,VGG19,GMP,cifar10,0.95
70,737262176244.0,0.0999927446246147,98.4,0.1669588834047317,92.19,6,0.005,VGG19,GMP,cifar10,0.95
80,841089733044.0,0.0848272815346717,98.58,0.1530517786741256,92.15,6,0.005,VGG19,GMP,cifar10,0.95
90,944917289844.0,0.065712884068489,98.62,0.1752610355615615,92.39,6,0.005,VGG19,GMP,cifar10,0.95
100,1048744846644.0,0.0911711379885673,98.68,0.2079938948154449,92.54,6,0.005,VGG19,GMP,cifar10,0.95
101,1048744846644.0,0.0714005902409553,98.8,0.2079938948154449,92.54,6,0.005,VGG19,GMP,cifar10,0.95
-1,86532012.0,3.66449499130249,9.6,3.667872905731201,10.0,7,0.005,VGG19,GMP,cifar10,0.95
0,10470373452.0,0.5051490068435669,20.78,0.5173071026802063,19.59,7,0.005,VGG19,GMP,cifar10,0.95
10,114308787852.0,0.1850382089614868,93.54,0.1825075149536132,88.61,7,0.005,VGG19,GMP,cifar10,0.95
20,218147202252.0,0.247246116399765,95.34,0.2690899074077606,89.56,7,0.005,VGG19,GMP,cifar10,0.95
30,321985616652.0,0.1747026741504669,96.92,0.2441472113132476,91.09,7,0.005,VGG19,GMP,cifar10,0.95
40,425824031052.0,0.1019025221467018,97.7,0.1428464353084564,91.77,7,0.005,VGG19,GMP,cifar10,0.95
50,529662445452.0,0.0948658809065818,98.02,0.1191562637686729,92.05,7,0.005,VGG19,GMP,cifar10,0.95
