Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,176713960.0,4.576977252960205,17.48,4.614255428314209,13.29,0,0.003,VGG19,GMP,cifar100,0.85
0,21382389160.0,1.2144575119018557,70.3,1.192387938499451,51.64,0,0.003,VGG19,GMP,cifar100,0.85
10,233439141160.0,0.3276722729206085,95.7,0.3693473041057586,70.32,0,0.003,VGG19,GMP,cifar100,0.85
20,445495893160.0,0.1825145632028579,97.22,0.3093664944171905,71.12,0,0.003,VGG19,GMP,cifar100,0.85
30,657552645160.0,0.1236408501863479,97.32,0.3146993815898895,71.59,0,0.003,VGG19,GMP,cifar100,0.85
40,869609397160.0,0.1048605442047119,97.86,0.3292476534843445,71.76,0,0.003,VGG19,GMP,cifar100,0.85
50,1081666149160.0,0.086716242134571,98.2,0.3491098880767822,72.04,0,0.003,VGG19,GMP,cifar100,0.85
60,1293722901160.0,0.0900262743234634,98.28,0.3557503521442413,72.11,0,0.003,VGG19,GMP,cifar100,0.85
70,1505779653160.0,0.0970442071557045,98.64,0.3657787442207336,72.02,0,0.003,VGG19,GMP,cifar100,0.85
80,1717836405160.0,0.0778666958212852,98.8,0.3790445029735565,72.1,0,0.003,VGG19,GMP,cifar100,0.85
90,1929893157160.0,0.0817073956131935,98.8,0.4001049995422363,72.02,0,0.003,VGG19,GMP,cifar100,0.85
100,2141949909160.0,0.0872764661908149,98.74,0.3946131467819214,72.05,0,0.003,VGG19,GMP,cifar100,0.85
101,2141949909160.0,0.0832233801484108,99.02,0.3946131467819214,72.05,0,0.003,VGG19,GMP,cifar100,0.85
-1,176648752.0,5.072647571563721,15.16,5.115513324737549,11.64,1,0.003,VGG19,GMP,cifar100,0.85
0,21374498992.0,1.2332218885421753,68.32,1.233994960784912,50.81,1,0.003,VGG19,GMP,cifar100,0.85
10,233353001392.0,0.3221040964126587,96.22,0.3784586489200592,70.57,1,0.003,VGG19,GMP,cifar100,0.85
20,445331503792.0,0.1715000420808792,97.54,0.3311156928539276,71.44,1,0.003,VGG19,GMP,cifar100,0.85
30,657310006192.0,0.1308078020811081,97.38,0.3496715426445007,71.64,1,0.003,VGG19,GMP,cifar100,0.85
40,869288508592.0,0.1009331345558166,98.0,0.355292946100235,71.86,1,0.003,VGG19,GMP,cifar100,0.85
50,1081267010992.0,0.0908769145607948,98.08,0.3869018256664276,71.94,1,0.003,VGG19,GMP,cifar100,0.85
60,1293245513392.0,0.0855556279420852,98.22,0.3923351764678955,71.94,1,0.003,VGG19,GMP,cifar100,0.85
70,1505224015792.0,0.0742097795009613,98.54,0.3983436226844787,72.07,1,0.003,VGG19,GMP,cifar100,0.85
80,1717202518192.0,0.0833575502038002,98.44,0.4011600911617279,72.15,1,0.003,VGG19,GMP,cifar100,0.85
