Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,21.795108795166016,3.92,21.99730682373047,4.33,0,0,LAMP,resnet18,cifar100,0.95
0,10040578560.0,1.2880842685699463,20.74,1.387446403503418,20.93,0,0,LAMP,resnet18,cifar100,0.95
10,110446364160.0,1.77597177028656,38.9,2.016231775283813,37.12,0,0,LAMP,resnet18,cifar100,0.95
20,210852149760.0,2.067331552505493,44.28,2.4480197429656982,42.03,0,0,LAMP,resnet18,cifar100,0.95
30,311257935360.0,2.6436145305633545,48.7,3.273499727249145,44.81,0,0,LAMP,resnet18,cifar100,0.95
40,411663720960.0,2.5806329250335693,53.4,3.2930891513824463,47.88,0,0,LAMP,resnet18,cifar100,0.95
50,512069506560.0,2.5353686809539795,54.84,3.092076063156128,50.12,0,0,LAMP,resnet18,cifar100,0.95
60,612475292160.0,2.7660744190216064,58.26,3.343043804168701,51.77,0,0,LAMP,resnet18,cifar100,0.95
70,712881077760.0,2.0585081577301025,61.0,2.495469570159912,54.19,0,0,LAMP,resnet18,cifar100,0.95
80,813286863360.0,2.458333969116211,62.0,3.371144294738769,53.91,0,0,LAMP,resnet18,cifar100,0.95
90,913692648960.0,2.7019731998443604,63.66,3.218418836593628,54.95,0,0,LAMP,resnet18,cifar100,0.95
100,1014098434560.0,1.840021252632141,66.88,2.5625879764556885,56.23,0,0,LAMP,resnet18,cifar100,0.95
101,1014098434560.0,1.8394471406936648,66.5,2.5625879764556885,56.23,0,0,LAMP,resnet18,cifar100,0.95
-1,0.0,21.5537166595459,4.04,21.99730682373047,4.33,1,0,LAMP,resnet18,cifar100,0.95
0,10040578560.0,1.290699481964111,20.18,1.4513603448867798,20.17,1,0,LAMP,resnet18,cifar100,0.95
10,110446364160.0,1.5940258502960205,37.62,2.3637068271636963,37.34,1,0,LAMP,resnet18,cifar100,0.95
20,210852149760.0,1.947260856628418,44.78,2.8027093410491943,42.45,1,0,LAMP,resnet18,cifar100,0.95
30,311257935360.0,2.5909485816955566,49.26,3.121260643005371,45.71,1,0,LAMP,resnet18,cifar100,0.95
40,411663720960.0,2.7850801944732666,52.96,3.4326415061950684,48.3,1,0,LAMP,resnet18,cifar100,0.95
50,512069506560.0,2.25291109085083,56.46,3.0096046924591064,50.73,1,0,LAMP,resnet18,cifar100,0.95
60,612475292160.0,2.669749975204468,58.58,3.776633024215698,51.49,1,0,LAMP,resnet18,cifar100,0.95
70,712881077760.0,2.4723849296569824,61.1,3.402878999710083,53.2,1,0,LAMP,resnet18,cifar100,0.95
80,813286863360.0,2.692096710205078,62.5,3.171868324279785,54.5,1,0,LAMP,resnet18,cifar100,0.95
90,913692648960.0,2.366570234298706,64.34,2.802884340286255,55.47,1,0,LAMP,resnet18,cifar100,0.95
100,1014098434560.0,2.830489158630371,65.82,3.5855038166046143,55.72,1,0,LAMP,resnet18,cifar100,0.95
101,1014098434560.0,2.8640241622924805,65.32,3.5855038166046143,55.72,1,0,LAMP,resnet18,cifar100,0.95
-1,0.0,21.54326057434082,3.94,21.99730682373047,4.33,2,0,LAMP,resnet18,cifar100,0.95
0,10040578560.0,1.2420107126235962,19.18,1.4045058488845823,19.3,2,0,LAMP,resnet18,cifar100,0.95
10,110446364160.0,1.9097404479980469,36.64,2.6864092350006104,36.58,2,0,LAMP,resnet18,cifar100,0.95
20,210852149760.0,2.5966975688934326,43.32,3.2697482109069824,41.87,2,0,LAMP,resnet18,cifar100,0.95
30,311257935360.0,2.313755750656128,48.56,3.2753148078918457,45.75,2,0,LAMP,resnet18,cifar100,0.95
40,411663720960.0,2.1917638778686523,51.96,2.8538572788238525,48.5,2,0,LAMP,resnet18,cifar100,0.95
50,512069506560.0,2.671854257583618,55.32,3.458901882171631,50.11,2,0,LAMP,resnet18,cifar100,0.95
60,612475292160.0,2.6577577590942383,58.46,3.5875160694122314,51.56,2,0,LAMP,resnet18,cifar100,0.95
70,712881077760.0,2.175941228866577,61.16,2.8450372219085693,53.69,2,0,LAMP,resnet18,cifar100,0.95
80,813286863360.0,2.6011884212493896,62.16,3.2221806049346924,53.84,2,0,LAMP,resnet18,cifar100,0.95
90,913692648960.0,2.3902676105499268,65.06,2.986530542373657,54.91,2,0,LAMP,resnet18,cifar100,0.95
100,1014098434560.0,2.810837745666504,65.24,3.18087100982666,55.66,2,0,LAMP,resnet18,cifar100,0.95
101,1014098434560.0,2.897005081176758,65.42,3.18087100982666,55.66,2,0,LAMP,resnet18,cifar100,0.95
