Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,167427776.0,1.550904631614685,1.28,1.546228528022766,1.35,0,0.005
0,20258760896.0,0.845181405544281,4.68,0.852016031742096,4.44,0,0.005
10,221172092096.0,0.2706911563873291,11.1,0.3780205249786377,10.19,0,0.005
20,422085423296.0,0.2169795334339141,12.92,0.3827927708625793,11.87,0,0.005
30,622998754496.0,0.2204096317291259,15.18,0.4171361327171325,13.77,0,0.005
40,823912085696.0,0.2340746372938156,17.56,0.4551732838153839,16.15,0,0.005
50,1024825416896.0,0.2349473237991333,19.34,0.5085810422897339,18.0,0,0.005
60,1225738748096.0,0.2599456012248993,20.32,0.5887534022331238,18.79,0,0.005
70,1426652079296.0,0.318606287240982,22.12,0.6972780227661133,20.11,0,0.005
80,1627565410496.0,0.4101911187171936,22.82,0.7591328620910645,21.64,0,0.005
90,1828478741696.0,0.3439915180206299,25.26,0.7978364825248718,22.92,0,0.005
100,2029392072896.0,0.5238995552062988,25.78,0.9489640593528748,24.04,0,0.005
101,2029392072896.0,0.5244841575622559,25.84,0.9489640593528748,24.04,0,0.005
-1,167301968.0,1.7856786251068115,1.34,1.8052959442138672,1.32,1,0.005
0,20243538128.0,0.8580630421638489,3.4,0.8777227401733398,3.57,1,0.005
10,221005899728.0,0.2650094628334045,13.7,0.3527530133724212,12.8,1,0.005
20,421768261328.0,0.2186972945928573,13.7,0.3659262955188751,13.26,1,0.005
30,622530622928.0,0.2191677093505859,15.78,0.3968876898288727,14.82,1,0.005
40,823292984528.0,0.2386551052331924,17.88,0.4506884217262268,17.11,1,0.005
50,1024055346128.0,0.2424615621566772,19.36,0.4915241003036499,18.72,1,0.005
60,1224817707728.0,0.2844794988632202,21.1,0.5540494322776794,20.16,1,0.005
70,1425580069328.0,0.3388878405094147,22.74,0.6179298162460327,21.26,1,0.005
80,1626342430928.0,0.3447233438491821,23.72,0.6760168671607971,22.39,1,0.005
90,1827104792528.0,0.4555829763412475,24.52,0.8041794896125793,23.12,1,0.005
100,2027867154128.0,0.5520428419113159,26.36,0.9164057374000548,24.38,1,0.005
101,2027867154128.0,0.5486465096473694,25.72,0.9164057374000548,24.38,1,0.005
-1,167109456.0,1.871048212051392,0.98,1.889296531677246,1.12,2,0.005
0,20220244176.0,0.8433952927589417,3.42,0.8713369369506836,2.87,2,0.005
10,220751591376.0,0.2747537195682525,10.4,0.3935174643993377,9.26,2,0.005
20,421282938576.0,0.21921968460083,13.82,0.3829980194568634,12.3,2,0.005
30,621814285776.0,0.2315026074647903,15.62,0.430281400680542,14.3,2,0.005
40,822345632976.0,0.2274631261825561,17.22,0.4947174191474914,15.65,2,0.005
50,1022876980176.0,0.2819368839263916,19.34,0.5572952032089233,17.71,2,0.005
60,1223408327376.0,0.2777226865291595,20.26,0.597052812576294,18.63,2,0.005
70,1423939674576.0,0.3123425543308258,22.0,0.6343438029289246,20.16,2,0.005
80,1624471021776.0,0.434657871723175,23.24,0.7057247757911682,21.79,2,0.005
90,1825002368976.0,0.4775676131248474,24.4,0.8851191997528076,23.01,2,0.005
100,2025533716176.0,0.7439394593238831,26.2,1.070776104927063,24.45,2,0.005
101,2025533716176.0,0.7496516108512878,26.06,1.070776104927063,24.45,2,0.005
-1,167232032.0,1.934418082237244,1.78,1.9977079629898071,1.69,3,0.005
0,20235075872.0,0.8752186894416809,4.38,0.9146584868431092,4.35,3,0.005
