Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.0524853691458702,99.64,0.1786176860332489,93.39,0,0,LAMP,VGG19,cifar10,0.85
0,18907904640.0,0.079447440803051,99.66,0.1681441217660904,93.59,0,0,LAMP,VGG19,cifar10,0.85
10,207986951040.0,0.0575503967702388,99.78,0.2259552627801895,93.47,0,0,LAMP,VGG19,cifar10,0.85
20,397065997440.0,0.0549497790634632,99.8,0.196384310722351,93.45,0,0,LAMP,VGG19,cifar10,0.85
30,586145043840.0,0.0281467474997043,99.8,0.2474845200777053,93.42,0,0,LAMP,VGG19,cifar10,0.85
40,775224090240.0,0.0365856364369392,99.86,0.2507840692996979,93.44,0,0,LAMP,VGG19,cifar10,0.85
50,964303136640.0,0.0364903099834919,99.66,0.2755681276321411,93.23,0,0,LAMP,VGG19,cifar10,0.85
60,1153382183040.0,0.03723681345582,99.8,0.234196126461029,93.37,0,0,LAMP,VGG19,cifar10,0.85
70,1342461229440.0,0.0556294471025466,99.84,0.2573127746582031,93.45,0,0,LAMP,VGG19,cifar10,0.85
80,1531540275840.0,0.0371119603514671,99.82,0.2601437568664551,93.47,0,0,LAMP,VGG19,cifar10,0.85
90,1720619322240.0,0.0500472150743007,99.88,0.2268047481775283,93.47,0,0,LAMP,VGG19,cifar10,0.85
100,1909698368640.0,0.0383521020412445,99.88,0.2576559484004974,93.55,0,0,LAMP,VGG19,cifar10,0.85
101,1909698368640.0,0.0330750159919261,99.86,0.257655918598175,93.55,0,0,LAMP,VGG19,cifar10,0.85
-1,0.0,0.0464957728981971,99.68,0.1786176860332489,93.39,1,0,LAMP,VGG19,cifar10,0.85
0,18907904640.0,0.0414091981947422,99.5,0.1746943891048431,93.45,1,0,LAMP,VGG19,cifar10,0.85
10,207986951040.0,0.0257772542536258,99.74,0.1756510287523269,93.47,1,0,LAMP,VGG19,cifar10,0.85
20,397065997440.0,0.0496485345065593,99.78,0.2278606742620468,93.44,1,0,LAMP,VGG19,cifar10,0.85
30,586145043840.0,0.0663143917918205,99.8,0.2016783654689788,93.55,1,0,LAMP,VGG19,cifar10,0.85
40,775224090240.0,0.038481168448925,99.8,0.2085017412900924,93.56,1,0,LAMP,VGG19,cifar10,0.85
50,964303136640.0,0.0338674709200859,99.7,0.2345378398895263,93.54,1,0,LAMP,VGG19,cifar10,0.85
60,1153382183040.0,0.0524067692458629,99.66,0.2184886634349823,93.59,1,0,LAMP,VGG19,cifar10,0.85
70,1342461229440.0,0.0379247702658176,99.84,0.2384357005357742,93.55,1,0,LAMP,VGG19,cifar10,0.85
80,1531540275840.0,0.0500260852277278,99.84,0.2257266193628311,93.54,1,0,LAMP,VGG19,cifar10,0.85
90,1720619322240.0,0.044834416359663,99.78,0.2293514311313629,93.54,1,0,LAMP,VGG19,cifar10,0.85
100,1909698368640.0,0.0424575097858905,99.76,0.2156228274106979,93.66,1,0,LAMP,VGG19,cifar10,0.85
101,1909698368640.0,0.0444159656763076,99.84,0.2156228423118591,93.66,1,0,LAMP,VGG19,cifar10,0.85
-1,0.0,0.0707617253065109,99.64,0.1786176860332489,93.39,2,0,LAMP,VGG19,cifar10,0.85
0,18907904640.0,0.0529493726789951,99.76,0.1877065002918243,93.56,2,0,LAMP,VGG19,cifar10,0.85
10,207986951040.0,0.0588411204516887,99.94,0.1899195164442062,93.47,2,0,LAMP,VGG19,cifar10,0.85
20,397065997440.0,0.0535252876579761,99.62,0.2043880075216293,93.45,2,0,LAMP,VGG19,cifar10,0.85
30,586145043840.0,0.0460368506610393,99.68,0.20736925303936,93.39,2,0,LAMP,VGG19,cifar10,0.85
40,775224090240.0,0.0411226078867912,99.72,0.236647292971611,93.44,2,0,LAMP,VGG19,cifar10,0.85
50,964303136640.0,0.0374329537153244,99.74,0.1933901607990265,93.58,2,0,LAMP,VGG19,cifar10,0.85
60,1153382183040.0,0.050944697111845,99.74,0.2294240295886993,93.44,2,0,LAMP,VGG19,cifar10,0.85
70,1342461229440.0,0.0736840516328811,99.62,0.2279894351959228,93.39,2,0,LAMP,VGG19,cifar10,0.85
80,1531540275840.0,0.0374372079968452,99.78,0.2100313752889633,93.47,2,0,LAMP,VGG19,cifar10,0.85
90,1720619322240.0,0.0387172736227512,99.82,0.209877535700798,93.51,2,0,LAMP,VGG19,cifar10,0.85
100,1909698368640.0,0.0516077727079391,99.9,0.2140029817819595,93.62,2,0,LAMP,VGG19,cifar10,0.85
101,1909698368640.0,0.0394357703626155,99.84,0.2140029966831207,93.62,2,0,LAMP,VGG19,cifar10,0.85
