Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,183379180.0,7.0790886878967285,11.22,7.162672996520996,7.77,0,0.001,VGG19,GMP,cifar100,0.85
0,22188880780.0,1.658363699913025,59.76,1.6702066659927368,43.73,0,0.001,VGG19,GMP,cifar100,0.85
10,242243896780.0,0.3568504750728607,96.34,0.4449198246002197,70.61,0,0.001,VGG19,GMP,cifar100,0.85
20,462298912780.0,0.1694329231977462,97.72,0.3831545710563659,71.43,0,0.001,VGG19,GMP,cifar100,0.85
30,682353928780.0,0.1470058560371399,97.94,0.3719285428524017,71.79,0,0.001,VGG19,GMP,cifar100,0.85
40,902408944780.0,0.1081183850765228,98.08,0.4002390503883362,72.01,0,0.001,VGG19,GMP,cifar100,0.85
50,1122463960780.0,0.093891330063343,98.28,0.3981137275695801,72.05,0,0.001,VGG19,GMP,cifar100,0.85
60,1342518976780.0,0.0968295708298683,98.64,0.4135900437831878,72.21,0,0.001,VGG19,GMP,cifar100,0.85
70,1562573992780.0,0.0964373797178268,98.6,0.412042886018753,72.21,0,0.001,VGG19,GMP,cifar100,0.85
80,1782629008780.0,0.0761091783642768,98.66,0.4339370429515838,72.32,0,0.001,VGG19,GMP,cifar100,0.85
90,2002684024780.0,0.0757969096302986,98.96,0.4360663294792175,72.39,0,0.001,VGG19,GMP,cifar100,0.85
100,2222739040780.0,0.0900514125823974,98.94,0.4543162286281585,72.36,0,0.001,VGG19,GMP,cifar100,0.85
101,2222739040780.0,0.0810453221201896,98.94,0.4543162286281585,72.36,0,0.001,VGG19,GMP,cifar100,0.85
-1,183396616.0,6.7856059074401855,11.78,6.827301979064941,8.1,1,0.001,VGG19,GMP,cifar100,0.85
0,22190990536.0,1.6876825094223022,58.84,1.699999451637268,43.59,1,0.001,VGG19,GMP,cifar100,0.85
10,242266929736.0,0.368324726819992,96.12,0.4342350959777832,70.64,1,0.001,VGG19,GMP,cifar100,0.85
20,462342868936.0,0.1777806133031845,97.32,0.3822638094425201,71.19,1,0.001,VGG19,GMP,cifar100,0.85
30,682418808136.0,0.131903737783432,97.92,0.3891855180263519,71.5,1,0.001,VGG19,GMP,cifar100,0.85
40,902494747336.0,0.1145296320319175,98.06,0.3941041529178619,71.8,1,0.001,VGG19,GMP,cifar100,0.85
50,1122570686536.0,0.1073710471391677,98.42,0.4094686508178711,72.04,1,0.001,VGG19,GMP,cifar100,0.85
60,1342646625736.0,0.0814974680542945,98.56,0.4264861345291137,72.15,1,0.001,VGG19,GMP,cifar100,0.85
70,1562722564936.0,0.0952020958065986,98.58,0.412670761346817,72.16,1,0.001,VGG19,GMP,cifar100,0.85
80,1782798504136.0,0.0802212059497833,98.9,0.440199464559555,72.27,1,0.001,VGG19,GMP,cifar100,0.85
90,2002874443336.0,0.090766005218029,99.12,0.4457579851150512,72.31,1,0.001,VGG19,GMP,cifar100,0.85
100,2222950382536.0,0.0719175860285759,99.0,0.4798921048641205,72.42,1,0.001,VGG19,GMP,cifar100,0.85
101,2222950382536.0,0.0793967619538307,99.04,0.4798921048641205,72.42,1,0.001,VGG19,GMP,cifar100,0.85
-1,183308632.0,6.809932708740234,11.7,6.826577663421631,8.45,2,0.001,VGG19,GMP,cifar100,0.85
0,22180344472.0,1.6846176385879517,60.24,1.692724108695984,43.76,2,0.001,VGG19,GMP,cifar100,0.85
10,242150702872.0,0.3602727651596069,96.66,0.4544765949249267,70.61,2,0.001,VGG19,GMP,cifar100,0.85
20,462121061272.0,0.1804467141628265,97.7,0.3919927775859833,71.36,2,0.001,VGG19,GMP,cifar100,0.85
30,682091419672.0,0.1299791187047958,97.56,0.3826201260089874,71.83,2,0.001,VGG19,GMP,cifar100,0.85
40,902061778072.0,0.1030899956822395,98.12,0.3817285001277923,71.83,2,0.001,VGG19,GMP,cifar100,0.85
50,1122032136472.0,0.0971586555242538,98.4,0.4081882536411285,71.92,2,0.001,VGG19,GMP,cifar100,0.85
60,1342002494872.0,0.1075258553028106,98.68,0.4207284450531006,72.07,2,0.001,VGG19,GMP,cifar100,0.85
70,1561972853272.0,0.0914046689867973,98.48,0.4361977279186249,72.06,2,0.001,VGG19,GMP,cifar100,0.85
80,1781943211672.0,0.0783539563417434,99.08,0.4390490353107452,72.14,2,0.001,VGG19,GMP,cifar100,0.85
90,2001913570072.0,0.0839569643139839,98.7,0.4556688070297241,72.17,2,0.001,VGG19,GMP,cifar100,0.85
100,2221883928472.0,0.0768427327275276,98.96,0.4580191373825073,72.21,2,0.001,VGG19,GMP,cifar100,0.85
101,2221883928472.0,0.0801787599921226,99.0,0.4580191373825073,72.21,2,0.001,VGG19,GMP,cifar100,0.85
-1,183355432.0,6.702048778533936,11.66,6.780301570892334,8.25,3,0.001,VGG19,GMP,cifar100,0.85
0,22186007272.0,1.6518908739089966,60.02,1.658356785774231,43.75,3,0.001,VGG19,GMP,cifar100,0.85
10,242212525672.0,0.3600719273090362,96.3,0.4432633519172668,70.61,3,0.001,VGG19,GMP,cifar100,0.85
20,462239044072.0,0.1775826811790466,97.78,0.3845464289188385,71.26,3,0.001,VGG19,GMP,cifar100,0.85
30,682265562472.0,0.1310847997665405,97.68,0.3933098912239074,71.75,3,0.001,VGG19,GMP,cifar100,0.85
40,902292080872.0,0.1122864633798599,98.18,0.4080471396446228,71.91,3,0.001,VGG19,GMP,cifar100,0.85
50,1122318599272.0,0.0913343653082847,98.26,0.4284587800502777,72.09,3,0.001,VGG19,GMP,cifar100,0.85
60,1342345117672.0,0.0890644192695617,98.86,0.4371426701545715,72.16,3,0.001,VGG19,GMP,cifar100,0.85
70,1562371636072.0,0.0852921456098556,98.74,0.4554240703582763,72.08,3,0.001,VGG19,GMP,cifar100,0.85
80,1782398154472.0,0.0799716264009475,98.86,0.4598862826824188,72.15,3,0.001,VGG19,GMP,cifar100,0.85
90,2002424672872.0,0.0678500160574913,98.98,0.4786228835582733,72.17,3,0.001,VGG19,GMP,cifar100,0.85
100,2222451191272.0,0.0735792443156242,99.12,0.4965706765651703,72.24,3,0.001,VGG19,GMP,cifar100,0.85
101,2222451191272.0,0.0848833173513412,98.94,0.4965706765651703,72.24,3,0.001,VGG19,GMP,cifar100,0.85
-1,183330052.0,6.485264301300049,12.34,6.552935600280762,8.75,4,0.001,VGG19,GMP,cifar100,0.85
0,22182936292.0,1.6675010919570925,60.7,1.6493278741836548,44.71,4,0.001,VGG19,GMP,cifar100,0.85
10,242178998692.0,0.3610919117927551,96.26,0.4519908130168915,70.34,4,0.001,VGG19,GMP,cifar100,0.85
20,462175061092.0,0.171273797750473,97.5,0.4029757976531982,71.37,4,0.001,VGG19,GMP,cifar100,0.85
30,682171123492.0,0.126176580786705,97.98,0.4103012084960937,71.66,4,0.001,VGG19,GMP,cifar100,0.85
40,902167185892.0,0.1159723624587059,98.18,0.407533049583435,71.91,4,0.001,VGG19,GMP,cifar100,0.85
50,1122163248292.0,0.105570375919342,98.3,0.4249502122402191,72.04,4,0.001,VGG19,GMP,cifar100,0.85
60,1342159310692.0,0.0940112173557281,98.68,0.4410730302333832,72.01,4,0.001,VGG19,GMP,cifar100,0.85
70,1562155373092.0,0.0987680852413177,98.62,0.4587022066116333,72.15,4,0.001,VGG19,GMP,cifar100,0.85
80,1782151435492.0,0.0948429703712463,98.8,0.4476497173309326,72.24,4,0.001,VGG19,GMP,cifar100,0.85
90,2002147497892.0,0.0843647792935371,98.94,0.4841431379318237,72.21,4,0.001,VGG19,GMP,cifar100,0.85
100,2222143560292.0,0.087248183786869,98.74,0.4786275029182434,72.28,4,0.001,VGG19,GMP,cifar100,0.85
101,2222143560292.0,0.0804690346121788,99.02,0.4786275029182434,72.28,4,0.001,VGG19,GMP,cifar100,0.85
-1,183350920.0,6.938329219818115,11.56,6.917324066162109,8.45,5,0.001,VGG19,GMP,cifar100,0.85
0,22185461320.0,1.6893469095230105,59.58,1.699736475944519,44.15,5,0.001,VGG19,GMP,cifar100,0.85
10,242206565320.0,0.3611087799072265,96.26,0.4305223822593689,70.33,5,0.001,VGG19,GMP,cifar100,0.85
20,462227669320.0,0.1781065911054611,97.36,0.3532556593418121,71.13,5,0.001,VGG19,GMP,cifar100,0.85
30,682248773320.0,0.1227807253599166,97.6,0.3493357598781585,71.36,5,0.001,VGG19,GMP,cifar100,0.85
40,902269877320.0,0.1054588332772255,98.1,0.3727157115936279,71.51,5,0.001,VGG19,GMP,cifar100,0.85
50,1122290981320.0,0.1072722971439361,98.12,0.3901447057723999,71.72,5,0.001,VGG19,GMP,cifar100,0.85
60,1342312085320.0,0.0923246070742607,98.22,0.400186538696289,71.98,5,0.001,VGG19,GMP,cifar100,0.85
70,1562333189320.0,0.0883950740098953,98.36,0.4303894340991974,71.97,5,0.001,VGG19,GMP,cifar100,0.85
80,1782354293320.0,0.0924056470394134,98.94,0.4460614621639251,72.09,5,0.001,VGG19,GMP,cifar100,0.85
90,2002375397320.0,0.0808347463607788,98.76,0.4400998055934906,72.12,5,0.001,VGG19,GMP,cifar100,0.85
100,2222396501320.0,0.076474905014038,98.62,0.4533749222755432,72.27,5,0.001,VGG19,GMP,cifar100,0.85
